Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,batsHand,throwsHand,SeasonAgeAvg,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P
1,701404,F. Jameson,Fisher Jameson,Jameson,Fisher,P,Spokane Indians,SPO,486,Spokane,afa,COL,Fresno Grizzlies,FRE,259,Fresno,AFX,COL,R,R,22.2,22,39,7,99.1,1546,408,13.7%,92.6,93.2,16.0,5.00,22.8%,5.4%,64.6%,49.3%,16.2%,63.0%,55.9%,20.17%,47.50%,29.8%,29.8%,18.0%,29.6%,70.2%,10.1%,.256,.274,19.99,.013
2,702910,J. Lara,Jhancarlos Lara,Lara,Jhancarlos,P,Columbus Clingstones,COL,6325,Columbus,aax,ATL,Gwinnett Stripers,GWN,431,Gwinnett,AAA,ATL,R,R,22.5,23,34,14,68.2,1388,327,34.1%,98.5,99.4,15.9,6.48,31.8%,19.9%,55.1%,41.1%,24.9%,50.8%,46.9%,32.14%,59.68%,31.3%,38.0%,25.5%,24.1%,62.0%,16.9%,.331,.352,-1.04,-.001
3,800260,A. Flores,Anthony Flores,Flores,Anthony,P,Biloxi Shuckers,BLX,5015,Biloxi,aax,MIL,Wisconsin Timber Rattlers,WIS,572,Wisconsin,AFA,MIL,L,L,20.7,21,32,11,91.0,1553,404,20.5%,88.7,89.1,11.6,5.76,22.8%,11.9%,61.0%,49.9%,16.9%,56.7%,56.8%,23.01%,53.73%,28.0%,26.6%,16.5%,25.2%,73.4%,18.2%,.325,.335,3.54,.002
3,811598,K. Olmedo,Kleiber Olmedo,Olmedo,Kleiber,P,Fort Wayne TinCaps,FW,584,Fort Wayne,afa,SD,Lake Elsinore Storm,LE,103,Lake Elsinore,AFX,SD,R,R,20.9,21,32,8,77.2,1324,354,39.1%,93.2,94.8,19.8,5.76,24.3%,10.5%,63.5%,47.7%,17.4%,59.3%,59.7%,28.30%,52.08%,29.8%,32.6%,23.4%,30.8%,67.4%,15.6%,.291,.334,12.88,.010
5,692352,M. Mercedes,Manuel Mercedes,Mercedes,Manuel,P,Richmond Flying Squirrels,RIC,3410,Richmond,aax,SF,Richmond Flying Squirrels,RIC,3410,Richmond,AAX,SF,R,R,22.8,23,31,16,91.1,1651,424,0.7%,93.3,94.9,10.8,6.04,14.6%,11.6%,58.4%,50.2%,16.7%,53.3%,54.7%,15.69%,41.13%,23.9%,18.4%,13.3%,18.7%,81.6%,18.1%,.348,.364,-8.95,-.005
5,692616,M. Veliz,Mauricio Veliz,Veliz,Mauricio,P,,,,,,,Northwest Arkansas Naturals,NWA,1350,NW Arkansas,AAX,KC,R,R,23.0,23,31,5,65.2,1167,307,21.1%,94.0,94.9,16.4,6.45,16.9%,11.7%,59.0%,48.8%,17.1%,56.4%,56.8%,15.15%,42.71%,25.8%,26.8%,21.0%,22.4%,73.2%,14.9%,.302,.340,7.19,.006
5,701717,D. Pence,Dalton Pence,Pence,Dalton,P,Hub City Spartanburgers,HCS,6324,Hub City,afa,TEX,Hub City Spartanburgers,HCS,6324,Hub City,AFA,TEX,L,L,22.8,23,31,18,82.1,1352,327,52.6%,91.9,92.9,22.0,6.10,31.5%,8.3%,65.2%,51.3%,16.1%,69.7%,62.3%,21.82%,58.71%,30.5%,32.0%,25.2%,29.9%,68.0%,17.9%,.252,.246,19.38,.014
8,694397,M. Raya,Marco Raya,Raya,Marco,P,St. Paul Saints,STP,1960,St. Paul,aaa,MIN,St. Paul Saints,STP,1960,St. Paul,AAA,MIN,R,R,22.9,23,30,20,98.2,1721,451,19.5%,95.3,95.4,14.4,6.29,22.6%,12.6%,61.2%,44.8%,22.7%,56.3%,59.3%,25.54%,51.76%,28.2%,30.5%,18.2%,29.4%,69.5%,17.6%,.314,.363,7.04,.004
8,827526,J. Kisting,Jacob Kisting,Kisting,Jacob,P,Bowling Green Hot Rods,BG,2498,Bowling Green,afa,TB,Cedar Rapids Kernels,CR,492,Cedar Rapids,AFA,MIN,R,R,22.2,23,30,5,73.2,1185,300,28.0%,92.4,93.3,18.5,6.14,25.7%,7.7%,65.5%,56.1%,14.9%,59.3%,60.7%,20.71%,55.56%,30.6%,26.3%,20.7%,25.4%,73.8%,11.1%,.272,.254,14.66,.012
8,700481,E. Catlett,Everett Catlett,Catlett,Everett,P,Spokane Indians,SPO,486,Spokane,afa,COL,Spokane Indians,SPO,486,Spokane,AFA,COL,L,L,23.0,23,30,21,133.1,2210,571,25.5%,92.0,92.6,18.5,5.68,23.5%,8.6%,62.3%,45.9%,17.7%,59.0%,58.3%,20.97%,49.77%,29.1%,30.4%,20.6%,29.2%,69.6%,14.3%,.277,.308,19.89,.009
8,701512,T. Novotny,Tucker Novotny,Novotny,Tucker,P,Lansing Lugnuts,LAN,499,Lansing,afa,ATH,Stockton Ports,STK,524,Stockton,AFX,ATH,R,L,22.6,23,30,9,77.2,1347,334,12.5%,89.0,90.4,17.7,7.00,29.0%,11.1%,63.8%,49.8%,14.0%,60.2%,60.8%,25.73%,54.55%,32.3%,32.0%,22.3%,28.8%,68.0%,10.3%,.267,.270,18.23,.014
12,691436,A. Pacheco,Alberto Pacheco,Pacheco,Alberto,P,Hartford Yard Goats,HFD,538,Hartford,aax,COL,Spokane Indians,SPO,486,Spokane,AFA,COL,L,L,22.6,23,29,21,113.0,2024,524,1.1%,93.3,93.9,13.5,5.50,17.0%,11.1%,61.5%,49.7%,17.9%,58.6%,56.7%,16.56%,37.57%,24.4%,22.7%,18.3%,23.7%,77.3%,18.1%,.344,.381,-3.03,-.001
12,700167,B. Mena,Bryan Mena,Mena,Bryan,P,Greensboro Grasshoppers,GBO,477,Greensboro,afa,PIT,Fresno Grizzlies,FRE,259,Fresno,AFX,COL,R,R,21.0,21,29,18,107.1,1875,498,35.3%,91.1,92.0,14.9,5.42,19.5%,11.4%,59.1%,45.4%,20.0%,55.0%,52.8%,20.70%,50.66%,25.9%,25.2%,16.9%,23.4%,74.8%,17.5%,.355,.358,-14.84,-.008
14,700712,W. Urena,Walbert Urena,Urena,Walbert,P,Los Angeles Angels,LAA,108,LA Angels,mlb,LAA,Salt Lake Bees,SL,561,Salt Lake,AAA,LAA,R,R,21.4,22,28,28,141.0,2317,604,13.2%,95.3,98.1,12.8,5.98,20.7%,12.1%,60.9%,52.6%,13.6%,58.1%,54.0%,17.99%,52.66%,26.4%,26.1%,18.8%,25.8%,73.9%,14.1%,.302,.298,22.10,.010
14,700322,K. Key,Keythel Key,Key,Keythel,P,Tri-City Dust Devils,TRI,460,Tri-City,afa,LAA,Rocket City Trash Pandas,RCT,559,Rocket City,AAX,LAA,R,R,21.7,22,28,17,100.1,1899,468,56.0%,96.3,97.5,17.1,6.12,24.1%,13.7%,59.5%,47.1%,18.6%,54.3%,55.0%,21.30%,48.69%,27.8%,29.8%,20.7%,26.2%,70.2%,13.4%,.315,.358,7.27,.004
14,701780,T. McDougal,Tanner McDougal,McDougal,Tanner,P,Charlotte Knights,CLT,494,Charlotte,aaa,CWS,Birmingham Barons,BIR,247,Birmingham,AAX,CWS,R,R,22.2,23,28,28,113.1,1867,481,34.9%,97.6,98.7,17.9,6.31,28.3%,10.2%,62.8%,51.8%,17.1%,60.9%,59.1%,26.19%,54.37%,30.2%,29.0%,22.5%,24.7%,71.0%,18.2%,.275,.300,18.88,.010
14,814492,W. Watson,Will Watson,Watson,Will,P,Binghamton Rumble Ponies,BNG,505,Binghamton,aax,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,R,R,22.6,23,28,23,121.1,1946,499,31.9%,95.1,95.8,17.8,6.31,28.5%,11.6%,62.6%,48.7%,19.1%,63.5%,64.0%,25.08%,60.62%,30.3%,29.3%,19.7%,26.1%,70.7%,15.5%,.264,.273,21.69,.011
14,809814,F. Texido,Francis Texido,Texido,Francis,P,Rancho Cucamonga Quakes,RC,526,Rancho Cuca.,afx,LAA,Tri-City Dust Devils,TRI,460,Tri-City,AFA,LAA,L,L,20.2,21,28,19,103.1,1995,490,18.7%,91.4,92.3,17.8,5.80,18.8%,18.8%,53.0%,45.7%,20.9%,50.4%,50.9%,21.99%,46.58%,25.7%,26.1%,17.9%,16.1%,73.9%,15.8%,.357,.349,-10.50,-.005
14,800053,A. Roman,Angel Roman,Roman,Angel,P,,,,,,,Fredericksburg Nationals,FBG,436,Fredericksburg,AFX,WSH,L,L,21.8,22,28,12,79.2,1263,374,29.7%,88.3,88.7,12.3,5.61,13.6%,8.8%,62.5%,50.6%,14.9%,59.1%,59.5%,18.35%,40.19%,22.6%,17.1%,12.1%,24.4%,82.9%,13.9%,.351,.375,-7.50,-.006
20,694205,V. Lizarraga,Victor Lizarraga,Lizarraga,Victor,P,San Antonio Missions,SA,510,San Antonio,aax,SD,El Paso Chihuahuas,ELP,4904,El Paso,AAA,SD,R,R,21.6,22,27,25,101.1,1795,462,21.6%,91.3,92.4,13.9,6.69,19.9%,13.0%,60.7%,48.3%,17.0%,56.5%,60.1%,17.84%,47.37%,26.3%,24.9%,18.3%,23.8%,75.1%,19.5%,.335,.351,-1.64,-.001
20,695476,M. Albright,Mason Albright,Albright,Mason,P,,,,,,,Albuquerque Isotopes,ABQ,342,Albuquerque,AAA,COL,L,L,22.6,23,27,25,117.2,2008,531,40.9%,90.5,91.4,15.2,5.80,16.0%,8.1%,63.3%,47.9%,14.5%,58.9%,59.3%,14.41%,34.81%,23.4%,19.6%,13.2%,28.8%,80.4%,18.8%,.373,.397,-20.29,-.010
20,695684,E. Rodríguez,Elmer Rodríguez,Rodríguez,Elmer,P,Scranton/Wilkes-Barre RailRiders,SWB,531,Scranton/WB,aaa,NYY,Scranton/Wilkes-Barre RailRiders,SWB,531,Scranton/WB,AAA,NYY,L,R,21.9,22,27,26,150.0,2370,607,3.7%,95.3,96.2,12.4,6.52,29.0%,9.4%,63.0%,49.5%,16.3%,61.4%,60.9%,26.77%,54.33%,34.0%,33.3%,23.0%,26.6%,66.7%,13.6%,.267,.244,24.90,.011
20,696062,W. Dotel,Wilber Dotel,Dotel,Wilber,P,Pittsburgh Pirates,PIT,134,Pittsburgh,mlb,PIT,Altoona Curve,ALT,452,Altoona,AAX,PIT,R,R,22.8,23,27,27,125.2,2104,535,15.7%,95.7,97.5,17.8,6.43,24.5%,8.0%,64.9%,53.8%,13.5%,61.9%,56.2%,19.45%,50.00%,27.8%,26.5%,20.3%,27.2%,73.5%,18.7%,.304,.310,11.65,.006
20,691414,Y. Gómez,Yorman Gómez,Gómez,Yorman,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,R,R,22.6,23,27,15,121.2,2031,504,44.9%,94.4,95.5,19.2,6.39,27.6%,9.5%,64.9%,52.5%,12.7%,65.1%,63.7%,22.96%,51.97%,28.9%,29.4%,22.1%,30.5%,70.6%,15.7%,.256,.265,34.17,.017
20,703420,J. Marcheco,Jorge Marcheco,Marcheco,Jorge,P,Lansing Lugnuts,LAN,499,Lansing,afa,ATH,Tri-City Dust Devils,TRI,460,Tri-City,AFA,LAA,R,R,22.9,23,27,12,84.2,1372,349,28.5%,87.9,88.8,18.4,6.09,24.1%,6.6%,65.0%,50.1%,12.5%,66.8%,61.4%,18.49%,45.10%,30.6%,25.9%,21.2%,29.6%,74.1%,20.1%,.288,.314,9.20,.007
20,804948,G. Stanifer,Gage Stanifer,Stanifer,Gage,P,New Hampshire Fisher Cats,NH,463,New Hampshire,aax,TOR,New Hampshire Fisher Cats,NH,463,New Hampshire,AAX,TOR,R,R,21.6,22,27,16,110.0,1838,453,53.5%,94.6,95.9,20.6,5.76,35.5%,12.8%,62.1%,49.0%,16.3%,62.0%,58.9%,28.40%,65.98%,32.9%,37.0%,28.4%,27.8%,63.0%,15.0%,.246,.254,29.93,.016
20,820825,K. Eaton,Konner Eaton,Eaton,Konner,P,Hartford Yard Goats,HFD,538,Hartford,aax,COL,Hartford Yard Goats,HFD,538,Hartford,AAX,COL,R,L,22.6,23,27,27,140.0,2222,592,13.7%,94.1,94.5,15.2,6.40,25.2%,8.8%,63.9%,53.2%,13.3%,59.3%,63.7%,22.40%,52.10%,31.8%,29.8%,20.6%,26.0%,70.2%,14.4%,.279,.307,24.62,.011
28,691725,A. Painter,Andrew Painter,Painter,Andrew,P,Philadelphia Phillies,PHI,143,Philadelphia,mlb,PHI,Lehigh Valley IronPigs,LHV,1410,Lehigh Valley,AAA,PHI,R,R,22.2,23,26,26,118.0,2013,520,44.3%,96.7,97.5,18.0,6.30,23.7%,9.0%,64.2%,47.5%,17.2%,61.5%,60.1%,21.36%,47.98%,27.9%,27.7%,18.0%,31.3%,72.3%,18.7%,.314,.354,5.60,.003
28,695534,C. Petty,Chase Petty,Petty,Chase,P,Cincinnati Reds,CIN,113,Cincinnati,mlb,CIN,Louisville Bats,LOU,416,Louisville,AAA,CIN,R,R,22.2,23,26,26,112.2,1935,520,19.6%,95.8,96.2,13.6,6.19,19.6%,11.2%,60.9%,46.4%,17.7%,56.0%,59.2%,24.03%,50.92%,25.8%,24.9%,18.3%,27.1%,75.1%,20.7%,.339,.355,-6.34,-.003
28,702275,J. Ritchie,JR Ritchie,Ritchie,JR,P,Gwinnett Stripers,GWN,431,Gwinnett,aaa,ATL,Gwinnett Stripers,GWN,431,Gwinnett,AAA,ATL,R,R,22.0,22,26,26,140.0,2203,564,21.2%,93.6,94.6,14.9,6.44,24.8%,9.6%,63.7%,46.8%,17.5%,64.7%,65.0%,21.41%,48.91%,28.0%,25.1%,16.5%,32.0%,74.9%,12.3%,.269,.252,24.61,.011
28,695247,J. Haynes,Jagger Haynes,Haynes,Jagger,P,San Antonio Missions,SA,510,San Antonio,aax,SD,San Antonio Missions,SA,510,San Antonio,AAX,SD,L,L,22.8,23,26,25,103.0,1703,443,29.2%,92.3,93.5,17.1,6.10,22.8%,14.0%,59.9%,48.7%,18.1%,57.3%,58.7%,22.57%,50.98%,28.2%,28.8%,19.5%,23.6%,71.2%,18.9%,.329,.329,1.60,.001
28,800125,F. Perez,Fernando Perez,Perez,Fernando,P,New Hampshire Fisher Cats,NH,463,New Hampshire,aax,TOR,New Hampshire Fisher Cats,NH,463,New Hampshire,AAX,TOR,R,R,21.4,22,26,26,121.1,1846,503,41.2%,92.3,93.4,18.2,5.90,20.9%,5.6%,70.5%,57.3%,8.9%,67.4%,66.7%,16.39%,41.85%,27.5%,23.5%,19.3%,35.3%,76.5%,14.8%,.268,.271,32.13,.017
28,701328,J. Ferris,Jackson Ferris,Ferris,Jackson,P,Oklahoma City Comets,OKC,238,Okla. City,aaa,LAD,Tulsa Drillers,TUL,260,Tulsa,AAX,LAD,L,L,21.5,22,26,24,126.0,2206,557,40.6%,93.6,94.6,14.5,6.65,24.2%,11.8%,62.0%,52.8%,15.1%,58.2%,58.0%,20.12%,52.56%,29.1%,27.1%,18.2%,23.8%,72.9%,14.0%,.296,.316,18.02,.008
28,808054,Y. Chalas,Yordin Chalas,Chalas,Yordin,P,,,,,,,Amarillo Sod Poodles,AMA,5368,Amarillo,AAX,AZ,R,R,21.4,22,26,17,71.1,1276,330,38.5%,95.6,96.7,16.1,6.55,20.6%,11.5%,62.3%,53.5%,13.2%,55.2%,59.2%,16.67%,48.74%,27.0%,24.3%,17.3%,23.3%,75.7%,16.8%,.304,.339,9.59,.008
28,808825,A. Sears,Andrew Sears,Sears,Andrew,P,,,,,,,Erie SeaWolves,ERI,106,Erie,AAX,DET,L,L,22.8,23,26,22,111.0,1771,467,14.3%,93.7,95.0,16.9,6.82,26.3%,7.7%,65.7%,52.7%,17.2%,62.5%,59.7%,27.57%,53.57%,29.8%,29.4%,21.1%,30.2%,70.6%,17.4%,.270,.286,23.06,.013
28,827734,W. Lin,Wei-En Lin,Lin,Wei-En,P,Midland RockHounds,MID,237,Midland,aax,ATH,Midland RockHounds,MID,237,Midland,AAX,ATH,L,L,19.7,20,26,13,87.0,1350,350,33.0%,91.4,92.7,20.0,6.47,33.4%,6.3%,68.4%,54.5%,14.9%,66.3%,66.9%,26.27%,59.88%,32.1%,33.2%,28.7%,34.4%,66.8%,16.7%,.245,.280,23.62,.017
28,695611,G. Jump,Gage Jump,Jump,Gage,P,Las Vegas Aviators,LV,400,Las Vegas,aaa,ATH,Midland RockHounds,MID,237,Midland,AAX,ATH,L,L,22.2,23,26,24,112.2,1823,461,43.5%,94.6,95.6,19.2,6.10,28.4%,7.4%,64.9%,55.1%,12.2%,63.3%,63.1%,22.92%,56.76%,31.1%,29.6%,21.7%,26.4%,70.4%,14.4%,.261,.266,24.31,.013
28,701388,J. Cijntje,Jurrangelo Cijntje,Cijntje,Jurrangelo,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Arkansas Travelers,ARK,574,Arkansas,AAX,SEA,S,S,22.1,22,26,23,108.1,1744,459,53.8%,96.2,97.6,19.9,6.15,26.1%,11.1%,63.0%,51.7%,15.4%,61.7%,62.7%,24.68%,55.56%,28.7%,27.3%,22.2%,26.0%,72.7%,16.0%,.277,.305,19.19,.011
28,702373,F. Arronde,Felix Arronde,Arronde,Felix,P,Northwest Arkansas Naturals,NWA,1350,NW Arkansas,aax,KC,Quad Cities River Bandits,QC,565,Quad Cities,AFA,KC,R,R,22.2,22,26,24,128.2,1915,517,32.2%,94.2,95.3,18.1,6.44,19.5%,8.1%,63.2%,51.9%,15.9%,63.1%,60.8%,17.67%,46.28%,27.4%,26.4%,18.8%,26.3%,73.6%,12.9%,.307,.275,9.97,.005
28,692404,D. Saladin,Darlin Saladin,Saladin,Darlin,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Peoria Chiefs,PEO,443,Peoria,AFA,STL,R,R,22.5,23,26,13,94.2,1595,409,38.6%,92.7,93.6,17.3,5.55,19.8%,11.5%,61.8%,49.1%,15.0%,58.2%,58.9%,22.07%,40.79%,28.5%,26.8%,15.0%,27.3%,73.2%,21.4%,.318,.322,7.68,.005
28,802087,F. Arias,Frankeli Arias,Arias,Frankeli,P,Winston-Salem Dash,WS,580,Winston-Salem,afa,CWS,Winston-Salem Dash,WS,580,Winston-Salem,AFA,CWS,L,L,22.2,23,26,17,88.2,1390,370,39.5%,91.2,91.8,20.3,6.06,18.6%,10.8%,62.2%,49.7%,15.6%,59.2%,58.3%,22.54%,42.52%,28.5%,27.6%,18.5%,24.7%,72.4%,13.8%,.284,.286,15.52,.011
28,703469,J. Humphries,Jackson Humphries,Humphries,Jackson,P,Lake County Captains,LC,437,Lake County,afa,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,R,L,20.9,21,26,26,96.2,1907,451,45.0%,90.7,91.8,21.3,6.08,22.6%,20.2%,54.3%,45.7%,19.7%,49.9%,50.0%,20.85%,54.66%,28.8%,32.1%,24.4%,19.1%,67.9%,16.1%,.329,.339,3.08,.002
28,814279,Y. Vargas,Yeferson Vargas,Vargas,Yeferson,P,Tri-City Dust Devils,TRI,460,Tri-City,afa,LAA,Tri-City Dust Devils,TRI,460,Tri-City,AFA,LAA,R,R,20.9,21,26,26,110.1,1940,499,21.0%,94.8,95.7,16.6,5.89,20.0%,12.2%,62.0%,46.5%,17.8%,60.5%,60.4%,18.03%,45.96%,26.8%,27.4%,17.6%,29.6%,72.6%,14.8%,.331,.341,4.45,.002
28,806064,S. Echavarria,Steven Echavarria,Echavarria,Steven,P,Lansing Lugnuts,LAN,499,Lansing,afa,ATH,Lansing Lugnuts,LAN,499,Lansing,AFA,ATH,R,R,19.9,20,26,25,104.0,1721,451,60.3%,94.9,96.7,20.6,5.84,19.5%,9.3%,61.8%,51.9%,14.0%,56.5%,55.9%,17.74%,44.67%,24.1%,23.2%,16.8%,27.7%,76.8%,16.1%,.301,.329,10.92,.006
28,700933,C. Cortez,Chris Cortez,Cortez,Chris,P,Tri-City Dust Devils,TRI,460,Tri-City,afa,LAA,Tri-City Dust Devils,TRI,460,Tri-City,AFA,LAA,R,R,22.7,23,26,26,113.2,2023,513,3.1%,97.5,98.6,11.7,5.56,22.2%,16.4%,57.3%,43.4%,17.6%,55.9%,50.8%,22.56%,57.14%,27.0%,28.0%,14.7%,27.5%,72.0%,11.3%,.285,.308,19.79,.010
28,701795,D. Beam,Drew Beam,Beam,Drew,P,Northwest Arkansas Naturals,NWA,1350,NW Arkansas,aax,KC,Quad Cities River Bandits,QC,565,Quad Cities,AFA,KC,R,R,22.4,23,26,26,131.2,2012,536,25.5%,94.5,96.0,18.0,6.85,20.5%,5.6%,66.0%,55.2%,12.4%,61.0%,63.0%,22.37%,43.52%,26.9%,21.3%,16.4%,27.7%,78.7%,12.1%,.268,.301,25.52,.013
28,695741,J. Wentworth,Jackson Wentworth,Wentworth,Jackson,P,New Hampshire Fisher Cats,NH,463,New Hampshire,aax,TOR,Vancouver Canadians,VAN,435,Vancouver,AFA,TOR,R,R,22.9,23,26,26,124.0,1990,534,33.6%,91.9,92.7,20.3,6.20,21.7%,8.8%,63.9%,50.1%,14.7%,62.2%,57.5%,20.35%,50.26%,26.5%,28.6%,22.5%,29.5%,71.4%,19.0%,.303,.312,13.48,.007
28,800321,R. Rodriguez,Raimy Rodriguez,Rodriguez,Raimy,P,Asheville Tourists,ASH,573,Asheville,afa,HOU,Fayetteville Woodpeckers,FAY,3712,Fayetteville,AFX,HOU,R,R,20.0,20,26,20,92.2,1589,415,5.4%,93.6,94.9,14.3,5.80,22.7%,17.6%,55.4%,44.6%,22.0%,55.7%,55.3%,27.14%,56.91%,26.4%,27.7%,19.8%,21.3%,72.3%,13.6%,.305,.305,5.61,.004
28,814136,C. Tejada,Clevari Tejada,Tejada,Clevari,P,Bradenton Marauders,BRD,3390,Bradenton,afx,PIT,Bradenton Marauders,BRD,3390,Bradenton,AFX,PIT,R,R,20.8,21,26,23,92.0,1474,394,1.8%,92.8,94.7,17.2,6.50,18.8%,10.2%,59.4%,45.7%,24.2%,58.9%,54.4%,21.31%,45.99%,24.4%,23.0%,12.6%,25.3%,77.0%,17.2%,.290,.311,6.54,.004
28,800616,C. Schoenwetter,Cole Schoenwetter,Schoenwetter,Cole,P,Dayton Dragons,DAY,459,Dayton,afa,CIN,Daytona Tortugas,DBT,450,Daytona,AFX,CIN,R,R,20.7,21,26,18,78.1,1404,358,42.1%,92.4,93.3,19.3,6.23,20.9%,16.8%,57.9%,46.2%,19.6%,55.3%,55.5%,19.27%,53.72%,24.9%,26.4%,18.6%,23.1%,73.6%,13.3%,.299,.330,11.04,.008
28,701370,J. Ortiz,JeanPierre Ortiz,Ortiz,JeanPierre,P,Dayton Dragons,DAY,459,Dayton,afa,CIN,Daytona Tortugas,DBT,450,Daytona,AFX,CIN,R,R,21.4,22,26,10,91.1,1446,382,53.9%,93.6,94.7,19.6,6.32,21.7%,8.6%,63.8%,54.1%,13.4%,62.3%,57.9%,19.50%,44.22%,29.3%,23.5%,17.3%,26.2%,76.5%,17.4%,.294,.296,11.25,.008
52,692294,L. Gutierrez,Luis Gutierrez,Gutierrez,Luis,P,San Antonio Missions,SA,510,San Antonio,aax,SD,El Paso Chihuahuas,ELP,4904,El Paso,AAA,SD,L,L,21.9,22,25,21,125.0,1960,527,9.6%,93.1,93.6,16.1,5.62,21.8%,8.3%,63.7%,49.6%,16.9%,60.2%,61.6%,22.06%,49.22%,26.7%,24.3%,17.6%,29.9%,75.7%,14.7%,.287,.287,15.80,.008
52,699071,C. Romero,Christian Romero,Romero,Christian,P,Oklahoma City Comets,OKC,238,Okla. City,aaa,LAD,Oklahoma City Comets,OKC,238,Okla. City,AAA,LAD,R,R,22.6,23,25,15,103.0,1717,443,12.7%,92.1,93.9,14.0,6.35,18.7%,8.1%,63.0%,52.0%,15.0%,61.4%,61.4%,14.12%,40.85%,26.7%,22.5%,17.8%,25.0%,77.5%,16.5%,.304,.310,9.27,.005
52,702281,R. Snelling,Robby Snelling,Snelling,Robby,P,Jacksonville Jumbo Shrimp,JAX,564,Jacksonville,aaa,MIA,Jacksonville Jumbo Shrimp,JAX,564,Jacksonville,AAA,MIA,R,L,21.5,22,25,25,136.0,2148,547,38.5%,94.5,95.2,18.1,6.11,30.3%,7.1%,66.5%,52.9%,13.0%,65.3%,64.5%,25.60%,53.39%,32.8%,30.5%,23.2%,29.0%,69.5%,15.9%,.245,.272,33.67,.016
52,702056,T. Yesavage,Trey Yesavage,Yesavage,Trey,P,Buffalo Bisons,BUF,422,Buffalo,aaa,TOR,Buffalo Bisons,BUF,422,Buffalo,AAA,TOR,R,R,21.9,22,25,22,98.0,1632,389,50.8%,94.2,95.0,22.7,5.90,41.1%,10.5%,64.8%,49.7%,17.0%,66.6%,61.5%,30.29%,66.51%,37.1%,42.6%,33.5%,32.1%,57.4%,14.9%,.211,.240,36.28,.022
52,696524,E. Yates,Evan Yates,Yates,Evan,P,Chesapeake Baysox,CHE,418,Chesapeake,aax,BAL,Norfolk Tides,NOR,568,Norfolk,AAA,BAL,R,R,22.8,23,25,13,92.2,1591,404,37.1%,91.2,92.0,19.1,6.53,26.5%,10.1%,62.3%,52.8%,15.2%,62.9%,62.9%,23.46%,53.16%,30.4%,30.7%,24.3%,24.3%,69.3%,15.6%,.263,.287,22.20,.014
52,692262,R. Gutierrez,Roque Gutierrez,Gutierrez,Roque,P,Tulsa Drillers,TUL,260,Tulsa,aax,LAD,Tulsa Drillers,TUL,260,Tulsa,AAX,LAD,R,R,22.8,23,25,12,94.0,1519,408,38.4%,93.5,94.5,19.8,5.46,25.2%,10.3%,63.1%,52.6%,15.1%,60.8%,62.4%,22.97%,54.36%,28.8%,31.4%,23.3%,27.2%,68.6%,14.3%,.303,.334,10.61,.007
52,699008,A. Kelly,Antwone Kelly,Kelly,Antwone,P,Indianapolis Indians,IND,484,Indianapolis,aaa,PIT,Altoona Curve,ALT,452,Altoona,AAX,PIT,R,R,21.8,22,25,25,107.1,1659,426,48.2%,97.1,98.5,17.8,6.24,27.2%,7.7%,65.5%,53.4%,12.6%,64.6%,61.5%,21.81%,54.49%,27.8%,27.2%,23.2%,27.9%,72.8%,17.4%,.266,.258,19.88,.012
52,700344,A. Ercolani,Alessandro Ercolani,Ercolani,Alessandro,P,,,,,,,Altoona Curve,ALT,452,Altoona,AAX,PIT,R,R,21.2,22,25,21,100.1,1584,434,54.4%,92.1,93.6,18.7,7.18,15.7%,9.0%,62.9%,55.2%,12.1%,60.4%,55.3%,16.58%,36.49%,26.3%,21.1%,17.0%,21.6%,78.9%,16.5%,.326,.311,2.35,.001
52,806522,I. Cota,Irving Cota,Cota,Irving,P,Brooklyn Cyclones,BRK,453,Brooklyn,afa,NYM,Brooklyn Cyclones,BRK,453,Brooklyn,AFA,NYM,R,R,21.4,22,25,12,98.2,1405,406,1.0%,93.1,93.0,10.5,5.78,20.9%,5.7%,66.8%,54.5%,15.7%,59.9%,64.0%,23.49%,48.98%,30.1%,25.6%,16.4%,32.2%,74.4%,14.3%,.282,.296,14.11,.010
52,703445,A. Serwinowski,Adam Serwinowski,Serwinowski,Adam,P,Tulsa Drillers,TUL,260,Tulsa,aax,LAD,Tulsa Drillers,TUL,260,Tulsa,AAX,LAD,L,L,21.1,21,25,24,111.2,1867,491,53.8%,93.9,95.2,18.1,6.71,28.5%,11.2%,62.8%,53.2%,15.3%,59.1%,58.2%,26.19%,60.64%,31.3%,31.4%,22.9%,26.1%,68.6%,15.2%,.281,.312,21.86,.012
