Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,seasonYear,gameId,date,teamWithLevel,teamId,teamLevel,home,win,final,location,team,abbrevName,opponentId,opponentToken,opponent,result,org,oppOrg,SeasonAgeAvg,CurrentAge,G,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P,scatterName,scatterExtra,gameDay
11,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,751330,2024-07-20 19:05:00,AKR - AAX,402,AAX,true,true,true,Akron,AKR,AKR,3410,RIC,RIC,W 5-0,CLE,SF,23.7,25,1,5.0,77,18,46.8%,91.6,92.6,15.5,6.30,38.9%,5.6%,59.7%,50.6%,19.5%,66.7%,57.9%,50.00%,55.56%,29.9%,36.1%,23.1%,26.3%,63.9%,10.0%,.149,.206,2.09,.027,Flying Squirrels,AKR vs. RIC (2024-07-20)<br>W 5-0,7/20/24
12,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,750699,2024-07-11 19:00:00,AKR - AAX,402,AAX,false,true,true,Akron,AKR,AKR,522,REA,REA,W 7-2,CLE,PHI,23.7,25,1,6.0,84,27,29.8%,91.0,92.2,18.3,6.39,25.9%,7.4%,64.3%,50.0%,17.9%,59.3%,51.9%,100.00%,87.50%,38.1%,38.9%,29.2%,28.6%,61.1%,12.5%,.306,.374,0.33,.004,Fightin Phils,AKR vs. REA (2024-07-11)<br>W 7-2,7/11/24
13,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,751056,2024-07-04 18:35:00,AKR - AAX,402,AAX,false,false,true,Akron,AKR,AKR,106,ERI,ERI,L 1-6,CLE,DET,23.7,25,1,2.2,75,16,53.3%,91.9,93.1,17.8,6.46,37.5%,12.5%,60.0%,52.0%,18.7%,56.3%,50.0%,38.46%,45.45%,32.0%,36.4%,30.8%,19.4%,63.6%,37.5%,.346,.536,-0.18,-.002,SeaWolves,AKR vs. ERI (2024-07-04)<br>L 1-6,7/4/24
14,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,751266,2024-06-29 18:00:00,AKR - AAX,402,AAX,false,true,true,Akron,AKR,AKR,452,ALT,ALT,W 3-0,CLE,PIT,23.7,25,1,4.2,86,17,40.7%,91.1,92.1,18.1,6.23,58.8%,17.6%,58.1%,44.2%,11.6%,58.8%,58.8%,46.67%,80.00%,37.2%,52.6%,39.1%,31.3%,47.4%,0.0%,.194,.164,2.08,.024,Curve,AKR vs. ALT (2024-06-29)<br>W 3-0,6/29/24
15,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,751337,2024-06-23 13:05:00,AKR - AAX,402,AAX,true,true,true,Akron,AKR,AKR,505,BNG,BNG,W 1-0 (5),CLE,NYM,23.7,25,1,5.0,83,20,30.1%,91.1,92.0,18.0,6.36,20.0%,5.0%,66.3%,45.8%,13.3%,45.0%,55.0%,33.33%,37.50%,28.9%,32.6%,35.7%,40.0%,67.4%,20.0%,.314,.267,0.84,.010,Rumble Ponies,AKR vs. BNG (2024-06-23)<br>W 1-0,6/23/24
16,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,755764,2024-06-18 19:05:00,LC - AFA,437,AFA,false,true,true,Lake County,LC,LC,550,SB,SB,W 8-4,CLE,CHC,23.7,25,1,6.0,88,28,49.4%,91.1,92.0,18.5,6.42,17.9%,3.6%,68.2%,55.2%,13.8%,50.0%,60.7%,12.50%,42.86%,25.0%,22.4%,14.3%,33.3%,77.6%,10.0%,.368,.439,-0.89,-.010,Cubs,LC vs. SB (2024-06-18)<br>W 8-4,6/18/24
17,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756028,2024-06-12 12:05:00,LC - AFA,437,AFA,true,false,true,Lake County,LC,LC,584,FW,FW,L 1-3,CLE,SD,23.7,25,1,4.2,95,20,61.1%,92.2,93.4,17.9,6.50,30.0%,20.0%,58.9%,45.3%,17.9%,60.0%,61.9%,21.43%,55.56%,29.5%,33.3%,30.0%,23.1%,66.7%,10.0%,.296,.307,0.74,.008,TinCaps,LC vs. FW (2024-06-12)<br>L 1-3,6/12/24
18,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756360,2024-06-06 13:05:00 (1),LC - AFA,437,AFA,false,true,true,Lake County,LC,LC,554,BEL,BEL,W 4-0 (7),CLE,MIA,23.7,25,1,5.2,94,22,36.2%,92.7,93.5,18.6,6.33,50.0%,0.0%,64.9%,46.8%,14.9%,72.7%,54.5%,33.33%,83.33%,40.4%,50.0%,37.9%,34.0%,50.0%,10.0%,.166,.193,2.12,.023,Sky Carp,LC vs. BEL (2024-06-06)<br>W 4-0,6/6/24
19,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756295,2024-05-30 19:35:00,LC - AFA,437,AFA,false,false,true,Lake County,LC,LC,492,CR,CR,L 2-4,CLE,MIN,23.7,25,1,6.0,94,22,37.2%,93.2,94.0,17.5,6.11,27.3%,9.1%,64.9%,48.9%,18.1%,63.6%,65.2%,25.00%,46.15%,26.6%,23.4%,11.8%,27.1%,76.6%,10.0%,.179,.209,2.59,.028,Kernels,LC vs. CR (2024-05-30)<br>L 2-4,5/30/24
20,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756035,2024-05-24 18:35:00,LC - AFA,437,AFA,true,true,true,Lake County,LC,LC,582,WM,WM,W 5-1,CLE,DET,23.7,25,1,6.0,82,19,34.0%,92.4,93.1,18.3,6.41,52.6%,5.3%,65.9%,39.6%,24.5%,73.7%,75.0%,53.85%,69.23%,45.1%,54.1%,41.7%,50.0%,45.9%,16.7%,.187,.129,1.87,.023,Whitecaps,LC vs. WM (2024-05-24)<br>W 5-1,5/24/24
21,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,755973,2024-05-18 19:05:00,LC - AFA,437,AFA,false,false,true,Lake County,LC,LC,499,LAN,LAN,L 11-15,CLE,ATH,23.7,25,1,2.2,76,19,44.7%,91.7,92.7,18.1,5.82,0.0%,15.8%,57.9%,42.1%,18.4%,42.1%,42.1%,0.00%,0.00%,19.7%,14.7%,12.5%,22.7%,85.3%,15.4%,.526,.735,-2.47,-.033,Lugnuts,LC vs. LAN (2024-05-18)<br>L 11-15,5/18/24
22,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756037,2024-05-12 12:05:00,LC - AFA,437,AFA,true,false,true,Lake County,LC,LC,459,DAY,DAY,L 0-3,CLE,CIN,23.7,25,1,5.2,91,24,26.4%,90.8,91.9,18.0,6.38,20.8%,12.5%,56.0%,39.6%,13.2%,54.2%,47.8%,20.00%,50.00%,29.7%,31.4%,15.0%,27.3%,68.6%,13.3%,.292,.271,0.54,.006,Dragons,LC vs. DAY (2024-05-12)<br>L 0-3,5/12/24
23,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756042,2024-05-07 18:05:00,LC - AFA,437,AFA,true,true,true,Lake County,LC,LC,459,DAY,DAY,W 9-5,CLE,CIN,23.7,25,1,5.0,88,22,45.5%,92.9,94.2,17.0,6.30,18.2%,18.2%,58.0%,39.8%,13.6%,63.6%,54.5%,16.67%,44.44%,28.4%,27.8%,18.2%,26.4%,72.2%,7.1%,.402,.339,-0.78,-.009,Dragons,LC vs. DAY (2024-05-07)<br>W 9-5,5/7/24
24,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756049,2024-05-01 12:05:00,LC - AFA,437,AFA,true,true,true,Lake County,LC,LC,584,FW,FW,W 7-6,CLE,SD,23.7,25,1,6.0,87,26,39.1%,92.6,94.1,18.0,6.41,23.1%,0.0%,69.0%,51.7%,9.2%,57.7%,61.5%,40.00%,54.55%,29.9%,27.7%,17.1%,28.6%,72.3%,0.0%,.192,.345,2.24,.026,TinCaps,LC vs. FW (2024-05-01)<br>W 7-6,5/1/24
25,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,755719,2024-04-25 18:35:00,LC - AFA,437,AFA,false,true,true,Lake County,LC,LC,582,WM,WM,W 4-1,CLE,DET,23.7,25,1,6.0,74,23,51.4%,91.7,93.4,18.4,6.29,21.7%,4.3%,63.5%,51.4%,13.5%,47.8%,60.9%,50.00%,80.00%,29.7%,32.4%,25.9%,27.8%,67.6%,41.2%,.252,.269,1.22,.016,Whitecaps,LC vs. WM (2024-04-25)<br>W 4-1,4/25/24
26,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756052,2024-04-19 18:35:00,LC - AFA,437,AFA,true,false,true,Lake County,LC,LC,499,LAN,LAN,L 2-5,CLE,ATH,23.7,25,1,4.2,92,20,41.3%,92.2,93.1,17.3,6.50,35.0%,5.0%,66.3%,53.3%,12.0%,65.0%,55.0%,22.73%,50.00%,32.6%,27.9%,29.4%,20.9%,72.1%,8.3%,.260,.323,0.72,.008,Lugnuts,LC vs. LAN (2024-04-19)<br>L 2-5,4/19/24
27,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756186,2024-04-13 13:05:00 (1),LC - AFA,437,AFA,false,false,true,Lake County,LC,LC,584,FW,FW,L 3-4 (7),CLE,SD,23.7,25,1,4.2,82,20,30.5%,93.6,94.3,19.4,6.44,35.0%,10.0%,70.7%,51.2%,9.8%,55.0%,70.0%,16.67%,60.00%,34.1%,37.5%,16.7%,45.0%,62.5%,27.3%,.282,.283,1.76,.022,TinCaps,LC vs. FW (2024-04-13)<br>L 3-4,4/13/24
28,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756058,2024-04-06 12:05:00 (1),LC - AFA,437,AFA,true,false,true,Lake County,LC,LC,582,WM,WM,L 0-2 (7),CLE,DET,23.7,25,1,5.0,76,19,35.5%,93.0,93.6,18.3,6.28,42.1%,5.3%,65.8%,48.7%,11.8%,78.9%,63.2%,26.67%,58.33%,42.1%,47.1%,27.3%,30.8%,52.9%,0.0%,.241,.222,0.70,.009,Whitecaps,LC vs. WM (2024-04-06)<br>L 0-2,4/6/24
