Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,seasonYear,gameId,date,teamWithLevel,teamId,teamLevel,home,win,final,location,team,abbrevName,opponentId,opponentToken,opponent,result,org,oppOrg,SeasonAgeAvg,SeasonLevel,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P,scatterName,scatterExtra,gameDay
36,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Arkansas Travelers,ARK,574,Arkansas,AAX,SEA,2024,749874,2024-07-21 14:35:00,ARK - AAX,574,AAX,true,true,true,Arkansas,ARK,ARK,510,SA,SA,W 4-3,SEA,SD,21.9,AA,23,1,1,5.0,72,22,38.9%,90.8,91.2,18.6,6.51,13.6%,9.1%,63.9%,50.0%,19.4%,63.6%,63.6%,22.22%,33.33%,27.8%,23.5%,25.0%,27.8%,76.5%,17.6%,.405,.386,-1.26,-.018,Missions,ARK vs. SA (2024-07-21)<br>W 4-3,7/21/24
37,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Arkansas Travelers,ARK,574,Arkansas,AAX,SEA,2024,749673,2024-07-12 20:00:00,ARK - AAX,574,AAX,false,true,true,Arkansas,ARK,ARK,237,MID,MID,W 4-3,SEA,ATH,21.9,AA,23,1,1,5.0,74,20,60.8%,92.3,92.8,16.0,6.17,40.0%,5.0%,70.3%,50.0%,16.2%,80.0%,85.0%,23.08%,72.73%,39.2%,34.3%,20.8%,29.7%,65.7%,27.3%,.264,.229,0.24,.003,RockHounds,ARK vs. MID (2024-07-12)<br>W 4-3,7/12/24
38,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Arkansas Travelers,ARK,574,Arkansas,AAX,SEA,2024,749743,2024-07-05 20:05:00,ARK - AAX,574,AAX,false,false,true,Arkansas,ARK,ARK,540,FRI,FRI,L 2-8,SEA,TEX,21.9,AA,23,1,1,5.2,80,28,36.3%,91.4,92.2,19.6,5.78,14.3%,10.7%,63.7%,52.5%,10.0%,67.9%,64.3%,14.29%,50.00%,25.0%,16.2%,10.7%,23.7%,83.8%,45.0%,.428,.419,-2.87,-.036,RoughRiders,ARK vs. FRI (2024-07-05)<br>L 2-8,7/5/24
39,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Everett AquaSox,EVE,403,Everett,AFA,SEA,2024,755491,2024-06-29 22:05:00,EVE - AFA,403,AFA,true,true,true,Everett,EVE,EVE,486,SPO,SPO,W 12-2,SEA,COL,21.9,A+,23,1,1,5.0,89,23,32.6%,92.9,93.4,19.7,5.90,13.0%,13.0%,62.9%,53.9%,11.2%,47.8%,56.5%,25.00%,11.11%,24.7%,17.1%,17.6%,17.1%,82.9%,6.3%,.212,.298,2.35,.026,Indians,EVE vs. SPO (2024-06-29)<br>W 12-2,6/29/24
40,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Everett AquaSox,EVE,403,Everett,AFA,SEA,2024,755498,2024-06-23 19:05:00,EVE - AFA,403,AFA,true,true,true,Everett,EVE,EVE,419,HIL,HIL,W 8-7 (10),SEA,AZ,21.9,A+,23,1,1,6.0,81,22,27.2%,91.4,92.8,19.6,5.95,22.7%,0.0%,72.8%,45.7%,16.0%,77.3%,77.3%,27.78%,30.00%,29.6%,31.4%,17.2%,50.0%,68.6%,6.7%,.193,.160,2.59,.032,Hops,EVE vs. HIL (2024-06-23)<br>W 8-7,6/23/24
41,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Everett AquaSox,EVE,403,Everett,AFA,SEA,2024,755501,2024-06-18 22:05:00,EVE - AFA,403,AFA,true,true,true,Everett,EVE,EVE,419,HIL,HIL,W 6-0,SEA,AZ,21.9,A+,23,1,1,7.0,75,26,18.7%,92.6,92.6,20.0,5.92,15.4%,0.0%,74.7%,56.0%,9.3%,57.7%,69.2%,33.33%,16.67%,22.7%,18.8%,9.4%,48.5%,81.3%,10.0%,.329,.237,0.16,.002,Hops,EVE vs. HIL (2024-06-18)<br>W 6-0,6/18/24
42,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Everett AquaSox,EVE,403,Everett,AFA,SEA,2024,755568,2024-06-12 21:35:00,EVE - AFA,403,AFA,false,true,true,Everett,EVE,EVE,461,EUG,EUG,W 5-1,SEA,SF,21.9,A+,23,1,1,6.0,96,25,29.2%,92.0,92.3,18.1,6.62,28.0%,4.0%,63.5%,51.0%,12.5%,76.0%,60.0%,18.75%,60.00%,31.3%,31.1%,20.0%,31.9%,68.9%,5.9%,.218,.333,2.09,.022,Emeralds,EVE vs. EUG (2024-06-12)<br>W 5-1,6/12/24
43,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Everett AquaSox,EVE,403,Everett,AFA,SEA,2024,755507,2024-06-06 22:05:00,EVE - AFA,403,AFA,true,true,true,Everett,EVE,EVE,435,VAN,VAN,W 5-1,SEA,TOR,21.9,A+,23,1,1,6.0,78,23,37.2%,92.6,93.0,21.5,5.87,43.5%,4.3%,70.5%,53.8%,16.7%,82.6%,78.3%,25.00%,81.82%,41.0%,39.5%,20.0%,36.1%,60.5%,25.0%,.231,.234,0.95,.012,Canadians,EVE vs. VAN (2024-06-06)<br>W 5-1,6/6/24
44,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Everett AquaSox,EVE,403,Everett,AFA,SEA,2024,755373,2024-05-31 21:35:00,EVE - AFA,403,AFA,false,true,true,Everett,EVE,EVE,486,SPO,SPO,W 4-3,SEA,COL,21.9,A+,23,1,1,6.0,74,22,32.9%,91.7,92.6,18.9,5.99,18.2%,0.0%,64.9%,51.4%,18.6%,50.0%,54.5%,33.33%,37.50%,31.1%,24.2%,26.1%,26.5%,75.8%,7.1%,.212,.265,1.51,.020,Indians,EVE vs. SPO (2024-05-31)<br>W 4-3,5/31/24
45,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Everett AquaSox,EVE,403,Everett,AFA,SEA,2024,755511,2024-05-25 22:05:00,EVE - AFA,403,AFA,true,true,true,Everett,EVE,EVE,460,TRI,TRI,W 7-1,SEA,LAA,21.9,A+,23,1,1,6.0,96,23,41.7%,92.4,93.0,22.3,5.94,26.1%,13.0%,57.3%,49.0%,15.6%,60.9%,65.2%,23.53%,42.86%,30.2%,29.7%,29.6%,20.4%,70.3%,8.3%,.177,.183,2.56,.027,Dust Devils,EVE vs. TRI (2024-05-25)<br>W 7-1,5/25/24
46,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Everett AquaSox,EVE,403,Everett,AFA,SEA,2024,755513,2024-05-18 22:05:00,EVE - AFA,403,AFA,true,true,true,Everett,EVE,EVE,461,EUG,EUG,W 10-5,SEA,SF,21.9,A+,23,1,1,6.0,85,24,31.8%,92.3,92.3,21.5,5.99,41.7%,8.3%,68.2%,51.8%,9.4%,70.8%,75.0%,22.22%,81.82%,41.2%,45.2%,35.7%,34.1%,54.8%,20.0%,.213,.235,2.24,.026,Emeralds,EVE vs. EUG (2024-05-18)<br>W 10-5,5/18/24
47,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Everett AquaSox,EVE,403,Everett,AFA,SEA,2024,755250,2024-05-12 16:05:00,EVE - AFA,403,AFA,false,true,true,Everett,EVE,EVE,435,VAN,VAN,W 4-3,SEA,TOR,21.9,A+,23,1,1,4.0,70,19,28.6%,92.4,92.4,18.7,5.85,21.1%,15.8%,55.7%,47.1%,20.0%,47.4%,47.4%,11.11%,80.00%,34.3%,37.5%,16.7%,16.2%,62.5%,27.3%,.307,.483,0.29,.004,Canadians,EVE vs. VAN (2024-05-12)<br>W 4-3,5/12/24
48,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Everett AquaSox,EVE,403,Everett,AFA,SEA,2024,755255,2024-05-07 22:05:00,EVE - AFA,403,AFA,false,true,true,Everett,EVE,EVE,435,VAN,VAN,W 5-3,SEA,TOR,21.9,A+,23,1,1,5.0,82,22,23.2%,91.9,92.1,20.2,5.82,18.2%,9.1%,63.4%,54.9%,17.1%,72.7%,56.5%,14.29%,42.86%,28.0%,19.4%,13.8%,18.9%,80.6%,20.0%,.268,.320,1.14,.014,Canadians,EVE vs. VAN (2024-05-07)<br>W 5-3,5/7/24
49,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Everett AquaSox,EVE,403,Everett,AFA,SEA,2024,755525,2024-04-30 22:05:00,EVE - AFA,403,AFA,true,false,true,Everett,EVE,EVE,419,HIL,HIL,L 3-6,SEA,AZ,21.9,A+,23,1,1,5.0,83,23,27.7%,92.5,92.6,21.7,5.78,17.4%,8.7%,62.7%,51.8%,18.1%,47.8%,56.5%,33.33%,42.86%,26.5%,31.8%,28.1%,30.0%,68.2%,6.3%,.331,.373,0.49,.006,Hops,EVE vs. HIL (2024-04-30)<br>L 3-6,4/30/24
50,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Everett AquaSox,EVE,403,Everett,AFA,SEA,2024,755327,2024-04-24 21:30:00,EVE - AFA,403,AFA,false,false,true,Everett,EVE,EVE,460,TRI,TRI,L 4-8,SEA,LAA,21.9,A+,23,1,1,4.2,79,21,34.2%,93.2,93.8,18.1,5.86,19.0%,9.5%,62.0%,49.4%,19.0%,57.1%,71.4%,9.09%,50.00%,30.4%,19.4%,15.8%,30.0%,80.6%,0.0%,.266,.335,0.71,.009,Dust Devils,EVE vs. TRI (2024-04-24)<br>L 4-8,4/24/24
51,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Everett AquaSox,EVE,403,Everett,AFA,SEA,2024,755391,2024-04-18 21:35:00,EVE - AFA,403,AFA,false,true,true,Everett,EVE,EVE,486,SPO,SPO,W 8-1,SEA,COL,21.9,A+,23,1,1,7.0,90,26,37.8%,91.5,91.9,20.5,6.10,26.9%,15.4%,67.8%,53.3%,15.6%,73.1%,65.4%,30.00%,53.85%,35.6%,32.6%,17.9%,35.7%,67.4%,7.7%,.281,.188,1.74,.019,Indians,EVE vs. SPO (2024-04-18)<br>W 8-1,4/18/24
52,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Everett AquaSox,EVE,403,Everett,AFA,SEA,2024,755533,2024-04-12 22:05:00,EVE - AFA,403,AFA,true,false,true,Everett,EVE,EVE,461,EUG,EUG,L 5-7,SEA,SF,21.9,A+,23,1,1,5.1,77,25,31.6%,92.2,93.2,20.6,5.82,20.0%,4.0%,70.1%,59.2%,9.2%,72.0%,70.8%,27.27%,30.77%,28.6%,22.0%,14.7%,22.6%,78.0%,5.9%,.289,.339,0.59,.008,Emeralds,EVE vs. EUG (2024-04-12)<br>L 5-7,4/12/24
53,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Everett AquaSox,EVE,403,Everett,AFA,SEA,2024,755463,2024-04-06 19:05:00,EVE - AFA,403,AFA,false,false,true,Everett,EVE,EVE,419,HIL,HIL,L 7-8 (14),SEA,AZ,21.9,A+,23,1,1,5.0,64,22,44.4%,91.5,92.3,18.4,6.70,13.6%,4.5%,70.3%,52.5%,8.5%,68.2%,54.5%,40.00%,50.00%,20.3%,17.9%,7.7%,35.7%,82.1%,23.5%,.275,.289,1.21,.019,Hops,EVE vs. HIL (2024-04-06)<br>L 7-8,4/6/24
54,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724930,2023-09-06 21:50:00,MOD - AFX,515,AFX,false,true,true,Modesto,MOD,MOD,259,FRE,FRE,W 7-5,SEA,COL,20.9,A,23,1,1,3.0,42,13,35.7%,92.6,93.2,20.2,5.99,23.1%,0.0%,66.7%,50.0%,19.0%,61.5%,53.8%,25.00%,66.67%,35.7%,23.5%,9.1%,28.6%,76.5%,30.0%,.272,.479,-0.01,-.000,Grizzlies,MOD vs. FRE (2023-09-06)<br>W 7-5,9/6/23
55,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724733,2023-08-31 22:05:00,MOD - AFX,515,AFX,true,true,true,Modesto,MOD,MOD,401,IE,IE,W 5-2,SEA,LAA,20.9,A,23,1,1,2.0,39,9,46.2%,92.7,93.0,21.1,5.55,11.1%,11.1%,64.1%,53.8%,17.9%,55.6%,44.4%,0.00%,33.33%,25.6%,21.1%,20.0%,22.2%,78.9%,0.0%,.215,.274,1.13,.029,66ers,MOD vs. IE (2023-08-31)<br>W 5-2,8/31/23
56,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724609,2023-08-25 22:00:00,MOD - AFX,515,AFX,false,true,true,Modesto,MOD,MOD,476,SJ,SJ,W 5-2,SEA,SF,20.9,A,23,1,1,1.0,10,3,50.0%,93.2,93.7,20.4,6.17,33.3%,0.0%,80.0%,80.0%,10.0%,100.0%,33.3%,-,50.00%,30.0%,28.6%,16.7%,50.0%,71.4%,0.0%,.124,.000,0.53,.053,Giants,MOD vs. SJ (2023-08-25)<br>W 5-2,8/25/23
57,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724745,2023-08-03 22:05:00,MOD - AFX,515,AFX,true,true,true,Modesto,MOD,MOD,103,LE,LE,W 1-0,SEA,SD,20.9,A,23,1,1,4.0,46,13,43.5%,92.6,93.0,20.6,5.69,23.1%,0.0%,69.6%,43.5%,17.4%,76.9%,69.2%,28.57%,50.00%,32.6%,34.6%,25.0%,38.5%,65.4%,0.0%,.142,.068,1.80,.039,Storm,MOD vs. LE (2023-08-03)<br>W 1-0,8/3/23
58,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724748,2023-07-28 22:05:00,MOD - AFX,515,AFX,true,true,true,Modesto,MOD,MOD,516,VIS,VIS,W 7-3,SEA,AZ,20.9,A,23,1,1,5.0,91,22,35.2%,92.8,93.0,20.2,5.43,31.8%,13.6%,64.8%,50.5%,12.1%,86.4%,63.6%,15.79%,60.00%,36.3%,39.5%,42.9%,33.3%,60.5%,0.0%,.204,.175,2.97,.033,Rawhide,MOD vs. VIS (2023-07-28)<br>W 7-3,7/28/23
59,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724944,2023-07-22 21:50:00,MOD - AFX,515,AFX,false,false,true,Modesto,MOD,MOD,259,FRE,FRE,L 3-4,SEA,COL,20.9,A,23,1,1,5.1,86,22,36.0%,93.1,93.8,19.7,5.90,22.7%,9.1%,60.5%,45.3%,19.8%,59.1%,40.9%,18.18%,42.86%,32.6%,33.3%,25.0%,25.5%,66.7%,7.1%,.195,.233,2.06,.024,Grizzlies,MOD vs. FRE (2023-07-22)<br>L 3-4,7/22/23
60,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724689,2023-07-16 20:00:00,MOD - AFX,515,AFX,false,false,true,Modesto,MOD,MOD,526,RC,RC,L 10-11,SEA,LAD,20.9,A,23,1,1,5.2,84,24,22.6%,92.7,92.8,17.7,5.60,16.7%,12.5%,65.5%,51.2%,23.8%,75.0%,66.7%,20.00%,44.44%,34.5%,33.3%,23.1%,31.7%,66.7%,17.6%,.252,.301,1.99,.024,Quakes,MOD vs. RC (2023-07-16)<br>L 10-11,7/16/23
61,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724753,2023-07-07 22:05:00,MOD - AFX,515,AFX,true,false,true,Modesto,MOD,MOD,524,STK,STK,L 3-6,SEA,ATH,20.9,A,23,1,1,2.2,68,15,32.4%,93.8,94.1,20.3,5.80,33.3%,13.3%,60.3%,48.5%,20.6%,53.3%,66.7%,29.41%,66.67%,30.9%,25.9%,30.0%,20.0%,74.1%,12.5%,.365,.591,-0.86,-.013,Ports,MOD vs. STK (2023-07-07)<br>L 3-6,7/7/23
62,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724628,2023-07-02 20:00:00,MOD - AFX,515,AFX,false,true,true,Modesto,MOD,MOD,476,SJ,SJ,W 9-8,SEA,SF,20.9,A,23,1,1,5.1,87,25,34.5%,92.7,92.9,19.1,5.64,32.0%,12.0%,58.6%,42.5%,24.1%,68.0%,53.8%,42.86%,75.00%,34.5%,40.0%,13.6%,26.0%,60.0%,15.4%,.255,.268,0.72,.008,Giants,MOD vs. SJ (2023-07-02)<br>W 9-8,7/2/23
63,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724756,2023-06-25 21:05:00,MOD - AFX,515,AFX,true,false,true,Modesto,MOD,MOD,259,FRE,FRE,L 2-7,SEA,COL,20.9,A,23,1,1,6.0,88,26,33.0%,93.7,94.1,20.3,5.71,30.8%,11.5%,64.8%,46.6%,17.0%,57.7%,61.5%,57.14%,77.78%,33.0%,33.3%,28.0%,36.2%,66.7%,23.1%,.310,.253,0.56,.006,Grizzlies,MOD vs. FRE (2023-06-25)<br>L 2-7,6/25/23
64,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724764,2023-06-20 22:05:00,MOD - AFX,515,AFX,true,true,true,Modesto,MOD,MOD,259,FRE,FRE,W 7-2,SEA,COL,20.9,A,23,1,1,6.0,69,21,18.8%,93.3,93.4,20.7,5.77,14.3%,4.8%,66.7%,52.2%,23.2%,66.7%,63.6%,33.33%,28.57%,31.9%,27.3%,13.0%,30.3%,72.7%,6.3%,.286,.219,0.93,.014,Grizzlies,MOD vs. FRE (2023-06-20)<br>W 7-2,6/20/23
65,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724502,2023-06-14 22:00:00,MOD - AFX,515,AFX,false,false,true,Modesto,MOD,MOD,516,VIS,VIS,L 1-9,SEA,AZ,20.9,A,23,1,1,1.1,44,13,27.9%,92.1,92.3,14.7,5.43,15.4%,30.8%,50.0%,46.5%,32.6%,30.8%,50.0%,25.00%,100.00%,20.5%,13.3%,16.7%,8.7%,86.7%,40.0%,.633,.782,-2.89,-.066,Rawhide,MOD vs. VIS (2023-06-14)<br>L 1-9,6/14/23
66,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724768,2023-06-08 22:05:00,MOD - AFX,515,AFX,true,false,true,Modesto,MOD,MOD,526,RC,RC,L 3-7,SEA,LAD,20.9,A,23,1,1,6.2,104,26,23.3%,93.3,93.3,19.4,5.63,34.6%,3.8%,64.4%,45.6%,19.4%,73.1%,57.7%,38.89%,57.14%,37.5%,44.0%,25.8%,33.9%,56.0%,0.0%,.251,.197,1.11,.011,Quakes,MOD vs. RC (2023-06-08)<br>L 3-7,6/8/23
67,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724578,2023-06-02 22:05:00,MOD - AFX,515,AFX,false,true,true,Modesto,MOD,MOD,524,STK,STK,W 8-1,SEA,ATH,20.9,A,23,1,1,7.0,85,26,40.0%,93.1,93.5,18.9,5.56,19.2%,7.7%,60.0%,44.7%,18.8%,61.5%,64.0%,33.33%,80.00%,28.2%,27.0%,25.9%,21.3%,73.0%,0.0%,.236,.189,1.59,.019,Ports,MOD vs. STK (2023-06-02)<br>W 8-1,6/2/23
68,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724775,2023-05-27 21:05:00,MOD - AFX,515,AFX,true,false,true,Modesto,MOD,MOD,476,SJ,SJ,L 1-7,SEA,SF,20.9,A,23,1,1,6.0,92,28,31.5%,92.7,93.0,19.4,5.66,17.9%,0.0%,66.3%,53.3%,13.0%,53.6%,78.6%,30.77%,44.44%,27.2%,20.0%,17.1%,23.3%,80.0%,28.6%,.395,.412,-2.05,-.022,Giants,MOD vs. SJ (2023-05-27)<br>L 1-7,5/27/23
69,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724782,2023-05-21 17:05:00,MOD - AFX,515,AFX,true,false,true,Modesto,MOD,MOD,259,FRE,FRE,L 8-13,SEA,COL,20.9,A,23,1,1,4.0,79,20,30.4%,91.6,92.0,18.8,5.70,25.0%,10.0%,59.5%,39.2%,12.7%,55.0%,57.9%,21.43%,33.33%,26.6%,29.7%,17.4%,29.2%,70.3%,33.3%,.387,.407,-1.09,-.014,Grizzlies,MOD vs. FRE (2023-05-21)<br>L 8-13,5/21/23
70,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724780,2023-05-16 22:05:00,MOD - AFX,515,AFX,true,false,true,Modesto,MOD,MOD,259,FRE,FRE,L 5-6,SEA,COL,20.9,A,23,1,1,6.0,98,27,36.7%,92.1,92.3,19.7,5.74,14.8%,3.7%,61.2%,46.4%,14.4%,51.9%,46.2%,25.00%,33.33%,21.4%,29.1%,21.6%,32.7%,70.9%,13.6%,.289,.326,0.57,.006,Grizzlies,MOD vs. FRE (2023-05-16)<br>L 5-6,5/16/23
71,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724655,2023-05-06 20:00:00,MOD - AFX,515,AFX,false,false,true,Modesto,MOD,MOD,476,SJ,SJ,L 9-10,SEA,SF,20.9,A,23,1,1,4.0,79,20,43.0%,91.8,92.6,18.7,6.03,15.0%,20.0%,51.9%,44.3%,20.3%,40.0%,57.9%,20.00%,40.00%,30.4%,26.1%,15.0%,6.8%,73.9%,0.0%,.297,.352,0.59,.008,Giants,MOD vs. SJ (2023-05-06)<br>L 9-10,5/6/23
72,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724787,2023-04-30 17:05:00,MOD - AFX,515,AFX,true,true,true,Modesto,MOD,MOD,524,STK,STK,W 3-2 (10),SEA,ATH,20.9,A,23,1,1,5.1,89,20,39.3%,92.1,92.6,21.2,5.78,40.0%,10.0%,61.8%,47.2%,18.0%,65.0%,55.0%,27.78%,71.43%,30.3%,37.8%,33.3%,31.9%,62.2%,10.0%,.248,.176,1.35,.015,Ports,MOD vs. STK (2023-04-30)<br>W 3-2,4/30/23
73,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724785,2023-04-25 22:05:00,MOD - AFX,515,AFX,true,true,true,Modesto,MOD,MOD,524,STK,STK,W 10-2,SEA,ATH,20.9,A,23,1,1,5.0,88,22,30.7%,92.7,93.1,19.7,5.82,27.3%,4.5%,64.8%,53.4%,11.4%,59.1%,60.9%,7.69%,50.00%,36.4%,30.6%,23.3%,14.6%,69.4%,20.0%,.396,.396,-1.29,-.015,Ports,MOD vs. STK (2023-04-25)<br>W 10-2,4/25/23
74,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724855,2023-04-19 21:05:00,MOD - AFX,515,AFX,false,true,true,Modesto,MOD,MOD,103,LE,LE,W 8-1,SEA,SD,20.9,A,23,1,1,6.0,84,23,32.9%,92.8,93.3,17.4,6.37,34.8%,4.3%,66.7%,48.8%,13.4%,73.9%,69.6%,31.25%,72.73%,39.3%,42.5%,29.6%,31.0%,57.5%,0.0%,.157,.209,2.50,.030,Storm,MOD vs. LE (2023-04-19)<br>W 8-1,4/19/23
75,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2023,724791,2023-04-13 22:05:00,MOD - AFX,515,AFX,true,true,true,Modesto,MOD,MOD,476,SJ,SJ,W 5-4,SEA,SF,20.9,A,23,1,1,4.0,76,17,30.3%,91.8,92.2,19.7,6.09,17.6%,23.5%,55.3%,52.6%,13.2%,58.8%,76.5%,0.00%,50.00%,22.4%,24.2%,16.0%,22.2%,75.8%,20.0%,.407,.341,-0.14,-.002,Giants,MOD vs. SJ (2023-04-13)<br>W 5-4,4/13/23
76,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,670936,2022-09-06 22:05:00,MOD - AFX,515,AFX,true,false,true,Modesto,MOD,MOD,524,STK,STK,L 3-4 (10),SEA,ATH,19.9,A,23,1,1,4.0,61,20,48.3%,91.6,92.2,19.0,5.26,20.0%,5.0%,63.9%,50.0%,20.0%,60.0%,70.0%,37.50%,50.00%,31.1%,23.1%,21.1%,23.3%,76.9%,25.0%,.343,.346,-0.69,-.011,Ports,MOD vs. STK (2022-09-06)<br>L 3-4,9/6/22
