Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,seasonYear,gameId,date,teamWithLevel,teamId,teamLevel,home,win,final,location,team,abbrevName,opponentId,opponentToken,opponent,result,org,oppOrg,SeasonAgeAvg,SeasonLevel,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P,scatterName,scatterExtra,gameDay
33,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Charleston RiverDogs,CHS,233,Charleston,AFX,TB,2024,754191,2024-05-15 12:05:00,CHS - AFX,233,AFX,false,false,true,Charleston,CHS,CHS,3705,COL,COL,L 5-9,TB,KC,19.5,A,21,1,1,4.1,73,23,67.1%,93.8,95.1,19.5,6.90,13.0%,0.0%,72.6%,57.5%,4.1%,56.5%,78.3%,20.00%,33.33%,23.3%,16.3%,9.7%,38.7%,83.7%,20.0%,.414,.577,-1.36,-.019,Fireflies,CHS vs. COL (2024-05-15)<br>L 5-9,5/15/24
34,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Charleston RiverDogs,CHS,233,Charleston,AFX,TB,2024,754268,2024-05-08 19:05:00,CHS - AFX,233,AFX,true,false,true,Charleston,CHS,CHS,436,FBG,FBG,L 2-4,TB,WSH,19.5,A,21,1,1,6.0,87,23,46.0%,93.9,94.9,18.2,6.82,30.4%,0.0%,77.0%,57.5%,11.5%,78.3%,69.6%,20.00%,42.86%,27.6%,25.9%,22.5%,48.6%,74.1%,25.0%,.253,.348,1.59,.018,Nationals,CHS vs. FBG (2024-05-08)<br>L 2-4,5/8/24
35,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Charleston RiverDogs,CHS,233,Charleston,AFX,TB,2024,754399,2024-05-01 19:05:00,CHS - AFX,233,AFX,false,true,true,Charleston,CHS,CHS,478,AUG,AUG,W 5-4,TB,ATL,19.5,A,21,1,1,6.0,80,21,56.3%,94.4,95.5,19.9,6.64,23.8%,4.8%,66.3%,57.5%,13.8%,71.4%,52.4%,33.33%,36.36%,35.0%,34.2%,24.1%,26.5%,65.8%,6.7%,.195,.201,2.46,.031,GreenJackets,CHS vs. AUG (2024-05-01)<br>W 5-4,5/1/24
36,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Charleston RiverDogs,CHS,233,Charleston,AFX,TB,2024,753873,2024-04-25 18:30:00,CHS - AFX,233,AFX,false,false,true,Charleston,CHS,CHS,487,KAN,KAN,L 4-9,TB,CWS,19.5,A,21,1,1,2.0,48,12,70.8%,94.7,96.4,21.2,6.35,0.0%,0.0%,62.5%,43.8%,8.3%,50.0%,50.0%,0.00%,0.00%,16.7%,15.4%,11.8%,33.3%,84.6%,8.3%,.335,.441,0.00,.000,Cannon Ballers,CHS vs. KAN (2024-04-25)<br>L 4-9,4/25/24
37,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Charleston RiverDogs,CHS,233,Charleston,AFX,TB,2024,754269,2024-04-18 19:05:00,CHS - AFX,233,AFX,true,false,true,Charleston,CHS,CHS,3705,COL,COL,L 3-7,TB,KC,19.5,A,21,1,1,6.0,78,23,48.7%,93.9,94.7,19.5,6.78,17.4%,4.3%,74.4%,52.6%,10.3%,73.9%,73.9%,25.00%,33.33%,26.9%,21.3%,18.2%,37.8%,78.7%,11.1%,.241,.311,1.88,.024,Fireflies,CHS vs. COL (2024-04-18)<br>L 3-7,4/18/24
38,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Charleston RiverDogs,CHS,233,Charleston,AFX,TB,2024,754012,2024-04-12 19:05:00,CHS - AFX,233,AFX,false,true,true,Charleston,CHS,CHS,3712,FAY,FAY,W 7-1,TB,HOU,19.5,A,21,1,1,5.0,61,16,68.9%,95.0,96.3,21.5,6.64,56.3%,0.0%,68.9%,59.0%,6.6%,81.3%,62.5%,71.43%,80.00%,36.1%,35.5%,27.3%,36.0%,64.5%,33.3%,.105,.110,2.08,.034,Woodpeckers,CHS vs. FAY (2024-04-12)<br>W 7-1,4/12/24
39,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Charleston RiverDogs,CHS,233,Charleston,AFX,TB,2024,754277,2024-04-05 19:05:00,CHS - AFX,233,AFX,true,true,true,Charleston,CHS,CHS,487,KAN,KAN,W 2-0,TB,CWS,19.5,A,21,1,1,5.0,59,16,54.2%,94.6,95.9,20.2,6.81,37.5%,0.0%,72.9%,64.4%,1.7%,93.8%,68.8%,11.11%,66.67%,37.3%,36.4%,29.2%,42.9%,63.6%,30.0%,.239,.055,1.24,.021,Cannon Ballers,CHS vs. KAN (2024-04-05)<br>W 2-0,4/5/24
40,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Charleston RiverDogs,CHS,233,Charleston,AFX,TB,2023,727957,2023-09-09 19:05:00,CHS - AFX,233,AFX,false,false,true,Charleston,CHS,CHS,3712,FAY,FAY,L 3-4,TB,HOU,18.5,A,21,1,1,1.0,24,6,0.0%,-,93.9,15.6,6.63,0.0%,16.7%,62.5%,58.3%,8.3%,50.0%,42.9%,0.00%,0.00%,20.8%,9.1%,11.1%,20.0%,90.9%,40.0%,.758,.744,-1.90,-.079,Woodpeckers,CHS vs. FAY (2023-09-09)<br>L 3-4,9/9/23
41,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Charleston RiverDogs,CHS,233,Charleston,AFX,TB,2023,728218,2023-09-03 17:05:00,CHS - AFX,233,AFX,true,true,true,Charleston,CHS,CHS,521,MB,MB,W 10-0,TB,CHC,18.5,A,21,1,1,4.0,58,15,43.4%,94.0,94.6,16.9,5.82,20.0%,6.7%,62.1%,49.1%,3.8%,73.3%,60.0%,15.38%,60.00%,24.1%,15.4%,0.0%,22.2%,84.6%,11.1%,.265,.269,0.42,.007,Pelicans,CHS vs. MB (2023-09-03)<br>W 10-0,9/3/23
42,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Charleston RiverDogs,CHS,233,Charleston,AFX,TB,2023,728225,2023-08-29 19:05:00,CHS - AFX,233,AFX,true,false,true,Charleston,CHS,CHS,521,MB,MB,L 2-3,TB,CHC,18.5,A,21,1,1,4.2,74,21,36.5%,93.5,94.3,17.5,5.86,9.5%,4.8%,66.2%,54.1%,9.5%,66.7%,71.4%,0.00%,50.00%,16.2%,11.9%,12.5%,29.4%,88.1%,22.2%,.319,.337,0.15,.002,Pelicans,CHS vs. MB (2023-08-29)<br>L 2-3,8/29/23
43,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Charleston RiverDogs,CHS,233,Charleston,AFX,TB,2023,728362,2023-08-23 19:05:00,CHS - AFX,233,AFX,false,false,true,Charleston,CHS,CHS,478,AUG,AUG,L 0-4,TB,ATL,18.5,A,21,1,1,5.0,70,21,48.6%,93.2,94.1,16.4,6.76,28.6%,0.0%,70.0%,58.6%,8.6%,61.9%,66.7%,33.33%,50.00%,34.3%,24.2%,22.2%,20.7%,75.8%,13.3%,.190,.287,1.57,.022,GreenJackets,CHS vs. AUG (2023-08-23)<br>L 0-4,8/23/23
44,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Charleston RiverDogs,CHS,233,Charleston,AFX,TB,2023,728229,2023-08-17 19:05:00,CHS - AFX,233,AFX,true,true,true,Charleston,CHS,CHS,485,DE,DE,W 7-2,TB,TEX,18.5,A,21,1,1,5.0,66,19,56.1%,94.6,95.4,15.8,6.06,15.8%,0.0%,69.7%,51.5%,15.2%,73.7%,73.7%,25.00%,37.50%,22.7%,18.4%,10.7%,31.3%,81.6%,6.3%,.201,.177,1.50,.023,Wood Ducks,CHS vs. DE (2023-08-17)<br>W 7-2,8/17/23
45,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,FCL Rays,F-RAY,2003,FCL Rays,ROK,TB,2023,742487,2023-08-08 12:00:00,F-RAY - ROK,2003,ROK,true,true,true,FCL Rays,F-RAY,F-RAY,471,F-RSX,F-RSX,W 2-1,TB,BOS,18.5,ROK,21,1,1,5.0,64,18,46.9%,94.5,95.1,16.5,5.93,22.2%,0.0%,70.3%,57.8%,6.3%,77.8%,66.7%,18.75%,60.00%,28.1%,18.2%,12.5%,33.3%,81.8%,21.4%,.259,.187,0.85,.013,FCL Red Sox,F-RAY vs. F-RSX (2023-08-08)<br>W 2-1,8/8/23
46,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,FCL Rays,F-RAY,2003,FCL Rays,ROK,TB,2023,742516,2023-08-03 12:00:00,F-RAY - ROK,2003,ROK,false,true,true,FCL Rays,F-RAY,F-RAY,474,F-TWI,F-TWI,W 11-1,TB,MIN,18.5,ROK,21,1,1,5.0,27,20,-,-,-,-,-,10.0%,5.0%,85.2%,-,-,75.0%,95.0%,-,100.00%,22.2%,26.1%,-,-,73.9%,-,.261,.261,1.33,.049,FCL Twins,F-RAY vs. F-TWI (2023-08-03)<br>W 11-1,8/3/23
47,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,FCL Rays,F-RAY,2003,FCL Rays,ROK,TB,2023,742549,2023-07-28 12:00:00,F-RAY - ROK,2003,ROK,false,false,true,FCL Rays,F-RAY,F-RAY,464,F-BRV,F-BRV,L 1-5,TB,ATL,18.5,ROK,21,1,0,4.1,76,17,59.2%,93.3,94.5,15.8,7.02,23.5%,11.8%,61.8%,41.9%,16.2%,52.9%,66.7%,21.43%,37.50%,28.9%,23.5%,21.7%,25.6%,76.5%,9.1%,.260,.238,0.82,.011,FCL Braves,F-RAY vs. F-BRV (2023-07-28)<br>L 1-5,7/28/23
48,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,FCL Rays,F-RAY,2003,FCL Rays,ROK,TB,2023,742588,2023-07-21 12:00:00,F-RAY - ROK,2003,ROK,true,true,true,FCL Rays,F-RAY,F-RAY,464,F-BRV,F-BRV,W 7-2,TB,ATL,18.5,ROK,21,1,0,4.0,56,17,46.4%,93.5,94.5,15.3,6.02,11.8%,5.9%,64.3%,51.8%,14.3%,64.7%,76.5%,12.50%,66.67%,26.8%,25.0%,10.0%,29.6%,75.0%,7.7%,.246,.343,1.35,.024,FCL Braves,F-RAY vs. F-BRV (2023-07-21)<br>W 7-2,7/21/23
49,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,FCL Rays,F-RAY,2003,FCL Rays,ROK,TB,2023,742621,2023-07-14 18:05:00,F-RAY - ROK,2003,ROK,false,true,true,FCL Rays,F-RAY,F-RAY,464,F-BRV,F-BRV,W 2-1,TB,ATL,18.5,ROK,21,1,0,3.0,26,9,30.8%,93.5,94.4,17.7,7.07,22.2%,0.0%,76.9%,77.8%,16.7%,77.8%,88.9%,100.00%,40.00%,26.9%,27.8%,15.4%,25.0%,72.2%,16.7%,.258,.098,0.58,.022,FCL Braves,F-RAY vs. F-BRV (2023-07-14)<br>W 2-1,7/14/23
50,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,FCL Rays,F-RAY,2003,FCL Rays,ROK,TB,2023,742642,2023-07-07 12:00:00,F-RAY - ROK,2003,ROK,true,false,true,FCL Rays,F-RAY,F-RAY,464,F-BRV,F-BRV,L 0-8,TB,ATL,18.5,ROK,21,1,0,4.0,48,12,62.5%,93.7,94.4,16.5,6.07,25.0%,0.0%,60.4%,43.8%,14.6%,66.7%,100.0%,25.00%,66.67%,29.2%,25.0%,21.4%,22.2%,75.0%,0.0%,.125,.147,1.32,.027,FCL Braves,F-RAY vs. F-BRV (2023-07-07)<br>L 0-8,7/7/23
51,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,FCL Rays,F-RAY,2003,FCL Rays,ROK,TB,2023,742679,2023-06-30 12:00:00,F-RAY - ROK,2003,ROK,false,true,true,FCL Rays,F-RAY,F-RAY,464,F-BRV,F-BRV,W 5-4,TB,ATL,18.5,ROK,21,1,0,3.0,46,10,52.2%,94.5,95.2,16.9,6.88,60.0%,10.0%,69.6%,52.2%,10.9%,100.0%,80.0%,28.57%,83.33%,45.7%,45.0%,30.8%,31.8%,55.0%,0.0%,.114,.070,1.65,.036,FCL Braves,F-RAY vs. F-BRV (2023-06-30)<br>W 5-4,6/30/23
52,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,FCL Rays,F-RAY,2003,FCL Rays,ROK,TB,2023,742731,2023-06-20 12:00:00,F-RAY - ROK,2003,ROK,false,true,true,FCL Rays,F-RAY,F-RAY,470,F-PIR,F-PIR,W 12-3,TB,PIT,18.5,ROK,21,1,1,4.0,61,18,67.2%,92.5,93.5,16.2,6.86,27.8%,5.6%,68.9%,48.3%,8.6%,50.0%,50.0%,33.33%,50.00%,37.7%,29.6%,11.8%,30.0%,70.4%,8.3%,.182,.304,1.85,.030,FCL Pirates,F-RAY vs. F-PIR (2023-06-20)<br>W 12-3,6/20/23
53,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,FCL Rays,F-RAY,2003,FCL Rays,ROK,TB,2023,742770,2023-06-13 18:35:00,F-RAY - ROK,2003,ROK,false,true,true,FCL Rays,F-RAY,F-RAY,599,F-ORI,F-ORI,W 10-3,TB,BAL,18.5,ROK,21,1,0,3.1,50,16,60.0%,94.0,94.6,18.2,5.89,25.0%,12.5%,66.0%,54.0%,12.0%,62.5%,66.7%,100.00%,57.14%,32.0%,32.0%,15.8%,26.1%,68.0%,30.0%,.359,.375,-0.12,-.002,FCL Orioles,F-RAY vs. F-ORI (2023-06-13)<br>W 10-3,6/13/23
54,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,FCL Rays,F-RAY,2003,FCL Rays,ROK,TB,2023,742805,2023-06-06 12:00:00,F-RAY - ROK,2003,ROK,true,true,true,FCL Rays,F-RAY,F-RAY,474,F-TWI,F-TWI,W 6-5,TB,MIN,18.5,ROK,21,1,0,4.0,55,13,58.2%,93.3,94.0,20.8,6.41,46.2%,0.0%,69.1%,58.2%,10.9%,53.8%,76.9%,42.86%,60.00%,36.4%,28.0%,21.1%,26.1%,72.0%,0.0%,.144,.068,1.22,.022,FCL Twins,F-RAY vs. F-TWI (2023-06-06)<br>W 6-5,6/6/23
55,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,DSL Miami,D-MIA,2127,DSL Miami,ROK,MIA,2022,710836,2022-08-20 11:00:00,D-MIA - ROK,2127,ROK,false,false,true,DSL Miami,D-MIA,D-MIA,612,D-LAM,D-LAM,L 3-4 (10),MIA,LAD,17.5,ROK,21,1,1,0.2,32,6,59.4%,92.1,92.9,20.3,6.08,0.0%,16.7%,59.4%,37.5%,25.0%,50.0%,66.7%,0.00%,0.00%,18.8%,7.1%,0.0%,20.0%,92.9%,0.0%,.508,.682,-0.91,-.028,DSL LAD Mega,D-MIA vs. D-LAM (2022-08-20)<br>L 3-4,8/20/22
56,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,DSL Miami,D-MIA,2127,DSL Miami,ROK,MIA,2022,710952,2022-08-13 11:00:00,D-MIA - ROK,2127,ROK,false,false,true,DSL Miami,D-MIA,D-MIA,5086,D-TAM,D-TAM,L 5-9,MIA,TB,17.5,ROK,21,1,1,2.0,45,11,46.7%,92.4,94.2,17.2,5.50,27.3%,0.0%,66.7%,44.4%,22.2%,36.4%,54.5%,28.57%,66.67%,28.9%,22.7%,28.6%,32.0%,77.3%,0.0%,.360,.616,-0.65,-.014,DSL Tampa Bay,D-MIA vs. D-TAM (2022-08-13)<br>L 5-9,8/13/22
57,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,DSL Miami,D-MIA,2127,DSL Miami,ROK,MIA,2022,711078,2022-08-06 10:30:00,D-MIA - ROK,2127,ROK,true,false,true,DSL Miami,D-MIA,D-MIA,602,D-ATH,D-ATH,L 3-7 (7),MIA,ATH,17.5,ROK,21,1,1,2.0,20,9,-,-,-,-,-,33.3%,11.1%,65.0%,-,-,44.4%,55.6%,-,100.00%,45.0%,60.0%,-,-,40.0%,-,.493,.493,-1.00,-.050,DSL Athletics,D-MIA vs. D-ATH (2022-08-06)<br>L 3-7,8/6/22
58,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,DSL Miami,D-MIA,2127,DSL Miami,ROK,MIA,2022,711179,2022-07-30 10:00:00 (1),D-MIA - ROK,2127,ROK,true,true,true,DSL Miami,D-MIA,D-MIA,5086,D-TAM,D-TAM,W 1-0 (7),MIA,TB,17.5,ROK,21,1,1,4.0,58,16,53.4%,92.4,93.2,16.9,5.81,25.0%,0.0%,65.5%,37.9%,24.1%,68.8%,56.3%,25.00%,57.14%,24.1%,7.7%,5.9%,25.0%,92.3%,9.1%,.258,.234,-0.62,-.011,DSL Tampa Bay,D-MIA vs. D-TAM (2022-07-30)<br>W 1-0,7/30/22
59,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,DSL Miami,D-MIA,2127,DSL Miami,ROK,MIA,2022,710737,2022-07-23 11:00:00,D-MIA - ROK,2127,ROK,false,false,true,DSL Miami,D-MIA,D-MIA,619,D-MRL,D-MRL,L 2-9,MIA,MIA,17.5,ROK,21,1,1,4.0,60,16,-,-,-,-,-,25.0%,6.3%,68.3%,-,-,68.8%,64.7%,18.18%,66.67%,28.3%,22.6%,-,-,77.4%,-,.288,.288,0.99,.016,DSL Marlins,D-MIA vs. D-MRL (2022-07-23)<br>L 2-9,7/23/22
60,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,DSL Miami,D-MIA,2127,DSL Miami,ROK,MIA,2022,711418,2022-07-16 12:24:00,D-MIA - ROK,2127,ROK,true,true,true,DSL Miami,D-MIA,D-MIA,1611,D-RAY,D-RAY,W 5-4 (7),MIA,TB,17.5,ROK,21,1,1,5.0,57,16,56.1%,93.4,94.5,19.6,5.67,37.5%,0.0%,71.9%,61.4%,10.5%,75.0%,50.0%,25.00%,85.71%,33.3%,29.0%,22.2%,18.2%,71.0%,25.0%,.081,.055,2.44,.043,DSL Rays,D-MIA vs. D-RAY (2022-07-16)<br>W 5-4,7/16/22
61,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,DSL Miami,D-MIA,2127,DSL Miami,ROK,MIA,2022,711549,2022-07-09 11:00:00,D-MIA - ROK,2127,ROK,false,true,true,DSL Miami,D-MIA,D-MIA,612,D-LAM,D-LAM,W 8-7,MIA,LAD,17.5,ROK,21,1,1,4.0,61,16,50.9%,92.0,93.1,19.9,6.07,25.0%,6.3%,67.2%,41.8%,10.9%,50.0%,75.0%,22.22%,50.00%,29.5%,20.7%,5.6%,28.1%,79.3%,9.1%,.233,.338,0.58,.010,DSL LAD Mega,D-MIA vs. D-LAM (2022-07-09)<br>W 8-7,7/9/22
62,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,DSL Miami,D-MIA,2127,DSL Miami,ROK,MIA,2022,711667,2022-07-02 11:00:00,D-MIA - ROK,2127,ROK,true,false,true,DSL Miami,D-MIA,D-MIA,1611,D-RAY,D-RAY,L 5-6,MIA,TB,17.5,ROK,21,1,1,5.0,64,19,56.3%,92.3,93.9,18.2,5.75,21.1%,0.0%,75.0%,39.1%,12.5%,78.9%,75.0%,27.27%,50.00%,31.3%,17.6%,5.9%,43.6%,82.4%,0.0%,.198,.279,1.29,.020,DSL Rays,D-MIA vs. D-RAY (2022-07-02)<br>L 5-6,7/2/22
63,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,DSL Miami,D-MIA,2127,DSL Miami,ROK,MIA,2022,711791,2022-06-25 11:00:00,D-MIA - ROK,2127,ROK,true,false,true,DSL Miami,D-MIA,D-MIA,612,D-LAM,D-LAM,L 6-11 (7),MIA,LAD,17.5,ROK,21,1,1,3.0,59,13,64.4%,91.5,92.7,21.7,5.75,15.4%,7.7%,71.2%,54.2%,11.9%,69.2%,71.4%,0.00%,33.33%,22.0%,12.1%,16.0%,29.6%,87.9%,0.0%,.369,.325,-0.16,-.003,DSL LAD Mega,D-MIA vs. D-LAM (2022-06-25)<br>L 6-11,6/25/22
64,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,DSL Miami,D-MIA,2127,DSL Miami,ROK,MIA,2022,711901,2022-06-18 11:00:00,D-MIA - ROK,2127,ROK,false,true,true,DSL Miami,D-MIA,D-MIA,5086,D-TAM,D-TAM,W 7-2 (7),MIA,TB,17.5,ROK,21,1,1,5.0,59,16,64.4%,92.7,94.3,22.0,5.65,25.0%,6.3%,66.1%,33.9%,20.3%,56.3%,68.8%,50.00%,57.14%,32.2%,31.0%,30.8%,41.0%,69.0%,0.0%,.148,.088,2.05,.035,DSL Tampa Bay,D-MIA vs. D-TAM (2022-06-18)<br>W 7-2,6/18/22
65,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,DSL Miami,D-MIA,2127,DSL Miami,ROK,MIA,2022,712019,2022-06-11 11:00:00,D-MIA - ROK,2127,ROK,false,true,true,DSL Miami,D-MIA,D-MIA,611,D-LAB,D-LAB,W 4-0 (7),MIA,LAD,17.5,ROK,21,1,1,4.1,59,15,50.8%,92.6,93.4,20.4,6.04,26.7%,0.0%,71.2%,39.0%,13.6%,73.3%,73.3%,25.00%,33.33%,35.6%,19.2%,14.3%,33.3%,80.8%,9.1%,.244,.118,0.03,.001,DSL LAD Bautista,D-MIA vs. D-LAB (2022-06-11)<br>W 4-0,6/11/22
