Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,seasonYear,gameId,date,teamWithLevel,teamId,teamLevel,home,win,final,location,team,abbrevName,opponentId,opponentToken,opponent,result,org,oppOrg,SeasonAgeAvg,SeasonLevel,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P,scatterName,scatterExtra,gameDay
40,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,755973,2024-05-18 19:05:00,LC - AFA,437,AFA,false,false,true,Lake County,LC,LC,499,LAN,LAN,L 11-15,CLE,ATH,23.7,A+,25,1,1,2.2,76,19,44.7%,91.7,92.7,18.1,5.82,0.0%,15.8%,57.9%,42.1%,18.4%,42.1%,42.1%,0.00%,0.00%,19.7%,14.7%,12.5%,22.7%,85.3%,15.4%,.526,.735,-2.47,-.033,Lugnuts,LC vs. LAN (2024-05-18)<br>L 11-15,5/18/24
41,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756037,2024-05-12 12:05:00,LC - AFA,437,AFA,true,false,true,Lake County,LC,LC,459,DAY,DAY,L 0-3,CLE,CIN,23.7,A+,25,1,1,5.2,91,24,26.4%,90.8,91.9,18.0,6.38,20.8%,12.5%,56.0%,39.6%,13.2%,54.2%,47.8%,20.00%,50.00%,29.7%,31.4%,15.0%,27.3%,68.6%,13.3%,.292,.271,0.54,.006,Dragons,LC vs. DAY (2024-05-12)<br>L 0-3,5/12/24
42,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756042,2024-05-07 18:05:00,LC - AFA,437,AFA,true,true,true,Lake County,LC,LC,459,DAY,DAY,W 9-5,CLE,CIN,23.7,A+,25,1,1,5.0,88,22,45.5%,92.9,94.2,17.0,6.30,18.2%,18.2%,58.0%,39.8%,13.6%,63.6%,54.5%,16.67%,44.44%,28.4%,27.8%,18.2%,26.4%,72.2%,7.1%,.402,.339,-0.78,-.009,Dragons,LC vs. DAY (2024-05-07)<br>W 9-5,5/7/24
43,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756049,2024-05-01 12:05:00,LC - AFA,437,AFA,true,true,true,Lake County,LC,LC,584,FW,FW,W 7-6,CLE,SD,23.7,A+,25,1,1,6.0,87,26,39.1%,92.6,94.1,18.0,6.41,23.1%,0.0%,69.0%,51.7%,9.2%,57.7%,61.5%,40.00%,54.55%,29.9%,27.7%,17.1%,28.6%,72.3%,0.0%,.192,.345,2.24,.026,TinCaps,LC vs. FW (2024-05-01)<br>W 7-6,5/1/24
44,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,755719,2024-04-25 18:35:00,LC - AFA,437,AFA,false,true,true,Lake County,LC,LC,582,WM,WM,W 4-1,CLE,DET,23.7,A+,25,1,1,6.0,74,23,51.4%,91.7,93.4,18.4,6.29,21.7%,4.3%,63.5%,51.4%,13.5%,47.8%,60.9%,50.00%,80.00%,29.7%,32.4%,25.9%,27.8%,67.6%,41.2%,.252,.269,1.22,.016,Whitecaps,LC vs. WM (2024-04-25)<br>W 4-1,4/25/24
45,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756052,2024-04-19 18:35:00,LC - AFA,437,AFA,true,false,true,Lake County,LC,LC,499,LAN,LAN,L 2-5,CLE,ATH,23.7,A+,25,1,1,4.2,92,20,41.3%,92.2,93.1,17.3,6.50,35.0%,5.0%,66.3%,53.3%,12.0%,65.0%,55.0%,22.73%,50.00%,32.6%,27.9%,29.4%,20.9%,72.1%,8.3%,.260,.323,0.72,.008,Lugnuts,LC vs. LAN (2024-04-19)<br>L 2-5,4/19/24
46,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756186,2024-04-13 13:05:00 (1),LC - AFA,437,AFA,false,false,true,Lake County,LC,LC,584,FW,FW,L 3-4 (7),CLE,SD,23.7,A+,25,1,1,4.2,82,20,30.5%,93.6,94.3,19.4,6.44,35.0%,10.0%,70.7%,51.2%,9.8%,55.0%,70.0%,16.67%,60.00%,34.1%,37.5%,16.7%,45.0%,62.5%,27.3%,.282,.283,1.76,.022,TinCaps,LC vs. FW (2024-04-13)<br>L 3-4,4/13/24
47,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756058,2024-04-06 12:05:00 (1),LC - AFA,437,AFA,true,false,true,Lake County,LC,LC,582,WM,WM,L 0-2 (7),CLE,DET,23.7,A+,25,1,1,5.0,76,19,35.5%,93.0,93.6,18.3,6.28,42.1%,5.3%,65.8%,48.7%,11.8%,78.9%,63.2%,26.67%,58.33%,42.1%,47.1%,27.3%,30.8%,52.9%,0.0%,.241,.222,0.70,.009,Whitecaps,LC vs. WM (2024-04-06)<br>L 0-2,4/6/24
48,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2023,722347,2023-09-09 19:00:00,LC - AFA,437,AFA,true,true,true,Lake County,LC,LC,499,LAN,LAN,W 5-1,CLE,ATH,22.7,A+,25,1,1,6.0,84,25,53.6%,91.0,91.8,17.0,6.36,28.0%,4.0%,73.8%,54.8%,8.3%,68.0%,76.0%,28.57%,58.33%,33.3%,30.6%,20.6%,39.5%,69.4%,6.3%,.310,.384,0.66,.008,Lugnuts,LC vs. LAN (2023-09-09)<br>W 5-1,9/9/23
49,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2023,722531,2023-09-03 14:05:00,LC - AFA,437,AFA,false,false,true,Lake County,LC,LC,492,CR,CR,L 0-12,CLE,MIN,22.7,A+,25,1,1,5.0,84,21,47.6%,92.7,93.4,15.8,5.76,33.3%,9.5%,63.1%,51.2%,11.9%,71.4%,71.4%,26.32%,44.44%,33.3%,40.5%,34.4%,24.4%,59.5%,8.3%,.272,.288,1.01,.012,Kernels,LC vs. CR (2023-09-03)<br>L 0-12,9/3/23
50,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2023,722537,2023-08-29 19:35:00,LC - AFA,437,AFA,false,false,true,Lake County,LC,LC,492,CR,CR,L 1-2,CLE,MIN,22.7,A+,25,1,1,4.0,88,20,59.1%,91.6,92.3,17.9,5.79,20.0%,25.0%,56.8%,45.5%,13.6%,50.0%,60.0%,21.43%,28.57%,27.3%,29.7%,22.2%,20.8%,70.3%,9.1%,.308,.387,1.16,.013,Kernels,LC vs. CR (2023-08-29)<br>L 1-2,8/29/23
51,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2023,722607,2023-08-23 19:35:00,LC - AFA,437,AFA,false,true,true,Lake County,LC,LC,554,BEL,BEL,W 7-3,CLE,MIA,22.7,A+,25,1,1,4.2,83,19,61.4%,92.2,92.9,17.5,5.30,15.8%,10.5%,57.8%,41.0%,16.9%,57.9%,57.9%,11.11%,20.00%,21.7%,16.7%,13.6%,28.6%,83.3%,7.7%,.312,.333,0.14,.002,Sky Carp,LC vs. BEL (2023-08-23)<br>W 7-3,8/23/23
52,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2023,722359,2023-08-18 19:00:00,LC - AFA,437,AFA,true,true,true,Lake County,LC,LC,443,PEO,PEO,W 4-3,CLE,STL,22.7,A+,25,1,1,6.0,99,24,59.6%,92.2,93.1,16.7,6.39,41.7%,0.0%,59.6%,47.5%,25.3%,62.5%,50.0%,35.00%,60.00%,28.3%,32.6%,23.5%,23.1%,67.4%,18.2%,.225,.216,0.25,.002,Chiefs,LC vs. PEO (2023-08-18)<br>W 4-3,8/18/23
53,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2023,722363,2023-08-09 12:05:00,LC - AFA,437,AFA,true,true,true,Lake County,LC,LC,550,SB,SB,W 10-4,CLE,CHC,22.7,A+,25,1,1,5.0,95,21,57.4%,92.2,93.4,17.3,6.31,52.4%,4.8%,62.1%,38.3%,17.0%,61.9%,61.9%,45.00%,75.00%,34.7%,45.8%,32.1%,32.8%,54.2%,14.3%,.255,.228,0.29,.003,Cubs,LC vs. SB (2023-08-09)<br>W 10-4,8/9/23
54,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2023,722112,2023-08-03 18:35:00,LC - AFA,437,AFA,false,false,true,Lake County,LC,LC,582,WM,WM,L 3-6,CLE,DET,22.7,A+,25,1,1,5.0,75,17,58.7%,91.4,92.1,16.8,6.34,35.3%,5.9%,66.7%,57.3%,17.3%,94.1%,82.4%,15.38%,71.43%,28.0%,25.6%,17.6%,15.6%,74.4%,0.0%,.176,.136,1.62,.022,Whitecaps,LC vs. WM (2023-08-03)<br>L 3-6,8/3/23
55,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2023,722367,2023-07-28 19:00:00,LC - AFA,437,AFA,true,true,true,Lake County,LC,LC,554,BEL,BEL,W 5-4 (10),CLE,MIA,22.7,A+,25,1,1,5.0,93,24,65.2%,92.0,92.8,16.9,6.24,16.7%,12.5%,57.0%,46.7%,13.0%,54.2%,45.8%,23.53%,75.00%,26.9%,26.3%,20.0%,16.3%,73.7%,18.8%,.369,.358,-0.66,-.007,Sky Carp,LC vs. BEL (2023-07-28)<br>W 5-4,7/28/23
56,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2023,722417,2023-07-22 18:35:00,LC - AFA,437,AFA,false,false,true,Lake County,LC,LC,584,FW,FW,L 4-6,CLE,SD,22.7,A+,25,1,0,4.2,89,21,43.8%,91.6,92.5,16.3,6.75,9.5%,19.0%,53.9%,47.2%,23.6%,42.9%,59.1%,7.14%,33.33%,23.6%,22.9%,20.7%,12.8%,77.1%,13.3%,.438,.360,-1.42,-.016,TinCaps,LC vs. FW (2023-07-22)<br>L 4-6,7/22/23
57,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2023,722375,2023-07-16 15:12:00 (2),LC - AFA,437,AFA,true,true,true,Lake County,LC,LC,459,DAY,DAY,W 2-1 (7),CLE,CIN,22.7,A+,25,1,1,5.1,88,20,55.7%,91.5,92.2,15.3,6.26,50.0%,10.0%,61.4%,39.8%,23.9%,60.0%,38.1%,18.18%,75.00%,37.5%,53.3%,37.5%,39.6%,46.7%,12.5%,.228,.220,1.73,.020,Dragons,LC vs. DAY (2023-07-16)<br>W 2-1,7/16/23
58,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2023,722307,2023-07-09 13:05:00,LC - AFA,437,AFA,false,false,true,Lake County,LC,LC,499,LAN,LAN,L 4-5,CLE,ATH,22.7,A+,25,1,0,5.0,81,25,46.9%,90.7,91.4,17.1,5.80,12.0%,0.0%,69.1%,53.1%,17.3%,64.0%,68.0%,0.00%,20.00%,27.2%,24.4%,22.6%,36.8%,75.6%,5.3%,.293,.363,0.98,.012,Lugnuts,LC vs. LAN (2023-07-09)<br>L 4-5,7/9/23
59,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2023,722308,2023-07-04 19:05:00,LC - AFA,437,AFA,false,false,true,Lake County,LC,LC,499,LAN,LAN,L 4-7,CLE,ATH,22.7,A+,25,1,1,5.0,88,25,47.7%,92.1,92.6,15.8,5.84,16.0%,4.0%,62.5%,53.4%,13.6%,60.0%,56.0%,16.67%,40.00%,27.3%,29.5%,21.9%,29.3%,70.5%,33.3%,.432,.487,-2.10,-.024,Lugnuts,LC vs. LAN (2023-07-04)<br>L 4-7,7/4/23
60,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2023,722380,2023-06-29 19:00:00,LC - AFA,437,AFA,true,false,true,Lake County,LC,LC,584,FW,FW,L 2-9,CLE,SD,22.7,A+,25,1,1,4.1,96,23,58.9%,91.3,92.1,16.2,6.37,17.4%,13.0%,65.6%,49.5%,12.6%,65.2%,75.0%,8.33%,44.44%,26.0%,24.0%,18.2%,35.4%,76.0%,18.8%,.446,.560,-1.38,-.014,TinCaps,LC vs. FW (2023-06-29)<br>L 2-9,6/29/23
61,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,2023,728322,2023-06-20 19:00:00,HC - AFX,481,AFX,false,true,true,Hill City,HC,HC,249,WIL,WIL,W 4-3,CLE,MIL,22.7,A,25,1,1,6.0,77,21,59.7%,89.0,90.0,16.9,6.46,23.8%,9.5%,63.6%,46.8%,23.4%,85.7%,61.9%,28.57%,50.00%,29.9%,27.8%,18.2%,34.1%,72.2%,0.0%,.216,.185,1.96,.025,Mudcats,HC vs. WIL (2023-06-20)<br>W 4-3,6/20/23
62,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,2023,727796,2023-06-14 18:30:00,HC - AFX,481,AFX,true,true,true,Hill City,HC,HC,233,CHS,CHS,W 7-6,CLE,TB,22.7,A,25,1,1,5.2,93,23,53.8%,91.6,92.8,16.4,6.46,30.4%,4.3%,67.7%,63.4%,8.6%,73.9%,56.5%,13.33%,54.55%,35.5%,36.2%,24.3%,29.4%,63.8%,20.0%,.232,.245,2.47,.027,RiverDogs,HC vs. CHS (2023-06-14)<br>W 7-6,6/14/23
63,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,2023,727860,2023-06-08 19:00:00,HC - AFX,481,AFX,false,false,true,Hill City,HC,HC,487,KAN,KAN,L 3-7,CLE,CWS,22.7,A,25,1,1,3.0,64,18,60.9%,91.1,91.8,16.5,6.16,11.1%,0.0%,68.8%,62.5%,10.9%,33.3%,77.8%,9.09%,33.33%,18.8%,20.0%,17.6%,25.0%,80.0%,20.0%,.459,.540,-1.51,-.024,Cannon Ballers,HC vs. KAN (2023-06-08)<br>L 3-7,6/8/23
64,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,2023,727803,2023-06-02 18:30:00,HC - AFX,481,AFX,true,false,true,Hill City,HC,HC,249,WIL,WIL,L 2-3,CLE,MIL,22.7,A,25,1,1,6.0,75,22,62.7%,91.9,93.1,16.4,6.42,22.7%,4.5%,68.0%,56.0%,14.7%,72.7%,54.5%,20.00%,50.00%,26.7%,27.9%,24.1%,42.4%,72.1%,0.0%,.220,.152,2.25,.030,Mudcats,HC vs. WIL (2023-06-02)<br>L 2-3,6/2/23
65,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,2023,728134,2023-05-27 19:05:00,HC - AFX,481,AFX,false,false,true,Hill City,HC,HC,548,DEL,DEL,L 6-7,CLE,BAL,22.7,A,25,1,1,4.0,83,19,54.2%,91.2,92.0,17.4,6.53,36.8%,10.5%,69.9%,49.4%,18.1%,73.7%,73.7%,21.74%,60.00%,33.7%,28.6%,20.7%,31.0%,71.4%,40.0%,.304,.344,0.41,.005,Shorebirds,HC vs. DEL (2023-05-27)<br>L 6-7,5/27/23
66,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,2023,727806,2023-05-21 14:00:00,HC - AFX,481,AFX,true,false,true,Hill City,HC,HC,414,SAL,SAL,L 6-9,CLE,BOS,22.7,A,25,1,1,3.0,61,16,65.6%,91.9,93.2,17.1,6.45,6.3%,6.3%,59.0%,57.4%,13.1%,50.0%,56.3%,7.69%,33.33%,14.8%,10.0%,8.3%,23.1%,90.0%,7.7%,.396,.377,-0.65,-.011,Red Sox,HC vs. SAL (2023-05-21)<br>L 6-9,5/21/23
67,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,2023,727812,2023-05-16 18:30:00,HC - AFX,481,AFX,true,false,true,Hill City,HC,HC,414,SAL,SAL,L 0-3 (8),CLE,BOS,22.7,A,25,1,1,5.0,72,17,54.9%,91.5,92.2,16.2,6.31,41.2%,0.0%,70.8%,62.0%,12.7%,70.6%,70.6%,28.57%,63.64%,30.6%,25.6%,19.4%,25.9%,74.4%,30.0%,.210,.198,1.11,.015,Red Sox,HC vs. SAL (2023-05-16)<br>L 0-3,5/16/23
68,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,2023,727747,2023-05-10 19:05:00,HC - AFX,481,AFX,false,true,true,Hill City,HC,HC,521,MB,MB,W 5-1,CLE,CHC,22.7,A,25,1,1,7.0,76,22,65.8%,91.5,92.5,18.2,6.44,31.8%,0.0%,73.7%,59.2%,11.8%,86.4%,63.6%,27.27%,54.55%,35.5%,32.6%,25.8%,38.7%,67.4%,20.0%,.111,.040,3.69,.048,Pelicans,HC vs. MB (2023-05-10)<br>W 5-1,5/10/23
69,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,2023,728274,2023-05-04 19:05:00,HC - AFX,481,AFX,false,false,true,Hill City,HC,HC,233,CHS,CHS,L 3-4,CLE,TB,22.7,A,25,1,1,4.0,69,17,61.8%,92.6,93.4,18.1,5.84,29.4%,5.9%,59.4%,38.2%,20.6%,52.9%,64.7%,23.08%,42.86%,31.9%,36.7%,15.4%,38.1%,63.3%,18.2%,.239,.218,1.23,.018,RiverDogs,HC vs. CHS (2023-05-04)<br>L 3-4,5/4/23
70,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,2023,727816,2023-04-27 18:30:00,HC - AFX,481,AFX,true,false,true,Hill City,HC,HC,436,FBG,FBG,L 4-13 (7),CLE,WSH,22.7,A,25,1,1,0.1,34,5,58.8%,92.3,92.7,16.5,6.32,20.0%,40.0%,55.9%,52.9%,14.7%,80.0%,40.0%,7.14%,0.00%,23.5%,15.4%,11.1%,25.0%,84.6%,50.0%,.546,.527,-0.18,-.005,Nationals,HC vs. FBG (2023-04-27)<br>L 4-13,4/27/23
71,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,2023,727687,2023-04-20 19:05:00,HC - AFX,481,AFX,false,true,true,Hill City,HC,HC,414,SAL,SAL,W 13-4,CLE,BOS,22.7,A,25,1,1,2.2,65,16,43.1%,92.0,92.7,15.6,5.90,25.0%,18.8%,55.4%,49.2%,15.4%,62.5%,43.8%,25.00%,50.00%,26.2%,26.9%,14.3%,15.2%,73.1%,25.0%,.368,.364,-0.32,-.005,Red Sox,HC vs. SAL (2023-04-20)<br>W 13-4,4/20/23
72,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,2023,727820,2023-04-13 18:30:00,HC - AFX,481,AFX,true,true,true,Hill City,HC,HC,521,MB,MB,W 3-1,CLE,CHC,22.7,A,25,1,1,6.0,62,21,61.4%,92.0,92.6,15.9,6.30,23.8%,0.0%,66.1%,54.1%,13.1%,66.7%,52.4%,50.00%,57.14%,35.5%,36.7%,25.0%,35.7%,63.3%,6.7%,.154,.197,2.51,.041,Pelicans,HC vs. MB (2023-04-13)<br>W 3-1,4/13/23
73,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,2023,727954,2023-04-07 19:05:00,HC - AFX,481,AFX,false,false,true,Hill City,HC,HC,436,FBG,FBG,L 1-4,CLE,WSH,22.7,A,25,1,1,4.0,77,18,49.4%,91.4,92.0,17.0,6.42,27.8%,5.6%,62.3%,48.1%,15.6%,61.1%,50.0%,20.00%,42.86%,27.3%,27.0%,19.2%,27.5%,73.0%,8.3%,.286,.382,0.32,.004,Nationals,HC vs. FBG (2023-04-07)<br>L 1-4,4/7/23
