Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,seasonYear,gameId,date,teamWithLevel,teamId,teamLevel,home,win,final,location,team,abbrevName,opponentId,opponentToken,opponent,result,org,oppOrg,SeasonAgeAvg,SeasonLevel,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P,scatterName,scatterExtra,gameDay
21,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,751302,2024-09-12 18:35:00,AKR - AAX,402,AAX,true,true,true,Akron,AKR,AKR,538,HFD,HFD,W 5-1,CLE,COL,23.7,AA,25,1,1,6.0,83,20,48.2%,92.5,93.3,17.4,6.35,40.0%,5.0%,73.5%,48.2%,18.1%,75.0%,71.4%,28.57%,80.00%,31.3%,30.0%,20.0%,46.5%,70.0%,9.1%,.128,.176,3.14,.038,Yard Goats,AKR vs. HFD (2024-09-12)<br>W 5-1,9/12/24
22,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,750614,2024-09-04 18:35:00,AKR - AAX,402,AAX,false,false,true,Akron,AKR,AKR,3410,RIC,RIC,L 3-4 (10),CLE,SF,23.7,AA,25,1,1,4.2,94,20,52.1%,92.6,93.2,18.6,6.30,25.0%,10.0%,64.9%,51.1%,5.3%,65.0%,60.0%,16.67%,45.45%,27.7%,30.0%,19.4%,30.4%,70.0%,7.7%,.255,.264,1.75,.019,Flying Squirrels,AKR vs. RIC (2024-09-04)<br>L 3-4,9/4/24
23,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,751309,2024-08-29 18:35:00,AKR - AAX,402,AAX,true,true,true,Akron,AKR,AKR,418,CHE,CHE,W 3-2,CLE,BAL,23.7,AA,25,1,1,4.2,94,23,52.1%,92.2,93.1,16.3,6.34,21.7%,17.4%,58.5%,44.7%,14.9%,52.2%,69.6%,28.57%,50.00%,28.7%,34.9%,20.0%,25.0%,65.1%,7.1%,.248,.312,2.12,.023,Baysox,AKR vs. CHE (2024-08-29)<br>W 3-2,8/29/24
24,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,751312,2024-08-23 19:05:00,AKR - AAX,402,AAX,true,false,true,Akron,AKR,AKR,547,HBG,HBG,L 2-3 (10),CLE,WSH,23.7,AA,25,1,1,5.0,88,22,51.1%,91.8,92.5,15.8,6.31,22.7%,13.6%,59.1%,38.6%,17.0%,63.6%,36.4%,6.25%,66.67%,27.3%,36.4%,17.4%,38.9%,63.6%,0.0%,.317,.308,0.82,.009,Senators,AKR vs. HBG (2024-08-23)<br>L 2-3,8/23/24
25,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,751033,2024-08-17 18:05:00,AKR - AAX,402,AAX,false,false,true,Akron,AKR,AKR,106,ERI,ERI,L 3-4 (10),CLE,DET,23.7,AA,25,1,1,6.0,90,23,52.2%,92.9,93.9,18.5,6.37,34.8%,0.0%,66.7%,56.7%,12.2%,65.2%,59.1%,33.33%,54.55%,30.0%,34.0%,26.3%,30.8%,66.0%,13.3%,.223,.259,1.40,.016,SeaWolves,AKR vs. ERI (2024-08-17)<br>L 3-4,8/17/24
26,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,751320,2024-08-11 13:05:00,AKR - AAX,402,AAX,true,true,true,Akron,AKR,AKR,522,REA,REA,W 2-1,CLE,PHI,23.7,AA,25,1,1,6.0,91,20,47.3%,92.6,93.7,17.6,6.25,30.0%,5.0%,61.5%,47.3%,18.7%,70.0%,52.4%,23.81%,50.00%,27.5%,34.0%,21.2%,29.2%,66.0%,0.0%,.167,.115,2.57,.028,Fightin Phils,AKR vs. REA (2024-08-11)<br>W 2-1,8/11/24
27,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,751321,2024-08-06 18:35:00,AKR - AAX,402,AAX,true,true,true,Akron,AKR,AKR,522,REA,REA,W 3-2,CLE,PHI,23.7,AA,25,1,1,5.0,80,20,41.3%,91.2,91.9,16.6,6.13,45.0%,5.0%,65.0%,42.5%,28.7%,55.0%,40.0%,44.44%,66.67%,41.3%,51.3%,42.9%,39.1%,48.7%,12.5%,.208,.159,1.75,.022,Fightin Phils,AKR vs. REA (2024-08-06)<br>W 3-2,8/6/24
28,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,750975,2024-08-01 12:00:00,AKR - AAX,402,AAX,false,false,true,Akron,AKR,AKR,547,HBG,HBG,L 1-9,CLE,WSH,23.7,AA,25,1,1,1.0,23,5,56.5%,92.1,92.8,16.3,6.39,20.0%,0.0%,52.2%,30.4%,13.0%,60.0%,33.3%,20.00%,0.00%,17.4%,20.0%,16.7%,25.0%,80.0%,0.0%,.472,.395,-0.88,-.038,Senators,AKR vs. HBG (2024-08-01)<br>L 1-9,8/1/24
29,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,751327,2024-07-26 19:05:00,AKR - AAX,402,AAX,true,true,true,Akron,AKR,AKR,418,CHE,CHE,W 7-0,CLE,BAL,23.7,AA,25,1,0,4.0,42,12,57.1%,91.2,92.4,17.1,6.22,33.3%,0.0%,73.8%,50.0%,11.9%,91.7%,75.0%,0.00%,66.67%,35.7%,36.0%,21.4%,52.4%,64.0%,0.0%,.094,.000,2.22,.053,Baysox,AKR vs. CHE (2024-07-26)<br>W 7-0,7/26/24
30,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,751330,2024-07-20 19:05:00,AKR - AAX,402,AAX,true,true,true,Akron,AKR,AKR,3410,RIC,RIC,W 5-0,CLE,SF,23.7,AA,25,1,1,5.0,77,18,46.8%,91.6,92.6,15.5,6.30,38.9%,5.6%,59.7%,50.6%,19.5%,66.7%,57.9%,50.00%,55.56%,29.9%,36.1%,23.1%,26.3%,63.9%,10.0%,.149,.206,2.09,.027,Flying Squirrels,AKR vs. RIC (2024-07-20)<br>W 5-0,7/20/24
31,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,750699,2024-07-11 19:00:00,AKR - AAX,402,AAX,false,true,true,Akron,AKR,AKR,522,REA,REA,W 7-2,CLE,PHI,23.7,AA,25,1,1,6.0,84,27,29.8%,91.0,92.2,18.3,6.39,25.9%,7.4%,64.3%,50.0%,17.9%,59.3%,51.9%,100.00%,87.50%,38.1%,38.9%,29.2%,28.6%,61.1%,12.5%,.306,.374,0.33,.004,Fightin Phils,AKR vs. REA (2024-07-11)<br>W 7-2,7/11/24
32,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,751056,2024-07-04 18:35:00,AKR - AAX,402,AAX,false,false,true,Akron,AKR,AKR,106,ERI,ERI,L 1-6,CLE,DET,23.7,AA,25,1,1,2.2,75,16,53.3%,91.9,93.1,17.8,6.46,37.5%,12.5%,60.0%,52.0%,18.7%,56.3%,50.0%,38.46%,45.45%,32.0%,36.4%,30.8%,19.4%,63.6%,37.5%,.346,.536,-0.18,-.002,SeaWolves,AKR vs. ERI (2024-07-04)<br>L 1-6,7/4/24
33,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,751266,2024-06-29 18:00:00,AKR - AAX,402,AAX,false,true,true,Akron,AKR,AKR,452,ALT,ALT,W 3-0,CLE,PIT,23.7,AA,25,1,1,4.2,86,17,40.7%,91.1,92.1,18.1,6.23,58.8%,17.6%,58.1%,44.2%,11.6%,58.8%,58.8%,46.67%,80.00%,37.2%,52.6%,39.1%,31.3%,47.4%,0.0%,.194,.164,2.08,.024,Curve,AKR vs. ALT (2024-06-29)<br>W 3-0,6/29/24
34,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,2024,751337,2024-06-23 13:05:00,AKR - AAX,402,AAX,true,true,true,Akron,AKR,AKR,505,BNG,BNG,W 1-0 (5),CLE,NYM,23.7,AA,25,1,1,5.0,83,20,30.1%,91.1,92.0,18.0,6.36,20.0%,5.0%,66.3%,45.8%,13.3%,45.0%,55.0%,33.33%,37.50%,28.9%,32.6%,35.7%,40.0%,67.4%,20.0%,.314,.267,0.84,.010,Rumble Ponies,AKR vs. BNG (2024-06-23)<br>W 1-0,6/23/24
35,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,755764,2024-06-18 19:05:00,LC - AFA,437,AFA,false,true,true,Lake County,LC,LC,550,SB,SB,W 8-4,CLE,CHC,23.7,A+,25,1,1,6.0,88,28,49.4%,91.1,92.0,18.5,6.42,17.9%,3.6%,68.2%,55.2%,13.8%,50.0%,60.7%,12.50%,42.86%,25.0%,22.4%,14.3%,33.3%,77.6%,10.0%,.368,.439,-0.89,-.010,Cubs,LC vs. SB (2024-06-18)<br>W 8-4,6/18/24
36,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756028,2024-06-12 12:05:00,LC - AFA,437,AFA,true,false,true,Lake County,LC,LC,584,FW,FW,L 1-3,CLE,SD,23.7,A+,25,1,1,4.2,95,20,61.1%,92.2,93.4,17.9,6.50,30.0%,20.0%,58.9%,45.3%,17.9%,60.0%,61.9%,21.43%,55.56%,29.5%,33.3%,30.0%,23.1%,66.7%,10.0%,.296,.307,0.74,.008,TinCaps,LC vs. FW (2024-06-12)<br>L 1-3,6/12/24
37,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756360,2024-06-06 13:05:00 (1),LC - AFA,437,AFA,false,true,true,Lake County,LC,LC,554,BEL,BEL,W 4-0 (7),CLE,MIA,23.7,A+,25,1,1,5.2,94,22,36.2%,92.7,93.5,18.6,6.33,50.0%,0.0%,64.9%,46.8%,14.9%,72.7%,54.5%,33.33%,83.33%,40.4%,50.0%,37.9%,34.0%,50.0%,10.0%,.166,.193,2.12,.023,Sky Carp,LC vs. BEL (2024-06-06)<br>W 4-0,6/6/24
38,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756295,2024-05-30 19:35:00,LC - AFA,437,AFA,false,false,true,Lake County,LC,LC,492,CR,CR,L 2-4,CLE,MIN,23.7,A+,25,1,1,6.0,94,22,37.2%,93.2,94.0,17.5,6.11,27.3%,9.1%,64.9%,48.9%,18.1%,63.6%,65.2%,25.00%,46.15%,26.6%,23.4%,11.8%,27.1%,76.6%,10.0%,.179,.209,2.59,.028,Kernels,LC vs. CR (2024-05-30)<br>L 2-4,5/30/24
39,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,2024,756035,2024-05-24 18:35:00,LC - AFA,437,AFA,true,true,true,Lake County,LC,LC,582,WM,WM,W 5-1,CLE,DET,23.7,A+,25,1,1,6.0,82,19,34.0%,92.4,93.1,18.3,6.41,52.6%,5.3%,65.9%,39.6%,24.5%,73.7%,75.0%,53.85%,69.23%,45.1%,54.1%,41.7%,50.0%,45.9%,16.7%,.187,.129,1.87,.023,Whitecaps,LC vs. WM (2024-05-24)<br>W 5-1,5/24/24
