Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,seasonYear,gameId,date,teamWithLevel,teamId,teamLevel,home,win,final,location,team,abbrevName,opponentId,opponentToken,opponent,result,org,oppOrg,SeasonAgeAvg,SeasonLevel,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P,scatterName,scatterExtra,gameDay
22,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Columbus Clingstones,COL,6325,Columbus,AAX,ATL,2025,782726,2025-04-04 19:35:00,COL - AAX,6325,AAX,false,false,true,Columbus,COL,COL,421,MTG,MTG,L 3-5,ATL,TB,23.2,AA,24,1,1,2.0,57,12,22.8%,93.9,94.1,14.2,5.67,33.3%,16.7%,59.6%,45.6%,10.5%,33.3%,63.6%,21.43%,100.00%,17.5%,20.0%,22.7%,25.8%,80.0%,20.0%,.338,.559,-0.08,-.001,Biscuits,COL vs. MTG (2025-04-04)<br>L 3-5,4/4/25
23,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Gwinnett Stripers,GWN,431,Gwinnett,AAA,ATL,2024,753019,2024-09-20 19:05:00,GWN - AAA,431,AAA,false,false,true,Gwinnett,GWN,GWN,564,JAX,JAX,L 2-3,ATL,MIA,22.3,AAA,24,1,1,5.2,91,22,31.9%,94.0,94.4,14.0,5.64,18.2%,18.2%,53.8%,37.4%,19.8%,59.1%,36.4%,18.75%,42.86%,22.0%,31.0%,18.5%,26.3%,69.0%,0.0%,.246,.205,1.82,.020,Jumbo Shrimp,GWN vs. JAX (2024-09-20)<br>L 2-3,9/20/24
24,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Gwinnett Stripers,GWN,431,Gwinnett,AAA,ATL,2024,753247,2024-09-12 19:05:00,GWN - AAA,431,AAA,true,false,true,Gwinnett,GWN,GWN,422,BUF,BUF,L 2-3,ATL,TOR,22.3,AAA,24,1,1,6.0,95,25,42.6%,93.2,94.0,12.1,5.66,28.0%,4.0%,60.0%,45.7%,22.3%,48.0%,60.0%,66.67%,66.67%,29.5%,27.5%,6.9%,21.6%,72.5%,5.9%,.238,.204,0.67,.007,Bisons,GWN vs. BUF (2024-09-12)<br>L 2-3,9/12/24
25,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Gwinnett Stripers,GWN,431,Gwinnett,AAA,ATL,2024,752726,2024-09-05 19:35:00,GWN - AAA,431,AAA,false,true,true,Gwinnett,GWN,GWN,556,NAS,NAS,W 9-2,ATL,MIL,22.3,AAA,24,1,1,6.0,97,24,29.9%,94.8,95.1,12.1,5.65,25.0%,20.8%,53.6%,40.2%,16.5%,54.2%,62.5%,25.00%,60.00%,22.7%,28.6%,16.7%,20.7%,71.4%,15.4%,.283,.254,0.88,.009,Sounds,GWN vs. NAS (2024-09-05)<br>W 9-2,9/5/24
26,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Gwinnett Stripers,GWN,431,Gwinnett,AAA,ATL,2024,753254,2024-08-30 19:05:00,GWN - AAA,431,AAA,true,true,true,Gwinnett,GWN,GWN,445,COL,COL,W 2-1,ATL,CLE,22.3,AAA,24,1,1,6.0,84,24,27.4%,94.1,94.7,11.7,5.67,4.2%,20.8%,53.6%,46.4%,25.0%,58.3%,58.3%,0.00%,25.00%,15.5%,3.0%,0.0%,13.3%,97.0%,11.1%,.356,.291,-0.32,-.004,Clippers,GWN vs. COL (2024-08-30)<br>W 2-1,8/30/24
27,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Mississippi Braves,MIS,430,Mississippi,AAX,ATL,2024,750269,2024-08-22 19:35:00,MIS - AAX,430,AAX,true,true,true,Mississippi,MIS,MIS,498,CHA,CHA,W 3-0,ATL,CIN,22.3,AA,24,1,1,5.0,86,21,15.1%,95.2,95.5,13.4,5.70,33.3%,14.3%,60.5%,48.8%,16.3%,52.4%,66.7%,25.00%,71.43%,29.1%,28.9%,15.4%,27.3%,71.1%,0.0%,.251,.284,1.14,.013,Lookouts,MIS vs. CHA (2024-08-22)<br>W 3-0,8/22/24
28,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Mississippi Braves,MIS,430,Mississippi,AAX,ATL,2024,750484,2024-08-16 19:35:00,MIS - AAX,430,AAX,false,true,true,Mississippi,MIS,MIS,5015,BLX,BLX,W 2-0,ATL,MIL,22.3,AA,24,1,1,6.0,92,23,12.0%,94.4,95.7,13.6,5.45,26.1%,4.3%,63.0%,53.3%,18.5%,69.6%,78.3%,15.00%,40.00%,28.3%,22.0%,17.6%,16.3%,78.0%,7.1%,.193,.208,1.66,.018,Shuckers,MIS vs. BLX (2024-08-16)<br>W 2-0,8/16/24
29,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Mississippi Braves,MIS,430,Mississippi,AAX,ATL,2024,750277,2024-08-09 19:35:00,MIS - AAX,430,AAX,true,false,true,Mississippi,MIS,MIS,4124,PNS,PNS,L 1-2,ATL,MIA,22.3,AA,24,1,1,6.0,89,22,22.5%,94.2,94.5,11.6,5.70,27.3%,9.1%,62.9%,46.1%,18.0%,59.1%,59.1%,27.27%,57.14%,28.1%,18.4%,15.4%,25.0%,81.6%,7.1%,.201,.143,1.53,.017,Blue Wahoos,MIS vs. PNS (2024-08-09)<br>L 1-2,8/9/24
30,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Mississippi Braves,MIS,430,Mississippi,AAX,ATL,2024,750285,2024-08-02 19:35:00,MIS - AAX,430,AAX,true,true,true,Mississippi,MIS,MIS,553,KNX,KNX,W 7-6,ATL,CHC,22.3,AA,24,1,1,3.0,83,18,10.8%,94.4,95.1,11.3,5.65,33.3%,5.6%,61.4%,47.0%,12.0%,77.8%,47.1%,15.79%,55.56%,39.8%,41.9%,30.0%,25.0%,58.1%,18.2%,.339,.511,-1.18,-.014,Smokies,MIS vs. KNX (2024-08-02)<br>W 7-6,8/2/24
31,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Mississippi Braves,MIS,430,Mississippi,AAX,ATL,2024,750214,2024-07-28 14:30:00 (1),MIS - AAX,430,AAX,false,false,true,Mississippi,MIS,MIS,421,MTG,MTG,L 3-4 (7),ATL,TB,22.3,AA,24,1,1,5.0,64,18,9.4%,93.6,95.0,13.9,5.67,33.3%,5.6%,64.1%,48.4%,17.2%,66.7%,66.7%,37.50%,83.33%,34.4%,40.6%,27.3%,30.3%,59.4%,18.2%,.246,.206,0.94,.015,Biscuits,MIS vs. MTG (2024-07-28)<br>L 3-4,7/28/24
32,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Mississippi Braves,MIS,430,Mississippi,AAX,ATL,2024,750147,2024-07-21 17:05:00,MIS - AAX,430,AAX,false,true,true,Mississippi,MIS,MIS,4124,PNS,PNS,W 5-1 (11),ATL,MIA,22.3,AA,24,1,1,7.0,90,25,16.7%,94.6,95.0,13.6,5.76,64.0%,0.0%,74.4%,53.3%,12.2%,64.0%,76.0%,66.67%,93.33%,45.6%,50.0%,35.3%,42.9%,50.0%,0.0%,.070,.106,3.97,.044,Blue Wahoos,MIS vs. PNS (2024-07-21)<br>W 5-1,7/21/24
33,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Mississippi Braves,MIS,430,Mississippi,AAX,ATL,2024,750287,2024-07-12 19:35:00,MIS - AAX,430,AAX,true,false,true,Mississippi,MIS,MIS,247,BIR,BIR,L 4-7,ATL,CWS,22.3,AA,24,1,1,4.0,73,20,24.7%,94.6,95.1,12.1,5.63,15.0%,20.0%,61.6%,50.7%,13.7%,65.0%,60.0%,13.33%,50.00%,26.0%,23.5%,4.8%,36.1%,76.5%,23.1%,.376,.358,0.11,.002,Barons,MIS vs. BIR (2024-07-12)<br>L 4-7,7/12/24
34,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Mississippi Braves,MIS,430,Mississippi,AAX,ATL,2024,750501,2024-07-01 19:35:00,MIS - AAX,430,AAX,false,false,true,Mississippi,MIS,MIS,5015,BLX,BLX,L 5-7,ATL,MIL,22.3,AA,24,1,1,4.0,91,25,15.4%,94.7,95.1,12.9,5.52,24.0%,16.0%,57.1%,48.4%,12.1%,44.0%,60.0%,25.00%,55.56%,29.7%,21.9%,8.3%,17.0%,78.1%,21.4%,.415,.516,-1.73,-.019,Shuckers,MIS vs. BLX (2024-07-01)<br>L 5-7,7/1/24
35,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Mississippi Braves,MIS,430,Mississippi,AAX,ATL,2024,750297,2024-06-25 19:35:00,MIS - AAX,430,AAX,true,true,true,Mississippi,MIS,MIS,421,MTG,MTG,W 4-1,ATL,TB,22.3,AA,24,1,1,6.0,85,22,7.1%,94.7,94.6,10.6,5.62,36.4%,13.6%,56.5%,40.0%,23.5%,54.5%,72.7%,18.18%,87.50%,32.9%,33.3%,6.3%,27.5%,66.7%,10.0%,.270,.207,0.54,.006,Biscuits,MIS vs. MTG (2024-06-25)<br>W 4-1,6/25/24
36,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Rome Emperors,ROM,432,Rome,AFA,ATL,2024,754577,2024-06-18 19:00:00,ROM - AFA,432,AFA,true,true,true,Rome,ROM,ROM,428,GVL,GVL,W 1-0,ATL,BOS,22.3,A+,24,1,1,7.0,84,27,13.1%,93.9,94.3,13.3,5.57,25.9%,3.7%,66.7%,51.2%,19.0%,70.4%,77.8%,42.86%,50.00%,40.5%,31.3%,15.0%,29.3%,68.8%,12.5%,.323,.236,-0.58,-.007,Drive,ROM vs. GVL (2024-06-18)<br>W 1-0,6/18/24
37,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Rome Emperors,ROM,432,Rome,AFA,ATL,2024,755044,2024-06-11 19:35:00,ROM - AFA,432,AFA,false,false,true,Rome,ROM,ROM,2498,BG,BG,L 2-4,ATL,TB,22.3,A+,24,1,1,6.2,85,24,32.9%,94.3,94.6,12.3,5.70,25.0%,8.3%,57.6%,49.4%,20.0%,58.3%,50.0%,33.33%,66.67%,27.1%,31.6%,25.0%,14.0%,68.4%,0.0%,.302,.198,-0.12,-.001,Hot Rods,ROM vs. BG (2024-06-11)<br>L 2-4,6/11/24
38,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Rome Emperors,ROM,432,Rome,AFA,ATL,2024,754578,2024-06-05 12:00:00,ROM - AFA,432,AFA,true,false,true,Rome,ROM,ROM,580,WS,WS,L 2-6,ATL,CWS,22.3,A+,24,1,1,2.2,51,12,39.2%,94.0,94.4,13.1,5.69,25.0%,0.0%,60.8%,45.1%,13.7%,58.3%,58.3%,0.00%,50.00%,23.5%,24.0%,17.6%,28.6%,76.0%,11.1%,.339,.496,-0.71,-.014,Dash,ROM vs. WS (2024-06-05)<br>L 2-6,6/5/24
39,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Rome Emperors,ROM,432,Rome,AFA,ATL,2024,754844,2024-05-29 19:05:00,ROM - AFA,432,AFA,false,true,true,Rome,ROM,ROM,428,GVL,GVL,W 10-8,ATL,BOS,22.3,A+,24,1,1,3.2,85,24,18.8%,93.8,94.3,9.9,5.61,20.8%,12.5%,56.5%,47.1%,21.2%,54.2%,66.7%,20.00%,66.67%,23.5%,24.3%,11.5%,24.4%,75.7%,42.9%,.402,.464,-1.46,-.017,Drive,ROM vs. GVL (2024-05-29)<br>W 10-8,5/29/24
40,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Rome Emperors,ROM,432,Rome,AFA,ATL,2024,754582,2024-05-23 19:00:00,ROM - AFA,432,AFA,true,true,true,Rome,ROM,ROM,426,WIL,WIL,W 2-1,ATL,WSH,22.3,A+,24,1,1,7.0,87,25,29.9%,94.2,94.9,12.5,5.56,32.0%,8.0%,60.9%,40.2%,14.9%,80.0%,60.0%,62.50%,63.64%,26.4%,25.0%,4.0%,28.8%,75.0%,0.0%,.231,.134,0.93,.011,Blue Rocks,ROM vs. WIL (2024-05-23)<br>W 2-1,5/23/24
