Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,seasonYear,gameId,date,teamWithLevel,teamId,teamLevel,home,win,final,location,team,abbrevName,opponentId,opponentToken,opponent,result,org,oppOrg,SeasonAgeAvg,SeasonLevel,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P,scatterName,scatterExtra,gameDay
41,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Rome Emperors,ROM,432,Rome,AFA,ATL,2024,755121,2024-05-16 12:05:00 (1),ROM - AFA,432,AFA,false,true,true,Rome,ROM,ROM,573,ASH,ASH,W 6-1 (7),ATL,HOU,22.3,A+,24,1,1,4.2,85,20,5.9%,94.7,93.9,8.1,5.58,20.0%,5.0%,67.1%,56.5%,16.5%,80.0%,57.1%,14.29%,23.08%,32.9%,14.7%,8.0%,24.3%,85.3%,21.4%,.378,.326,-0.91,-.011,Tourists,ROM vs. ASH (2024-05-16)<br>W 6-1,5/16/24
42,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Rome Emperors,ROM,432,Rome,AFA,ATL,2024,754587,2024-05-10 19:00:00,ROM - AFA,432,AFA,true,false,true,Rome,ROM,ROM,453,BRK,BRK,L 3-6 (10),ATL,NYM,22.3,A+,24,1,1,5.1,86,25,1.2%,92.6,93.0,5.8,5.57,20.0%,16.0%,55.8%,45.3%,11.6%,68.0%,50.0%,33.33%,50.00%,30.2%,35.3%,23.8%,27.7%,64.7%,13.3%,.306,.280,0.89,.010,Cyclones,ROM vs. BRK (2024-05-10)<br>L 3-6,5/10/24
43,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Rome Emperors,ROM,432,Rome,AFA,ATL,2024,754592,2024-05-04 17:00:00,ROM - AFA,432,AFA,true,true,true,Rome,ROM,ROM,448,HIC,HIC,W 3-1,ATL,TEX,22.3,A+,24,1,1,6.0,76,21,0.0%,-,92.7,6.6,5.52,23.8%,4.8%,67.1%,60.5%,13.2%,57.1%,52.4%,20.00%,62.50%,28.9%,27.5%,21.2%,23.3%,72.5%,0.0%,.216,.117,1.93,.025,Crawdads,ROM vs. HIC (2024-05-04)<br>W 3-1,5/4/24
44,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Rome Emperors,ROM,432,Rome,AFA,ATL,2024,754464,2024-04-28 14:00:00,ROM - AFA,432,AFA,false,false,true,Rome,ROM,ROM,580,WS,WS,L 2-5,ATL,CWS,22.3,A+,24,1,1,2.2,75,18,0.0%,-,93.1,4.6,4.84,11.1%,27.8%,58.7%,44.6%,14.9%,50.0%,72.2%,14.29%,25.00%,32.0%,28.6%,23.5%,24.4%,71.4%,11.1%,.358,.436,1.06,.014,Dash,ROM vs. WS (2024-04-28)<br>L 2-5,4/28/24
45,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Rome Emperors,ROM,432,Rome,AFA,ATL,2024,754470,2024-04-23 19:00:00,ROM - AFA,432,AFA,false,false,true,Rome,ROM,ROM,580,WS,WS,L 7-8 (10),ATL,CWS,22.3,A+,24,1,1,4.0,82,22,0.0%,-,91.6,5.0,4.87,27.3%,27.3%,56.1%,39.5%,22.2%,50.0%,68.2%,16.67%,62.50%,29.3%,29.0%,0.0%,26.5%,71.0%,12.5%,.359,.308,-0.22,-.003,Dash,ROM vs. WS (2024-04-23)<br>L 7-8,4/23/24
46,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Rome Emperors,ROM,432,Rome,AFA,ATL,2024,755135,2024-04-16 18:35:00,ROM - AFA,432,AFA,false,false,true,Rome,ROM,ROM,573,ASH,ASH,L 2-4,ATL,HOU,22.3,A+,24,1,1,3.2,75,20,4.0%,91.5,92.3,9.0,5.57,25.0%,15.0%,62.7%,44.0%,13.3%,55.0%,60.0%,12.50%,50.00%,29.3%,32.4%,22.7%,35.7%,67.6%,9.1%,.412,.374,-0.66,-.009,Tourists,ROM vs. ASH (2024-04-16)<br>L 2-4,4/16/24
47,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Rome Emperors,ROM,432,Rome,AFA,ATL,2024,754606,2024-04-06 17:00:00,ROM - AFA,432,AFA,true,true,true,Rome,ROM,ROM,448,HIC,HIC,W 4-1,ATL,TEX,22.3,A+,24,1,1,6.0,70,20,1.4%,90.4,91.7,7.0,5.67,30.0%,0.0%,72.9%,57.1%,21.4%,75.0%,90.0%,20.00%,71.43%,28.6%,24.4%,13.8%,40.0%,75.6%,7.1%,.136,.132,2.28,.033,Crawdads,ROM vs. HIC (2024-04-06)<br>W 4-1,4/6/24
48,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Mississippi Braves,MIS,430,Mississippi,AAX,ATL,2023,720949,2023-09-12 19:35:00,MIS - AAX,430,AAX,false,true,true,Mississippi,MIS,MIS,4124,PNS,PNS,W 5-4 (10),ATL,MIA,21.2,AA,24,1,1,0.2,34,6,14.7%,92.1,92.7,10.1,5.49,16.7%,66.7%,44.1%,35.3%,26.5%,33.3%,50.0%,11.11%,-,17.6%,10.0%,12.5%,9.1%,90.0%,0.0%,.468,.464,-0.11,-.003,Blue Wahoos,MIS vs. PNS (2023-09-12)<br>W 5-4,9/12/23
49,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Augusta GreenJackets,AUG,478,Augusta,AFX,ATL,2023,728025,2023-09-05 19:00:00,AUG - AFX,478,AFX,false,true,true,Augusta,AUG,AUG,485,DE,DE,W 4-2,ATL,TEX,21.2,A,24,1,1,3.0,54,14,20.4%,93.1,93.7,12.1,4.82,50.0%,7.1%,63.0%,42.6%,27.8%,35.7%,71.4%,80.00%,80.00%,38.9%,48.0%,31.3%,29.0%,52.0%,0.0%,.190,.265,0.75,.014,Wood Ducks,AUG vs. DE (2023-09-05)<br>W 4-2,9/5/23
50,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Augusta GreenJackets,AUG,478,Augusta,AFX,ATL,2023,728355,2023-08-29 19:05:00,AUG - AFX,478,AFX,true,true,true,Augusta,AUG,AUG,414,SAL,SAL,W 11-9,ATL,BOS,21.2,A,24,1,1,2.2,46,9,0.0%,-,93.8,9.4,5.50,55.6%,11.1%,60.9%,43.5%,15.2%,55.6%,44.4%,16.67%,50.00%,34.8%,42.9%,30.8%,30.8%,57.1%,0.0%,.113,.077,1.29,.028,Red Sox,AUG vs. SAL (2023-08-29)<br>W 11-9,8/29/23
