Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,seasonYear,gameId,date,teamWithLevel,teamId,teamLevel,home,win,final,location,team,abbrevName,opponentId,opponentToken,opponent,result,org,oppOrg,SeasonAgeAvg,SeasonLevel,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P,scatterName,scatterExtra,gameDay
21,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,2025,783345,2025-04-06 12:30:00 (1),BNG - AAX,505,AAX,false,false,true,Binghamton,BNG,BNG,463,NH,NH,L 0-1,NYM,TOR,23.9,AA,24,1,1,4.0,70,15,0.0%,-,94.9,16.2,6.30,53.3%,0.0%,77.1%,67.1%,8.6%,73.3%,73.3%,21.05%,63.64%,35.7%,34.1%,23.5%,43.5%,65.9%,0.0%,.099,.201,2.88,.041,Fisher Cats,BNG vs. NH (2025-04-06)<br>L 0-1,4/6/25
22,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,2024,750750,2024-09-12 18:00:00,BNG - AAX,505,AAX,false,true,true,Binghamton,BNG,BNG,546,POR,POR,W 9-0,NYM,BOS,22.9,AA,24,1,1,6.0,80,22,7.5%,92.8,94.3,16.9,6.21,27.3%,9.1%,62.5%,42.5%,16.3%,68.2%,50.0%,45.45%,60.00%,25.0%,25.0%,11.1%,28.3%,75.0%,0.0%,.181,.143,2.14,.027,Sea Dogs,BNG vs. POR (2024-09-12)<br>W 9-0,9/12/24
23,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,2024,751163,2024-09-06 19:05:00,BNG - AAX,505,AAX,true,false,true,Binghamton,BNG,BNG,1956,SOM,SOM,L 3-9 (10),NYM,NYY,22.9,AA,24,1,1,5.0,92,21,5.4%,94.3,95.1,15.7,6.10,23.8%,14.3%,58.7%,50.0%,16.3%,81.0%,61.9%,15.79%,50.00%,27.2%,27.5%,27.6%,23.9%,72.5%,0.0%,.241,.182,1.75,.019,Patriots,BNG vs. SOM (2024-09-06)<br>L 3-9,9/6/24
24,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,2024,750891,2024-08-31 18:10:00,BNG - AAX,505,AAX,false,false,true,Binghamton,BNG,BNG,538,HFD,HFD,L 6-7 (10),NYM,COL,22.9,AA,24,1,1,3.2,77,21,28.0%,95.0,95.8,17.1,5.40,9.5%,19.0%,58.4%,49.4%,20.8%,66.7%,66.7%,15.38%,28.57%,20.8%,9.4%,4.0%,17.9%,90.6%,14.3%,.435,.453,-1.35,-.018,Yard Goats,BNG vs. HFD (2024-08-31)<br>L 6-7,8/31/24
25,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,2024,751167,2024-08-25 17:05:00,BNG - AAX,505,AAX,true,true,true,Binghamton,BNG,BNG,522,REA,REA,W 2-1 (10),NYM,PHI,22.9,AA,24,1,1,4.2,63,15,6.3%,94.8,95.0,14.8,6.18,46.7%,6.7%,63.5%,54.0%,20.6%,53.3%,53.3%,44.44%,71.43%,28.6%,29.0%,25.0%,24.1%,71.0%,0.0%,.105,.105,1.90,.030,Fightin Phils,BNG vs. REA (2024-08-25)<br>W 2-1,8/25/24
26,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,2024,751172,2024-08-20 18:35:00,BNG - AAX,505,AAX,true,true,true,Binghamton,BNG,BNG,522,REA,REA,W 4-2,NYM,PHI,22.9,AA,24,1,1,6.0,75,21,24.3%,93.9,94.7,16.1,6.13,23.8%,0.0%,70.7%,60.0%,12.0%,76.2%,76.2%,27.78%,66.67%,33.3%,20.0%,17.9%,23.3%,80.0%,13.3%,.176,.236,2.17,.029,Fightin Phils,BNG vs. REA (2024-08-20)<br>W 4-2,8/20/24
27,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,2024,751174,2024-08-14 18:35:00,BNG - AAX,505,AAX,true,false,true,Binghamton,BNG,BNG,546,POR,POR,L 4-6 (11),NYM,BOS,22.9,AA,24,1,1,5.1,81,19,8.6%,94.4,95.4,15.6,6.11,15.8%,10.5%,65.4%,51.9%,13.6%,84.2%,78.9%,5.26%,37.50%,30.9%,22.2%,12.0%,28.2%,77.8%,0.0%,.213,.203,2.40,.030,Sea Dogs,BNG vs. POR (2024-08-14)<br>L 4-6,8/14/24
28,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,2024,750557,2024-08-07 19:05:00,BNG - AAX,505,AAX,false,false,true,Binghamton,BNG,BNG,1956,SOM,SOM,L 0-5,NYM,NYY,22.9,AA,24,1,1,3.1,69,18,29.0%,94.1,94.6,16.1,6.10,22.2%,16.7%,63.8%,49.3%,8.7%,55.6%,55.6%,9.09%,37.50%,33.3%,32.3%,19.0%,28.6%,67.7%,30.0%,.471,.574,-1.06,-.015,Patriots,BNG vs. SOM (2024-08-07)<br>L 0-5,8/7/24
29,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,2024,750629,2024-07-26 18:35:00,BNG - AAX,505,AAX,false,false,true,Binghamton,BNG,BNG,3410,RIC,RIC,L 2-5,NYM,SF,22.9,AA,24,1,1,5.0,71,21,4.2%,95.3,95.3,13.9,6.09,14.3%,4.8%,67.6%,62.0%,9.9%,66.7%,57.1%,18.18%,50.00%,29.6%,15.6%,17.2%,11.1%,84.4%,11.8%,.317,.316,-0.26,-.004,Flying Squirrels,BNG vs. RIC (2024-07-26)<br>L 2-5,7/26/24
30,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,2024,751183,2024-07-20 18:07:00,BNG - AAX,505,AAX,true,false,true,Binghamton,BNG,BNG,106,ERI,ERI,L 0-3,NYM,DET,22.9,AA,24,1,1,4.0,67,17,9.0%,93.2,93.7,13.7,6.21,17.6%,17.6%,55.2%,38.8%,16.4%,64.7%,47.1%,28.57%,37.50%,28.4%,28.0%,22.2%,17.1%,72.0%,10.0%,.265,.216,0.62,.009,SeaWolves,BNG vs. ERI (2024-07-20)<br>L 0-3,7/20/24
31,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,2024,750840,2024-07-12 18:35:00,BNG - AAX,505,AAX,false,true,true,Binghamton,BNG,BNG,463,NH,NH,W 6-4,NYM,TOR,22.9,AA,24,1,1,4.0,88,21,10.2%,94.2,95.3,15.6,6.17,14.3%,14.3%,63.6%,62.5%,10.2%,61.9%,52.4%,7.14%,22.22%,26.1%,15.4%,6.1%,18.2%,84.6%,7.1%,.366,.402,0.29,.003,Fisher Cats,BNG vs. NH (2024-07-12)<br>W 6-4,7/12/24
32,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,2024,750912,2024-07-05 18:10:00,BNG - AAX,505,AAX,false,true,true,Binghamton,BNG,BNG,538,HFD,HFD,W 7-3,NYM,COL,22.9,AA,24,1,1,5.0,72,25,12.7%,95.3,95.4,12.1,5.28,20.0%,8.0%,65.3%,47.9%,16.9%,52.0%,76.0%,25.00%,80.00%,31.9%,35.1%,23.1%,29.7%,64.9%,6.3%,.277,.367,0.75,.010,Yard Goats,BNG vs. HFD (2024-07-05)<br>W 7-3,7/5/24
33,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,2024,751196,2024-06-28 12:05:00 (1),BNG - AAX,505,AAX,true,false,true,Binghamton,BNG,BNG,546,POR,POR,L 0-2 (7),NYM,BOS,22.9,AA,24,1,1,5.0,80,21,7.5%,93.9,94.8,14.9,6.19,23.8%,4.8%,65.0%,53.8%,13.8%,71.4%,57.1%,28.57%,40.00%,28.7%,23.7%,20.7%,24.3%,76.3%,7.1%,.199,.235,1.71,.021,Sea Dogs,BNG vs. POR (2024-06-28)<br>L 0-2,6/28/24
34,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,2024,751333,2024-06-21 19:05:00,BNG - AAX,505,AAX,false,false,true,Binghamton,BNG,BNG,402,AKR,AKR,L 4-11,NYM,CLE,22.9,AA,24,1,1,2.1,61,12,0.0%,-,95.0,12.6,6.25,33.3%,16.7%,62.3%,54.1%,24.6%,66.7%,53.8%,11.11%,66.67%,24.6%,14.8%,13.0%,14.3%,85.2%,33.3%,.566,.603,-2.46,-.040,RubberDucks,BNG vs. AKR (2024-06-21)<br>L 4-11,6/21/24
35,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,2024,751197,2024-06-15 18:07:00,BNG - AAX,505,AAX,true,false,true,Binghamton,BNG,BNG,1956,SOM,SOM,L 4-6 (10),NYM,NYY,22.9,AA,24,1,1,5.2,82,24,37.8%,94.2,95.3,15.8,6.11,8.3%,12.5%,56.1%,51.2%,15.9%,62.5%,45.8%,0.00%,40.00%,22.0%,20.0%,10.0%,12.5%,80.0%,16.7%,.395,.376,-0.93,-.011,Patriots,BNG vs. SOM (2024-06-15)<br>L 4-6,6/15/24
36,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,2024,751127,2024-06-09 13:05:00,BNG - AAX,505,AAX,false,false,true,Binghamton,BNG,BNG,418,CHE,CHE,L 0-3,NYM,BAL,22.9,AA,24,1,1,2.2,47,11,27.7%,94.7,95.0,16.0,5.98,54.5%,0.0%,72.3%,53.2%,10.6%,72.7%,63.6%,28.57%,57.14%,44.7%,40.9%,21.4%,36.4%,59.1%,40.0%,.295,.414,-0.10,-.002,Baysox,BNG vs. CHE (2024-06-09)<br>L 0-3,6/9/24
37,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,2024,751130,2024-06-04 18:35:00,BNG - AAX,505,AAX,false,false,true,Binghamton,BNG,BNG,418,CHE,CHE,L 1-4,NYM,BAL,22.9,AA,24,1,1,5.0,80,20,11.3%,94.5,94.9,16.3,6.11,40.0%,0.0%,65.0%,53.8%,11.3%,65.0%,75.0%,42.86%,55.56%,32.5%,27.8%,20.0%,29.7%,72.2%,25.0%,.129,.333,2.27,.028,Baysox,BNG vs. CHE (2024-06-04)<br>L 1-4,6/4/24
38,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,2024,751206,2024-05-29 11:05:00,BNG - AAX,505,AAX,true,false,true,Binghamton,BNG,BNG,547,HBG,HBG,L 0-2 (7),NYM,WSH,22.9,AA,24,1,1,5.0,76,23,27.6%,94.7,95.8,16.7,6.20,17.4%,8.7%,63.2%,55.3%,11.8%,69.6%,65.2%,33.33%,33.33%,26.3%,22.2%,18.5%,26.5%,77.8%,18.8%,.365,.321,-0.32,-.004,Senators,BNG vs. HBG (2024-05-29)<br>L 0-2,5/29/24
