Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,seasonYear,gameId,date,teamWithLevel,teamId,teamLevel,home,win,final,location,team,abbrevName,opponentId,opponentToken,opponent,result,org,oppOrg,SeasonAgeAvg,SeasonLevel,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P,scatterName,scatterExtra,gameDay
31,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2023,730107,2023-07-22 18:30:00,LAK - AFX,570,AFX,false,false,true,Lakeland,LAK,LAK,424,DUN,DUN,L 0-1,DET,TOR,20.9,A,23,1,1,3.2,57,16,33.3%,97.1,97.8,18.5,6.33,43.8%,6.3%,68.4%,56.1%,19.3%,81.3%,87.5%,50.00%,77.78%,40.4%,44.8%,34.8%,24.0%,55.2%,12.5%,.297,.302,-0.02,-.000,Blue Jays,LAK vs. DUN (2023-07-22)<br>L 0-1,7/22/23
32,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2023,729655,2023-07-15 18:30:00,LAK - AFX,570,AFX,false,true,true,Lakeland,LAK,LAK,587,TAM,TAM,W 4-3 (10),DET,NYY,20.9,A,23,1,1,4.0,62,17,46.8%,96.8,97.4,19.7,6.39,17.6%,0.0%,67.7%,51.6%,19.4%,58.8%,64.7%,13.33%,100.00%,21.0%,19.4%,10.7%,26.7%,80.6%,30.8%,.283,.338,0.24,.004,Tarpons,LAK vs. TAM (2023-07-15)<br>W 4-3,7/15/23
33,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2023,729715,2023-07-09 13:00:00,LAK - AFX,570,AFX,true,true,true,Lakeland,LAK,LAK,507,SLU,SLU,W 5-2,DET,NYM,20.9,A,23,1,1,2.2,59,12,54.2%,95.9,97.0,20.1,6.30,33.3%,16.7%,59.3%,35.6%,22.0%,66.7%,75.0%,20.00%,50.00%,30.5%,43.3%,62.5%,36.8%,56.7%,0.0%,.188,.190,1.57,.027,Mets,LAK vs. SLU (2023-07-09)<br>W 5-2,7/9/23
34,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2023,729851,2023-07-03 18:30:00,LAK - AFX,570,AFX,false,true,true,Lakeland,LAK,LAK,509,FTM,FTM,W 5-4,DET,MIN,20.9,A,23,1,1,1.0,18,5,61.1%,96.9,97.7,18.5,6.27,0.0%,0.0%,55.6%,33.3%,11.1%,60.0%,50.0%,0.00%,0.00%,5.6%,10.0%,16.7%,33.3%,90.0%,20.0%,.305,.353,-0.07,-.004,Mighty Mussels,LAK vs. FTM (2023-07-03)<br>W 5-4,7/3/23
35,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2023,729857,2023-06-28 19:00:00,LAK - AFX,570,AFX,false,false,true,Lakeland,LAK,LAK,509,FTM,FTM,L 2-16,DET,MIN,20.9,A,23,1,1,2.0,21,7,52.4%,97.4,97.6,18.5,6.23,14.3%,0.0%,71.4%,52.4%,19.0%,85.7%,71.4%,25.00%,0.00%,28.6%,0.0%,0.0%,40.0%,100.0%,0.0%,.176,.126,0.64,.031,Mighty Mussels,LAK vs. FTM (2023-06-28)<br>L 2-16,6/28/23
36,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2023,729729,2023-06-22 11:00:00,LAK - AFX,570,AFX,true,true,true,Lakeland,LAK,LAK,3390,BRD,BRD,W 13-4,DET,PIT,20.9,A,23,1,1,2.2,46,11,43.5%,96.9,97.6,18.3,6.23,45.5%,0.0%,67.4%,56.5%,17.4%,63.6%,72.7%,22.22%,62.50%,41.3%,33.3%,15.4%,25.0%,66.7%,20.0%,.241,.307,0.37,.008,Marauders,LAK vs. BRD (2023-06-22)<br>W 13-4,6/22/23
37,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,FCL Tigers,F-TIG,473,FCL Tigers,ROK,DET,2023,742742,2023-06-17 10:00:00,F-TIG - ROK,473,ROK,false,false,true,FCL Tigers,F-TIG,F-TIG,1390,F-BLU,F-BLU,L 4-9,DET,TOR,20.9,ROK,23,1,1,2.0,22,6,40.9%,97.9,98.1,22.0,5.01,66.7%,0.0%,77.3%,54.5%,9.1%,100.0%,83.3%,50.00%,80.00%,54.5%,54.5%,42.9%,40.0%,45.5%,0.0%,.021,.000,1.11,.051,FCL Blue Jays,F-TIG vs. F-BLU (2023-06-17)<br>L 4-9,6/17/23
38,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2022,671569,2022-09-10 18:35:00,WM - AFA,582,AFA,true,true,true,West Michigan,WM,WM,456,GL,GL,W 5-4 (10),DET,LAD,19.9,A+,23,1,1,5.0,73,20,62.0%,95.5,96.4,19.3,6.50,20.0%,5.0%,58.9%,40.8%,15.5%,65.0%,45.0%,40.00%,33.33%,26.0%,35.1%,18.2%,31.0%,64.9%,25.0%,.272,.218,0.83,.011,Loons,WM vs. GL (2022-09-10)<br>W 5-4,9/10/22
39,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2022,672485,2022-09-03 18:35:00,WM - AFA,582,AFA,false,true,true,West Michigan,WM,WM,584,FW,FW,W 10-3,DET,SD,19.9,A+,23,1,1,5.2,79,24,60.3%,96.0,96.8,19.4,6.60,12.5%,12.5%,65.8%,56.4%,14.1%,75.0%,70.8%,25.00%,37.50%,30.4%,20.0%,11.1%,20.6%,80.0%,11.1%,.263,.233,1.86,.024,TinCaps,WM vs. FW (2022-09-03)<br>W 10-3,9/3/22
40,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2022,671625,2022-08-27 18:35:00,WM - AFA,582,AFA,true,true,true,West Michigan,WM,WM,550,SB,SB,W 3-1,DET,CHC,19.9,A+,23,1,1,5.0,67,19,59.7%,95.5,96.5,18.5,6.43,15.8%,5.3%,67.2%,50.7%,11.9%,63.2%,57.9%,14.29%,33.33%,23.9%,29.3%,26.7%,33.3%,70.7%,21.4%,.355,.305,0.11,.002,Cubs,WM vs. SB (2022-08-27)<br>W 3-1,8/27/22
41,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2022,670198,2022-08-17 18:30:00,LAK - AFX,570,AFX,true,true,true,Lakeland,LAK,LAK,507,SLU,SLU,W 4-3,DET,NYM,19.9,A,23,1,1,1.2,48,10,64.6%,95.3,95.8,17.5,6.53,30.0%,30.0%,52.1%,37.5%,18.8%,70.0%,50.0%,20.00%,50.00%,39.6%,62.5%,80.0%,20.0%,37.5%,0.0%,.247,.295,1.90,.040,Mets,LAK vs. SLU (2022-08-17)<br>W 4-3,8/17/22
42,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2022,670449,2022-08-10 19:05:00,LAK - AFX,570,AFX,false,false,true,Lakeland,LAK,LAK,450,DBT,DBT,L 1-7,DET,CIN,19.9,A,23,1,1,6.0,77,22,55.8%,95.2,96.2,18.5,6.01,27.3%,4.5%,72.7%,61.0%,14.3%,68.2%,68.2%,36.36%,45.45%,32.5%,27.9%,16.1%,40.0%,72.1%,26.7%,.361,.357,-0.23,-.003,Tortugas,LAK vs. DBT (2022-08-10)<br>L 1-7,8/10/22
43,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2022,670204,2022-08-03 13:05:00 (1),LAK - AFX,570,AFX,true,false,true,Lakeland,LAK,LAK,424,DUN,DUN,L 1-3 (7),DET,TOR,19.9,A,23,1,1,5.0,68,18,57.4%,95.7,96.7,18.2,6.41,33.3%,0.0%,70.6%,57.4%,8.8%,66.7%,50.0%,36.36%,50.00%,17.6%,14.3%,12.1%,31.0%,85.7%,16.7%,.333,.213,-0.10,-.001,Blue Jays,LAK vs. DUN (2022-08-03)<br>L 1-3,8/3/22
44,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2022,670830,2022-07-27 12:00:00,LAK - AFX,570,AFX,false,false,true,Lakeland,LAK,LAK,3390,BRD,BRD,L 5-13,DET,PIT,19.9,A,23,1,1,3.1,69,17,50.7%,94.4,95.4,18.9,6.40,41.2%,11.8%,65.2%,44.9%,21.7%,47.1%,70.6%,28.57%,85.71%,34.8%,30.0%,25.0%,36.8%,70.0%,37.5%,.233,.411,1.50,.022,Marauders,LAK vs. BRD (2022-07-27)<br>L 5-13,7/27/22
45,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2022,669212,2022-07-17 10:00:00 (1),LAK - AFX,570,AFX,false,true,true,Lakeland,LAK,LAK,279,PMB,PMB,W 8-7 (7),DET,STL,19.9,A,23,1,1,5.0,75,21,58.7%,94.4,95.2,20.2,6.23,28.6%,4.8%,65.3%,48.0%,20.0%,52.4%,57.1%,25.00%,55.56%,33.3%,31.4%,13.6%,33.3%,68.6%,14.3%,.297,.342,0.09,.001,Cardinals,LAK vs. PMB (2022-07-17)<br>W 8-7,7/17/22
46,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2022,670217,2022-07-09 18:00:00,LAK - AFX,570,AFX,true,false,true,Lakeland,LAK,LAK,3390,BRD,BRD,L 6-7 (10),DET,PIT,19.9,A,23,1,1,4.1,77,22,50.6%,93.8,95.8,19.2,6.05,18.2%,9.1%,55.8%,42.9%,27.3%,54.5%,45.5%,36.36%,75.00%,22.1%,18.8%,8.7%,20.5%,81.3%,43.8%,.434,.559,-3.06,-.040,Marauders,LAK vs. BRD (2022-07-09)<br>L 6-7,7/9/22
47,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2022,670538,2022-07-02 18:30:00,LAK - AFX,570,AFX,false,true,true,Lakeland,LAK,LAK,566,CLR,CLR,W 7-6,DET,PHI,19.9,A,23,1,1,5.0,74,18,52.7%,93.7,94.3,20.2,6.27,16.7%,0.0%,70.3%,48.6%,18.9%,72.2%,61.1%,7.69%,28.57%,24.3%,15.0%,14.8%,34.2%,85.0%,13.3%,.238,.213,0.82,.011,Threshers,LAK vs. CLR (2022-07-02)<br>W 7-6,7/2/22
48,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2022,670219,2022-06-26 11:30:00 (1),LAK - AFX,570,AFX,true,false,true,Lakeland,LAK,LAK,509,FTM,FTM,L 0-2 (7),DET,MIN,19.9,A,23,1,1,2.0,20,7,50.0%,93.4,94.0,17.7,6.12,28.6%,0.0%,80.0%,70.0%,10.0%,71.4%,100.0%,100.00%,50.00%,35.0%,30.8%,20.0%,50.0%,69.2%,0.0%,.139,.253,1.07,.053,Mighty Mussels,LAK vs. FTM (2022-06-26)<br>L 0-2,6/26/22
49,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2022,670228,2022-06-17 18:30:00,LAK - AFX,570,AFX,true,false,true,Lakeland,LAK,LAK,450,DBT,DBT,L 8-12,DET,CIN,19.9,A,23,1,1,4.0,76,19,42.1%,92.6,94.5,17.1,6.22,26.3%,15.8%,52.6%,35.5%,28.9%,57.9%,47.4%,23.08%,60.00%,25.0%,34.4%,22.2%,28.6%,65.6%,50.0%,.391,.433,-1.33,-.017,Tortugas,LAK vs. DBT (2022-06-17)<br>L 8-12,6/17/22
50,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2022,670394,2022-06-10 18:30:00,LAK - AFX,570,AFX,false,true,true,Lakeland,LAK,LAK,424,DUN,DUN,W 7-1,DET,TOR,19.9,A,23,1,1,5.0,75,22,45.3%,94.8,96.4,18.2,6.19,18.2%,9.1%,58.7%,41.3%,30.7%,63.6%,50.0%,28.57%,57.14%,24.0%,27.8%,4.8%,34.1%,72.2%,6.7%,.207,.290,1.95,.026,Blue Jays,LAK vs. DUN (2022-06-10)<br>W 7-1,6/10/22
51,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2022,670237,2022-06-04 13:05:00 (1),LAK - AFX,570,AFX,true,false,true,Lakeland,LAK,LAK,3390,BRD,BRD,L 0-3 (7),DET,PIT,19.9,A,23,1,1,3.0,63,15,63.5%,94.4,96.2,16.8,6.13,20.0%,13.3%,63.5%,39.7%,25.4%,66.7%,66.7%,10.00%,42.86%,23.8%,28.6%,27.3%,34.2%,71.4%,20.0%,.340,.294,0.10,.002,Marauders,LAK vs. BRD (2022-06-04)<br>L 0-3,6/4/22
52,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2022,670027,2022-05-27 18:30:00,LAK - AFX,570,AFX,true,true,true,Lakeland,LAK,LAK,587,TAM,TAM,W 10-9 (10),DET,NYY,19.9,A,23,1,1,3.0,67,15,58.2%,94.5,95.6,17.6,6.10,40.0%,20.0%,55.2%,35.8%,26.9%,46.7%,60.0%,23.08%,80.00%,35.8%,56.7%,50.0%,23.3%,43.3%,25.0%,.435,.431,-0.95,-.014,Tarpons,LAK vs. TAM (2022-05-27)<br>W 10-9,5/27/22
53,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2022,669370,2022-05-21 13:05:00 (1),LAK - AFX,570,AFX,true,true,true,Lakeland,LAK,LAK,479,JUP,JUP,W 3-2 (7),DET,MIA,19.9,A,23,1,1,4.0,54,16,44.4%,94.0,94.8,16.6,6.08,31.3%,6.3%,64.8%,48.1%,18.5%,75.0%,75.0%,40.00%,83.33%,24.1%,15.4%,6.3%,35.7%,84.6%,10.0%,.188,.307,0.98,.018,Hammerheads,LAK vs. JUP (2022-05-21)<br>W 3-2,5/21/22
54,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2022,670134,2022-05-13 18:10:00,LAK - AFX,570,AFX,false,false,true,Lakeland,LAK,LAK,507,SLU,SLU,L 4-7,DET,NYM,19.9,A,23,1,1,3.0,28,11,53.6%,95.6,96.3,20.5,6.02,18.2%,0.0%,64.3%,39.3%,25.0%,81.8%,72.7%,50.00%,66.67%,28.6%,16.7%,0.0%,41.2%,83.3%,0.0%,.186,.146,0.76,.027,Mets,LAK vs. SLU (2022-05-13)<br>L 4-7,5/13/22
55,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2022,670238,2022-05-07 18:00:00,LAK - AFX,570,AFX,true,true,true,Lakeland,LAK,LAK,509,FTM,FTM,W 12-7,DET,MIN,19.9,A,23,1,1,1.1,53,12,34.0%,94.5,96.2,16.5,6.18,16.7%,25.0%,56.6%,41.5%,28.3%,58.3%,75.0%,22.22%,50.00%,34.0%,40.0%,31.3%,12.9%,60.0%,42.9%,.421,.467,-0.99,-.019,Mighty Mussels,LAK vs. FTM (2022-05-07)<br>W 12-7,5/7/22
56,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2022,670043,2022-05-01 11:00:00 (1),LAK - AFX,570,AFX,false,false,true,Lakeland,LAK,LAK,587,TAM,TAM,L 2-3 (7),DET,NYY,19.9,A,23,1,1,3.0,39,12,56.4%,95.8,96.8,16.3,6.08,25.0%,8.3%,59.0%,38.5%,25.6%,58.3%,69.2%,100.00%,75.00%,28.2%,25.0%,12.5%,33.3%,75.0%,37.5%,.361,.409,-0.81,-.021,Tarpons,LAK vs. TAM (2022-05-01)<br>L 2-3,5/1/22
57,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2022,670254,2022-04-23 18:00:00,LAK - AFX,570,AFX,true,false,true,Lakeland,LAK,LAK,279,PMB,PMB,L 3-7,DET,STL,19.9,A,23,1,1,2.0,23,7,26.1%,95.7,96.3,14.8,6.23,57.1%,0.0%,78.3%,43.5%,8.7%,85.7%,42.9%,100.00%,100.00%,30.4%,35.3%,14.3%,76.9%,64.7%,33.3%,.167,.126,0.76,.033,Cardinals,LAK vs. PMB (2022-04-23)<br>L 3-7,4/23/22
58,695549,J. Jobe,Jackson Jobe,Jobe,Jackson,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,2022,670811,2022-04-17 12:00:00,LAK - AFX,570,AFX,false,false,true,Lakeland,LAK,LAK,3390,BRD,BRD,L 7-17,DET,PIT,19.9,A,23,1,1,1.0,20,6,36.8%,95.7,96.0,14.8,6.00,0.0%,16.7%,45.0%,52.6%,10.5%,50.0%,40.0%,0.00%,0.00%,20.0%,16.7%,0.0%,22.2%,83.3%,0.0%,.221,.262,0.31,.015,Marauders,LAK vs. BRD (2022-04-17)<br>L 7-17,4/17/22
