Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,seasonYear,gameId,date,teamWithLevel,teamId,teamLevel,home,win,final,location,team,abbrevName,opponentId,opponentToken,opponent,result,org,oppOrg,SeasonAgeAvg,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P,scatterName,scatterExtra,gameDay
11,802192,D. Corniel,Daniel Corniel,Corniel,Daniel,P,,,,,,,Wilson Warbirds,WIL,249,Wilson,AFX,MIL,2024,754310,2024-06-26 11:00:00,WIL - AFX,249,AFX,true,false,true,Wilson,WIL,WIL,481,HC,HC,L 3-6,MIL,CLE,20.0,21,1,1,3.1,64,17,0.0%,-,90.9,14.9,5.73,17.6%,23.5%,51.6%,40.6%,31.3%,35.3%,35.3%,50.00%,75.00%,25.0%,29.2%,30.0%,10.5%,70.8%,20.0%,.394,.509,-0.83,-.013,Hillcats,WIL vs. HC (2024-06-26)<br>L 3-6,6/26/24
12,802192,D. Corniel,Daniel Corniel,Corniel,Daniel,P,,,,,,,Wilson Warbirds,WIL,249,Wilson,AFX,MIL,2024,754182,2024-06-19 19:05:00,WIL - AFX,249,AFX,false,true,true,Wilson,WIL,WIL,3705,COL,COL,W 4-2,MIL,KC,20.0,21,1,1,7.0,79,25,3.8%,92.2,92.8,15.9,5.80,20.0%,4.0%,68.4%,60.8%,13.9%,64.0%,69.2%,50.00%,83.33%,26.6%,23.3%,17.1%,25.8%,76.7%,10.5%,.271,.215,1.00,.013,Fireflies,WIL vs. COL (2024-06-19)<br>W 4-2,6/19/24
13,802192,D. Corniel,Daniel Corniel,Corniel,Daniel,P,,,,,,,Wilson Warbirds,WIL,249,Wilson,AFX,MIL,2024,754311,2024-06-12 18:30:00,WIL - AFX,249,AFX,true,true,true,Wilson,WIL,WIL,436,FBG,FBG,W 8-2,MIL,WSH,20.0,21,1,1,6.0,80,20,10.0%,91.4,92.3,16.3,5.99,45.0%,10.0%,62.5%,42.5%,18.8%,50.0%,65.0%,38.46%,77.78%,38.8%,48.6%,30.4%,30.4%,51.4%,44.4%,.342,.260,-0.54,-.007,Nationals,WIL vs. FBG (2024-06-12)<br>W 8-2,6/12/24
14,802192,D. Corniel,Daniel Corniel,Corniel,Daniel,P,,,,,,,Wilson Warbirds,WIL,249,Wilson,AFX,MIL,2024,754256,2024-06-05 19:05:00,WIL - AFX,249,AFX,false,false,true,Wilson,WIL,WIL,233,CHS,CHS,L 4-5,MIL,TB,20.0,21,1,1,5.0,86,21,2.3%,91.5,92.1,15.0,5.82,23.8%,9.5%,57.0%,45.3%,24.4%,61.9%,63.6%,26.67%,14.29%,25.6%,22.9%,16.7%,23.4%,77.1%,16.7%,.263,.236,0.52,.006,RiverDogs,WIL vs. CHS (2024-06-05)<br>L 4-5,6/5/24
15,802192,D. Corniel,Daniel Corniel,Corniel,Daniel,P,,,,,,,Wilson Warbirds,WIL,249,Wilson,AFX,MIL,2024,754317,2024-05-29 18:30:00,WIL - AFX,249,AFX,true,true,true,Wilson,WIL,WIL,548,DEL,DEL,W 10-8,MIL,BAL,20.0,21,1,1,2.1,66,15,1.5%,91.6,91.8,16.2,5.81,20.0%,20.0%,54.5%,39.4%,24.2%,66.7%,43.8%,16.67%,42.86%,25.8%,32.1%,31.6%,22.5%,67.9%,28.6%,.439,.596,-0.93,-.014,Shorebirds,WIL vs. DEL (2024-05-29)<br>W 10-8,5/29/24
16,802192,D. Corniel,Daniel Corniel,Corniel,Daniel,P,,,,,,,Wilson Warbirds,WIL,249,Wilson,AFX,MIL,2024,754320,2024-05-22 18:30:00,WIL - AFX,249,AFX,true,true,true,Wilson,WIL,WIL,521,MB,MB,W 14-8,MIL,CHC,20.0,21,1,1,5.0,85,22,11.8%,90.7,91.5,15.8,5.82,13.6%,13.6%,60.0%,45.9%,23.5%,68.2%,50.0%,25.00%,50.00%,25.9%,21.6%,17.9%,19.6%,78.4%,25.0%,.328,.324,-0.21,-.002,Pelicans,WIL vs. MB (2024-05-22)<br>W 14-8,5/22/24
17,802192,D. Corniel,Daniel Corniel,Corniel,Daniel,P,,,,,,,Wilson Warbirds,WIL,249,Wilson,AFX,MIL,2024,754063,2024-05-16 19:43:00 (2),WIL - AFX,249,AFX,false,false,true,Wilson,WIL,WIL,485,DE,DE,L 0-5 (7),MIL,TEX,20.0,21,1,1,5.0,70,19,18.6%,92.4,93.1,17.2,4.89,26.3%,10.5%,64.3%,41.4%,22.9%,57.9%,68.4%,30.00%,71.43%,31.4%,32.4%,18.2%,29.3%,67.6%,25.0%,.276,.381,0.68,.010,Wood Ducks,WIL vs. DE (2024-05-16)<br>L 0-5,5/16/24
18,802192,D. Corniel,Daniel Corniel,Corniel,Daniel,P,,,,,,,Wilson Warbirds,WIL,249,Wilson,AFX,MIL,2024,753996,2024-05-09 18:35:00,WIL - AFX,249,AFX,false,true,true,Wilson,WIL,WIL,3712,FAY,FAY,W 11-2,MIL,HOU,20.0,21,1,1,6.0,92,26,5.4%,92.6,93.1,14.4,5.88,19.2%,11.5%,65.2%,39.1%,26.1%,69.2%,69.2%,6.25%,50.00%,30.4%,28.9%,16.0%,35.7%,71.1%,6.3%,.284,.243,1.31,.014,Woodpeckers,WIL vs. FAY (2024-05-09)<br>W 11-2,5/9/24
19,802192,D. Corniel,Daniel Corniel,Corniel,Daniel,P,,,,,,,Wilson Warbirds,WIL,249,Wilson,AFX,MIL,2024,754330,2024-05-01 18:30:00,WIL - AFX,249,AFX,true,true,true,Wilson,WIL,WIL,3705,COL,COL,W 2-1 (12),MIL,KC,20.0,21,1,1,6.0,84,23,14.3%,92.9,94.0,16.3,5.92,30.4%,0.0%,66.7%,46.4%,25.0%,65.2%,73.9%,28.57%,71.43%,35.7%,33.3%,11.5%,28.9%,66.7%,21.4%,.220,.185,1.08,.013,Fireflies,WIL vs. COL (2024-05-01)<br>W 2-1,5/1/24
20,802192,D. Corniel,Daniel Corniel,Corniel,Daniel,P,,,,,,,Wilson Warbirds,WIL,249,Wilson,AFX,MIL,2024,754336,2024-04-24 11:00:00,WIL - AFX,249,AFX,true,true,true,Wilson,WIL,WIL,414,SAL,SAL,W 4-3,MIL,BOS,20.0,21,1,1,4.2,80,18,17.5%,92.6,93.1,16.3,6.06,33.3%,5.6%,60.0%,58.8%,15.0%,61.1%,36.8%,25.00%,62.50%,30.0%,25.0%,23.1%,18.2%,75.0%,9.1%,.280,.304,0.67,.008,Red Sox,WIL vs. SAL (2024-04-24)<br>W 4-3,4/24/24
21,802192,D. Corniel,Daniel Corniel,Corniel,Daniel,P,,,,,,,Wilson Warbirds,WIL,249,Wilson,AFX,MIL,2024,754406,2024-04-17 19:05:00,WIL - AFX,249,AFX,false,true,true,Wilson,WIL,WIL,478,AUG,AUG,W 7-3,MIL,ATL,20.0,21,1,1,3.0,71,16,28.2%,92.3,93.0,17.4,5.94,25.0%,18.8%,62.0%,45.1%,29.6%,62.5%,50.0%,12.50%,57.14%,28.2%,25.0%,10.5%,33.3%,75.0%,11.1%,.308,.440,0.76,.011,GreenJackets,WIL vs. AUG (2024-04-17)<br>W 7-3,4/17/24
22,802192,D. Corniel,Daniel Corniel,Corniel,Daniel,P,,,,,,,Wilson Warbirds,WIL,249,Wilson,AFX,MIL,2024,754341,2024-04-10 18:00:00,WIL - AFX,249,AFX,true,true,true,Wilson,WIL,WIL,485,DE,DE,W 7-6,MIL,TEX,20.0,21,1,1,4.0,63,16,25.4%,92.1,92.8,17.2,6.08,18.8%,6.3%,60.3%,39.7%,14.3%,56.3%,56.3%,23.08%,50.00%,23.8%,14.8%,7.7%,36.8%,85.2%,16.7%,.260,.255,0.53,.008,Wood Ducks,WIL vs. DE (2024-04-10)<br>W 7-6,4/10/24
