Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,batsHand,throwsHand,SeasonAgeAvg,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P
226,800213,H. Chang,Hung-Leng Chang,Chang,Hung-Leng,P,Greensboro Grasshoppers,GBO,477,Greensboro,afa,PIT,Bradenton Marauders,BRD,3390,Bradenton,AFX,PIT,R,R,22.7,24,19,14,77.2,1233,337,30.6%,91.6,92.9,17.1,6.45,21.1%,9.2%,62.6%,47.0%,17.9%,57.9%,58.8%,24.07%,50.00%,25.5%,24.2%,17.5%,25.8%,75.8%,16.3%,.298,.337,17.07,.014
226,800537,C. Zazueta,Christian Zazueta,Zazueta,Christian,P,Great Lakes Loons,GL,456,Great Lakes,afa,LAD,Rancho Cucamonga Quakes,RC,526,Rancho Cuca.,AFX,LAD,R,R,19.7,21,19,11,71.0,1172,302,27.1%,92.6,93.5,16.6,6.19,28.5%,7.6%,64.5%,48.4%,17.7%,62.6%,61.5%,27.78%,53.73%,33.3%,33.5%,26.9%,28.3%,66.5%,11.0%,.300,.318,5.10,.004
226,800344,S. Liñan,Sean Paul Liñan,Liñan,Sean Paul,P,Hudson Valley Renegades,HV,537,Hudson Valley,afa,NYY,Rancho Cucamonga Quakes,RC,526,Rancho Cuca.,AFX,LAD,R,R,19.6,21,19,5,70.0,1150,297,7.5%,92.0,92.8,15.4,6.16,31.3%,8.8%,63.3%,44.9%,21.3%,54.9%,60.3%,27.59%,65.63%,32.5%,35.0%,24.9%,30.1%,65.0%,17.1%,.282,.320,7.30,.006
226,805702,J. García,Jogly García,García,Jogly,P,Lake County Captains,LC,437,Lake County,afa,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,R,R,20.8,22,19,14,73.1,1286,338,40.6%,92.9,93.9,16.5,6.26,26.6%,7.4%,63.8%,48.6%,17.5%,56.8%,58.1%,24.54%,54.11%,30.2%,31.9%,20.4%,27.7%,68.1%,14.5%,.289,.361,8.85,.007
226,806293,P. Martin,Payton Martin,Martin,Payton,P,Tulsa Drillers,TUL,260,Tulsa,aax,LAD,Great Lakes Loons,GL,456,Great Lakes,AFA,LAD,R,R,20.1,21,19,19,72.0,1151,315,45.4%,92.7,94.0,18.8,6.72,17.1%,11.1%,61.3%,48.7%,16.2%,60.0%,57.0%,20.44%,43.12%,27.8%,25.5%,18.0%,23.7%,74.5%,17.8%,.326,.326,2.47,.002
226,683264,A. Maier,Adam Maier,Maier,Adam,P,Everett AquaSox,EVE,403,Everett,afa,SEA,Rome Emperors,ROM,432,Rome,AFA,ATL,R,R,22.6,24,19,19,83.1,1289,358,0.4%,90.8,91.6,8.1,5.73,21.8%,7.0%,66.9%,54.8%,15.7%,63.1%,65.1%,21.86%,49.62%,28.5%,22.5%,16.0%,27.3%,77.5%,14.9%,.289,.304,12.50,.010
226,807756,E. Moreta,Edgar Moreta,Moreta,Edgar,P,,,,,,,St. Lucie Mets,SLU,507,St. Lucie,AFX,NYM,R,R,20.8,22,19,13,68.2,1172,307,22.0%,91.6,92.5,15.3,7.04,23.8%,7.8%,63.7%,45.9%,20.4%,61.9%,62.3%,19.58%,50.00%,28.7%,27.7%,19.8%,28.8%,72.3%,16.7%,.277,.336,14.67,.013
226,812160,L. Rodriguez,Luis Rodriguez,Rodriguez,Luis,P,Asheville Tourists,ASH,573,Asheville,afa,HOU,Fayetteville Woodpeckers,FAY,3712,Fayetteville,AFX,HOU,R,R,20.5,22,19,7,61.2,976,260,13.9%,89.9,91.4,15.1,6.47,24.6%,8.8%,62.4%,46.7%,21.0%,60.4%,59.9%,26.36%,53.68%,29.4%,29.5%,20.1%,24.9%,70.5%,12.3%,.276,.288,8.22,.008
226,808666,E. Correa,Eccel Correa,Correa,Eccel,P,Frederick Keys,FRE,493,Frederick,afa,BAL,Delmarva Shorebirds,DEL,548,Delmarva,AFX,BAL,R,R,21.4,23,19,12,67.0,1064,307,5.4%,92.4,93.5,11.1,6.22,18.6%,9.4%,63.8%,49.4%,17.1%,62.2%,59.7%,18.57%,48.04%,27.3%,25.2%,18.1%,29.6%,74.8%,11.9%,.291,.300,10.81,.010
226,695425,B. Warrecker,Bryce Warrecker,Warrecker,Bryce,P,,,,,,,Tampa Tarpons,TAM,587,Tampa,AFX,NYY,L,R,22.8,24,19,19,65.1,1036,293,35.3%,90.7,91.7,12.5,6.25,15.7%,10.2%,63.5%,49.3%,20.7%,59.7%,64.2%,15.17%,44.44%,28.8%,21.4%,16.1%,21.1%,78.6%,11.7%,.305,.340,10.16,.010
226,800611,N. Meyer,Noble Meyer,Meyer,Noble,P,,,,,,,Beloit Sky Carp,BEL,554,Beloit,AFA,MIA,R,R,19.5,21,19,18,74.0,1381,320,5.5%,92.6,94.7,16.4,6.78,26.6%,17.2%,57.9%,44.1%,20.7%,58.8%,55.0%,21.40%,55.65%,29.5%,32.1%,23.2%,25.4%,67.9%,9.4%,.292,.294,12.46,.009
226,694549,I. Coupet,Isaiah Coupet,Coupet,Isaiah,P,,,,,,,Fresno Grizzlies,FRE,259,Fresno,AFX,COL,L,L,21.8,23,19,15,86.0,1357,376,22.6%,90.3,91.0,15.4,5.30,31.6%,7.2%,64.0%,47.0%,18.3%,62.2%,56.8%,30.38%,65.84%,34.1%,36.8%,21.0%,32.6%,63.2%,21.3%,.292,.324,7.23,.005
226,675248,S. Bengard,Spencer Bengard,Bengard,Spencer,P,Wichita Wind Surge,WCH,3898,Wichita,aax,MIN,Cedar Rapids Kernels,CR,492,Cedar Rapids,AFA,MIN,R,R,22.2,24,19,8,83.1,1204,328,33.1%,91.5,92.3,17.9,5.99,22.0%,4.3%,69.0%,52.7%,12.1%,68.0%,63.8%,18.78%,46.43%,29.7%,22.8%,17.3%,31.5%,77.2%,12.6%,.232,.247,25.00,.021
226,694933,R. Dunn,Ross Dunn,Dunn,Ross,P,,,,,,,Fort Myers Mighty Mussels,FTM,509,Fort Myers,AFX,MIN,R,L,22.4,24,19,16,61.1,1090,283,43.3%,90.3,91.0,17.1,6.27,21.2%,10.6%,63.7%,49.1%,19.4%,62.5%,61.3%,22.36%,47.12%,25.9%,23.4%,17.7%,25.7%,76.6%,19.3%,.315,.357,8.86,.008
226,805784,T. Hall,Tanner Hall,Hall,Tanner,P,,,,,,,Cedar Rapids Kernels,CR,492,Cedar Rapids,AFA,MIN,R,R,22.3,24,19,13,65.0,1153,293,0.0%,-,90.3,4.3,5.76,25.3%,9.6%,61.6%,44.7%,18.7%,55.6%,57.7%,24.03%,49.09%,30.9%,30.7%,20.2%,27.8%,69.3%,16.3%,.304,.328,7.72,.007
226,815298,J. Bresnahan,Jacob Bresnahan,Bresnahan,Jacob,P,,,,,,,San Jose Giants,SJ,476,San Jose,AFX,SF,L,L,19.0,20,19,19,69.2,1179,300,54.7%,92.2,93.4,19.4,6.10,29.0%,11.7%,63.0%,49.7%,15.9%,62.3%,64.1%,21.76%,59.83%,31.3%,33.2%,25.9%,27.3%,66.8%,15.7%,.278,.309,12.82,.011
226,805155,A. Herrera,Adrian Herrera,Herrera,Adrian,P,,,,,,,Daytona Tortugas,DBT,450,Daytona,AFX,CIN,R,R,19.9,21,19,6,60.1,994,267,48.8%,91.1,92.1,19.0,6.21,27.0%,9.7%,60.9%,47.1%,18.7%,53.9%,54.5%,25.38%,62.50%,28.1%,26.4%,18.5%,25.9%,73.6%,19.4%,.324,.372,-2.97,-.003
226,691951,S. Aldegheri,Sam Aldegheri,Aldegheri,Sam,P,Salt Lake Bees,SL,561,Salt Lake,aaa,LAA,Rocket City Trash Pandas,RCT,559,Rocket City,AAX,LAA,L,L,22.8,24,19,19,95.1,1629,400,40.4%,92.3,93.5,19.4,5.78,33.5%,10.3%,62.1%,47.4%,16.5%,60.0%,60.9%,26.64%,61.90%,32.2%,35.1%,24.9%,29.2%,64.9%,11.9%,.250,.260,22.67,.014
226,800067,J. Fleury,Jose Fleury,Fleury,Jose,P,Sugar Land Space Cowboys,SUG,5434,Sugar Land,aaa,HOU,Corpus Christi Hooks,CC,482,Corpus Christi,AAX,HOU,R,R,22.3,24,19,11,71.1,1169,299,32.9%,90.7,91.4,20.6,6.27,25.8%,8.7%,64.0%,51.0%,16.3%,60.5%,58.5%,25.66%,51.28%,32.7%,30.8%,21.2%,26.4%,69.2%,18.1%,.278,.284,11.35,.010
226,682918,L. Carrasco,Luis Carrasco,Carrasco,Luis,P,Lansing Lugnuts,LAN,499,Lansing,afa,ATH,Lansing Lugnuts,LAN,499,Lansing,AFA,ATH,R,R,22.5,24,19,7,63.0,1017,277,8.7%,93.7,94.5,14.4,5.68,15.5%,11.2%,61.5%,46.2%,15.3%,60.6%,60.9%,14.29%,44.00%,22.8%,20.3%,16.9%,28.3%,79.7%,14.2%,.316,.311,3.22,.003
255,702436,L. Serna,Luis Serna,Serna,Luis,P,Hudson Valley Renegades,HV,537,Hudson Valley,afa,NYY,Tampa Tarpons,TAM,587,Tampa,AFX,NYY,R,R,19.9,21,18,17,69.2,1220,303,5.5%,92.1,92.4,18.3,5.60,27.1%,7.9%,62.3%,44.5%,21.4%,61.7%,53.6%,25.00%,50.38%,32.8%,32.7%,21.2%,28.2%,67.3%,18.8%,.275,.329,20.71,.017
255,692350,M. Manzano,Mikell Manzano,Manzano,Mikell,P,,,,,,,Eugene Emeralds,EUG,461,Eugene,AFA,SF,R,R,21.6,23,18,7,65.1,970,277,57.3%,90.7,91.9,20.1,5.78,17.0%,5.8%,65.1%,53.2%,14.4%,61.4%,62.8%,20.30%,40.00%,25.8%,21.0%,17.3%,23.6%,79.0%,16.6%,.320,.317,-1.74,-.002
255,699707,D. Pulido,Danyony Pulido,Pulido,Danyony,P,Jersey Shore BlueClaws,JS,427,Jersey Shore,afa,PHI,Clearwater Threshers,CLR,566,Clearwater,AFX,PHI,R,R,21.7,23,18,15,65.1,1199,286,72.2%,92.9,95.0,20.1,6.37,26.9%,14.3%,58.5%,47.2%,21.6%,59.1%,53.8%,20.92%,55.05%,27.9%,23.6%,19.6%,18.0%,76.4%,14.0%,.281,.302,5.34,.004
255,802067,E. Dominguez,Eric Dominguez,Dominguez,Eric,P,,,,,,,Visalia Rawhide,VIS,516,Visalia,AFX,AZ,L,L,21.5,23,18,5,73.0,1174,296,20.8%,89.8,90.7,12.7,6.04,29.7%,9.8%,60.3%,42.4%,23.3%,58.4%,53.7%,28.29%,56.14%,29.6%,35.3%,22.7%,30.5%,64.7%,10.3%,.267,.252,9.53,.008
255,800311,D. Fuentes,Didier Fuentes,Fuentes,Didier,P,Atlanta Braves,ATL,144,Atlanta,mlb,ATL,Augusta GreenJackets,AUG,478,Augusta,AFX,ATL,R,R,19.0,20,18,17,75.2,1205,305,15.4%,93.4,94.8,17.8,6.61,32.1%,6.9%,66.5%,51.8%,16.7%,69.5%,64.5%,26.94%,54.86%,32.8%,31.2%,24.9%,28.4%,68.8%,14.3%,.252,.269,16.09,.013
255,800233,E. Mercedes,Ernesto Mercedes,Mercedes,Ernesto,P,St. Lucie Mets,SLU,507,St. Lucie,afx,NYM,St. Lucie Mets,SLU,507,St. Lucie,AFX,NYM,R,R,20.7,22,18,13,65.0,1272,305,52.4%,93.3,94.9,18.6,5.30,29.2%,19.7%,56.0%,37.0%,26.1%,53.8%,50.6%,24.70%,63.33%,30.5%,38.0%,23.7%,26.3%,62.0%,15.9%,.287,.326,16.09,.013
255,800469,B. Rivera,Bryan Rivera,Rivera,Bryan,P,Wisconsin Timber Rattlers,WIS,572,Wisconsin,afa,MIL,Wilson Warbirds,WIL,249,Wilson,AFX,MIL,R,R,19.0,20,18,12,73.1,1295,329,23.9%,93.1,93.9,14.6,5.79,24.3%,12.2%,61.5%,47.6%,19.3%,57.1%,60.4%,16.43%,53.04%,27.8%,26.8%,21.1%,23.0%,73.2%,14.8%,.284,.321,9.77,.008
255,801384,W. Castillo,Walin Castillo,Castillo,Walin,P,Jupiter Hammerheads,JUP,479,Jupiter,afx,MIA,Jupiter Hammerheads,JUP,479,Jupiter,AFX,MIA,R,R,19.5,21,18,14,74.0,1087,306,5.8%,90.4,91.9,14.5,5.97,17.3%,7.8%,63.9%,49.3%,14.6%,63.7%,60.6%,18.00%,39.58%,24.7%,21.4%,16.6%,27.6%,78.6%,15.4%,.262,.267,14.13,.013
255,804973,M. Rodriguez,Manuel Rodriguez,Rodriguez,Manuel,P,Biloxi Shuckers,BLX,5015,Biloxi,aax,MIL,Wilson Warbirds,WIL,249,Wilson,AFX,MIL,R,R,18.9,20,18,18,94.2,1280,373,13.1%,88.9,89.2,16.6,5.94,20.6%,2.7%,70.4%,54.3%,12.7%,69.4%,68.9%,19.41%,42.86%,28.9%,24.5%,18.1%,32.3%,75.5%,16.2%,.262,.282,17.34,.014
255,800292,M. Hernández,Melkis Hernández,Hernández,Melkis,P,Lake County Captains,LC,437,Lake County,afa,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,L,L,19.5,21,18,8,60.1,1026,266,48.6%,92.2,93.1,14.8,6.24,25.6%,10.2%,62.0%,45.5%,19.0%,58.3%,59.5%,25.53%,59.00%,32.9%,34.5%,22.7%,27.3%,65.5%,10.7%,.279,.309,8.57,.008
255,801249,J. Mendez,Julio Mendez,Mendez,Julio,P,Jupiter Hammerheads,JUP,479,Jupiter,afx,MIA,Jupiter Hammerheads,JUP,479,Jupiter,AFX,MIA,L,L,19.5,21,18,9,65.0,1115,293,61.4%,90.9,92.5,17.9,6.18,19.5%,11.6%,57.8%,43.9%,21.6%,54.3%,49.5%,21.09%,54.76%,25.7%,22.7%,16.8%,20.8%,77.3%,16.8%,.299,.331,14.09,.013
255,703496,M. Graves,Mavis Graves,Graves,Mavis,P,Jersey Shore BlueClaws,JS,427,Jersey Shore,afa,PHI,Clearwater Threshers,CLR,566,Clearwater,AFX,PHI,L,L,20.6,22,18,16,84.0,1452,368,34.1%,90.8,92.1,16.6,6.20,31.8%,9.8%,62.5%,44.6%,21.1%,60.9%,57.3%,24.04%,61.73%,31.8%,35.4%,25.1%,30.7%,64.6%,11.6%,.234,.291,27.32,.019
255,692179,T. Ireland,Thomas Ireland,Ireland,Thomas,P,Round Rock Express,RR,102,Round Rock,aaa,TEX,Down East Wood Ducks,DE,485,Down East,AFX,TEX,L,L,22.0,23,18,10,68.0,1133,298,8.9%,90.7,91.1,15.2,5.29,25.2%,7.7%,65.6%,50.6%,16.1%,65.1%,67.6%,19.71%,52.76%,29.7%,25.8%,16.4%,27.7%,74.2%,16.1%,.290,.309,6.74,.006
255,702604,M. Kennedy,Michael Kennedy,Kennedy,Michael,P,Lake County Captains,LC,437,Lake County,afa,CLE,Greensboro Grasshoppers,GBO,477,Greensboro,AFA,PIT,L,L,19.6,21,18,17,83.2,1228,342,46.2%,89.8,90.7,14.9,6.68,27.8%,5.6%,66.4%,49.1%,17.6%,64.0%,66.2%,33.97%,54.36%,32.8%,32.5%,21.6%,31.4%,67.5%,15.2%,.251,.290,17.05,.014
255,813536,J. Valera,Juan Valera,Valera,Juan,P,,,,,,,Salem RidgeYaks,SAL,414,Salem,AFX,BOS,R,R,18.1,19,18,16,63.1,915,244,44.3%,94.7,96.0,15.9,6.12,27.9%,11.5%,63.3%,49.1%,15.6%,69.3%,62.2%,28.04%,56.44%,31.5%,31.4%,22.4%,25.0%,68.6%,6.5%,.223,.203,18.91,.021
255,808051,W. Paredes,Wilkin Paredes,Paredes,Wilkin,P,Visalia Rawhide,VIS,516,Visalia,afx,AZ,Visalia Rawhide,VIS,516,Visalia,AFX,AZ,L,L,20.8,22,18,16,90.0,1348,391,13.2%,90.5,91.6,12.3,5.60,19.7%,4.6%,67.7%,51.9%,14.1%,64.2%,61.9%,21.84%,43.80%,27.2%,24.8%,18.6%,33.1%,75.2%,16.0%,.291,.328,10.47,.008
255,814279,Y. Vargas,Yeferson Vargas,Vargas,Yeferson,P,Tri-City Dust Devils,TRI,460,Tri-City,afa,LAA,Inland Empire 66ers,IE,401,Inland Empire,AFX,LAA,R,R,19.9,21,18,10,66.1,1055,272,52.5%,94.1,95.5,19.2,5.80,24.6%,11.4%,62.7%,49.3%,15.5%,62.5%,55.4%,19.35%,49.53%,30.0%,29.0%,24.7%,24.9%,71.0%,18.8%,.278,.288,11.21,.011
255,811319,R. Frey,Riley Frey,Frey,Riley,P,Rome Emperors,ROM,432,Rome,afa,ATL,Rome Emperors,ROM,432,Rome,AFA,ATL,L,L,22.2,24,18,12,84.0,1221,339,1.2%,87.7,87.9,12.0,6.60,21.8%,6.5%,68.4%,51.9%,15.3%,69.6%,69.0%,15.43%,47.14%,30.1%,25.2%,17.7%,34.2%,74.8%,9.0%,.246,.254,24.60,.020
255,803024,J. Timmerman,Josh Timmerman,Timmerman,Josh,P,,,,,,,Wisconsin Timber Rattlers,WIS,572,Wisconsin,AFA,MIL,R,R,21.9,23,18,13,61.0,1036,270,29.0%,91.8,92.4,16.7,6.41,24.1%,13.0%,59.3%,43.8%,22.6%,58.9%,52.8%,21.79%,51.69%,28.1%,29.5%,18.8%,25.8%,70.5%,11.9%,.292,.300,6.72,.006
255,694375,T. Nichols,TJ Nichols,Nichols,TJ,P,,,,,,,Charleston RiverDogs,CHS,233,Charleston,AFX,TB,R,R,22.0,23,18,14,71.1,1074,288,31.3%,95.6,96.7,17.3,6.27,22.9%,7.6%,65.2%,55.8%,14.5%,64.2%,62.1%,25.53%,50.00%,28.5%,24.2%,16.3%,24.8%,75.8%,12.5%,.268,.285,13.20,.012
255,691730,A. Rosario,Alejandro Rosario,Rosario,Alejandro,P,,,,,,,Frisco RoughRiders,FRI,540,Frisco,AAX,TEX,R,R,22.5,24,18,17,88.1,1350,350,21.0%,96.6,97.7,17.5,6.08,36.9%,3.7%,68.3%,53.1%,10.8%,68.6%,67.7%,30.91%,60.56%,36.3%,36.2%,25.1%,33.2%,63.8%,16.1%,.224,.229,26.01,.019
255,694753,K. Curtis,Khristian Curtis,Curtis,Khristian,P,Altoona Curve,ALT,452,Altoona,aax,PIT,Bradenton Marauders,BRD,3390,Bradenton,AFX,PIT,R,R,22.1,23,18,16,75.1,1270,319,47.1%,95.4,96.4,19.2,6.11,25.4%,12.2%,60.2%,45.4%,20.2%,58.9%,57.3%,21.21%,55.74%,29.0%,30.5%,16.2%,28.0%,69.5%,16.6%,.287,.319,11.66,.009
255,702965,H. Wyatt,Hiro Wyatt,Wyatt,Hiro,P,Columbia Fireflies,COL,3705,Columbia,afx,KC,Columbia Fireflies,COL,3705,Columbia,AFX,KC,R,R,19.8,21,18,14,60.2,973,263,45.9%,93.5,94.8,15.7,5.63,23.6%,9.5%,61.0%,49.8%,17.5%,57.0%,58.8%,26.26%,52.08%,29.1%,27.0%,22.0%,23.0%,73.0%,13.6%,.276,.309,7.14,.007
255,694057,Y. Monegro,Yordanny Monegro,Monegro,Yordanny,P,,,,,,,Greenville Drive,GVL,428,Greenville,AFA,BOS,R,R,21.7,23,18,17,76.0,1213,306,21.1%,93.6,94.4,15.1,6.29,30.7%,9.5%,60.5%,45.0%,19.0%,60.5%,58.4%,31.28%,65.69%,32.5%,36.7%,21.5%,27.4%,63.3%,15.4%,.264,.266,12.19,.010
255,702477,J. Montalvo,Joseph Montalvo,Montalvo,Joseph,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,S,R,22.2,23,18,18,78.0,1289,324,44.7%,92.0,92.7,17.3,6.49,27.2%,8.0%,63.3%,49.1%,16.9%,61.1%,62.5%,23.38%,54.20%,29.8%,31.9%,23.8%,28.1%,68.1%,16.4%,.256,.301,17.33,.013
280,694050,G. Reyes,Gabriel Reyes,Reyes,Gabriel,P,West Michigan Whitecaps,WM,582,West Michigan,afa,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,L,L,21.0,22,17,13,65.2,948,264,46.0%,92.1,93.3,11.0,5.82,31.1%,7.2%,67.7%,51.1%,13.7%,66.3%,68.9%,26.40%,65.00%,34.2%,31.6%,20.9%,30.0%,68.4%,7.1%,.242,.280,19.52,.021
280,692294,L. Gutierrez,Luis Gutierrez,Gutierrez,Luis,P,San Antonio Missions,SA,510,San Antonio,aax,SD,Lake Elsinore Storm,LE,103,Lake Elsinore,AFX,SD,L,L,20.9,22,17,14,76.0,1262,334,10.3%,91.6,92.6,14.1,5.57,20.1%,5.7%,65.2%,48.8%,16.0%,59.6%,60.1%,21.16%,44.27%,26.2%,26.2%,18.5%,30.8%,73.8%,13.3%,.311,.330,4.29,.003
280,803244,E. Dishmey,Eliazar Dishmey,Dishmey,Eliazar,P,Beloit Sky Carp,BEL,554,Beloit,afa,MIA,Jupiter Hammerheads,JUP,479,Jupiter,AFX,MIA,R,R,19.7,21,17,16,68.0,1135,294,17.0%,94.7,95.6,18.1,6.54,25.2%,9.2%,63.3%,48.4%,19.0%,60.9%,55.3%,23.57%,51.67%,29.2%,28.9%,24.3%,28.3%,71.1%,22.5%,.283,.305,19.79,.017
280,800125,F. Perez,Fernando Perez,Perez,Fernando,P,New Hampshire Fisher Cats,NH,463,New Hampshire,aax,TOR,Dunedin Blue Jays,DUN,424,Dunedin,AFX,TOR,R,R,20.4,22,17,17,82.0,1197,333,53.7%,92.4,93.5,18.3,6.20,25.8%,7.2%,67.4%,52.1%,15.5%,65.2%,63.5%,24.84%,52.11%,31.3%,30.2%,20.3%,30.7%,69.8%,15.2%,.249,.267,20.02,.017
280,801275,J. De La Cruz,Juan De La Cruz,De La Cruz,Juan,P,Jupiter Hammerheads,JUP,479,Jupiter,afx,MIA,Jupiter Hammerheads,JUP,479,Jupiter,AFX,MIA,R,R,19.3,21,17,15,62.0,1003,264,35.2%,92.1,93.7,16.5,6.03,22.0%,12.9%,58.3%,42.8%,24.9%,56.1%,53.8%,28.83%,57.47%,27.6%,26.1%,16.4%,24.1%,73.9%,13.9%,.290,.265,4.82,.005
280,805699,Y. Cartaya,Yeiber Cartaya,Cartaya,Yeiber,P,Frederick Keys,FRE,493,Frederick,afa,BAL,Delmarva Shorebirds,DEL,548,Delmarva,AFX,BAL,R,R,21.4,23,17,12,64.2,1150,291,31.0%,93.9,94.8,19.1,5.19,30.6%,13.7%,60.3%,45.4%,20.6%,61.5%,56.0%,28.39%,57.02%,33.0%,34.7%,25.4%,25.5%,65.3%,10.7%,.270,.276,10.90,.009
280,806413,D. Guerra,Daniel Guerra,Guerra,Daniel,P,Vancouver Canadians,VAN,435,Vancouver,afa,TOR,Dunedin Blue Jays,DUN,424,Dunedin,AFX,TOR,R,R,20.3,22,17,15,68.0,1231,307,59.3%,92.5,93.9,20.0,6.71,22.5%,13.4%,60.8%,45.5%,20.5%,59.6%,59.9%,18.32%,51.82%,26.1%,27.3%,21.2%,26.4%,72.7%,15.1%,.285,.318,14.12,.011
280,807697,J. Alfaro,Jervis Alfaro,Alfaro,Jervis,P,Hill City Howlers,HC,481,Hill City,afx,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,R,R,20.7,22,17,12,66.1,984,280,44.5%,92.1,92.9,17.1,6.44,24.3%,6.1%,63.3%,47.6%,17.6%,63.9%,64.9%,31.25%,60.00%,28.7%,28.4%,20.4%,29.5%,71.6%,12.6%,.272,.290,7.58,.008
280,808250,J. Urbina,Jose Urbina,Urbina,Jose,P,Bowling Green Hot Rods,BG,2498,Bowling Green,afa,TB,Charleston RiverDogs,CHS,233,Charleston,AFX,TB,R,R,18.7,20,17,12,65.0,1062,273,59.7%,95.0,96.9,18.9,5.83,20.9%,10.6%,60.1%,45.9%,18.5%,57.5%,57.4%,21.62%,52.04%,26.5%,22.2%,16.0%,25.6%,77.8%,11.8%,.281,.300,7.27,.007
280,700978,J. Kaminska,Jace Kaminska,Kaminska,Jace,P,,,,,,,Fresno Grizzlies,FRE,259,Fresno,AFX,COL,R,R,22.6,24,17,16,87.1,1326,353,62.2%,93.7,94.9,21.2,5.51,29.5%,3.4%,71.0%,57.8%,10.8%,69.1%,69.1%,27.00%,55.49%,33.8%,29.0%,22.6%,30.9%,71.0%,14.1%,.254,.272,21.04,.016
280,807314,T. Harrison,Trevor Harrison,Harrison,Trevor,P,Bowling Green Hot Rods,BG,2498,Bowling Green,afa,TB,Charleston RiverDogs,CHS,233,Charleston,AFX,TB,R,R,18.9,20,17,16,72.2,1177,296,48.0%,94.6,96.2,19.1,6.06,29.4%,8.8%,62.1%,48.1%,18.4%,54.7%,59.7%,29.70%,66.98%,30.7%,30.6%,22.5%,26.6%,69.4%,16.9%,.250,.297,12.96,.011
291,685763,J. Bernal,Jonatan Bernal,Bernal,Jonatan,P,Amarillo Sod Poodles,AMA,5368,Amarillo,aax,AZ,Columbia Fireflies,COL,3705,Columbia,AFX,KC,R,R,22.0,23,16,15,62.2,866,254,3.1%,91.6,92.3,12.3,5.97,20.1%,5.9%,67.6%,53.7%,13.0%,65.4%,67.5%,22.22%,44.12%,28.3%,22.6%,14.5%,28.4%,77.4%,14.1%,.271,.273,10.18,.012
291,699008,A. Kelly,Antwone Kelly,Kelly,Antwone,P,Indianapolis Indians,IND,484,Indianapolis,aaa,PIT,Bradenton Marauders,BRD,3390,Bradenton,AFX,PIT,R,R,20.8,22,16,14,69.0,1136,300,40.5%,94.1,95.6,17.6,6.22,21.7%,11.3%,61.3%,46.6%,18.8%,61.0%,58.5%,22.89%,50.00%,25.4%,26.5%,20.9%,25.9%,73.5%,11.3%,.265,.322,25.50,.022
291,698982,R. Castillo,Rayner Castillo,Castillo,Rayner,P,West Michigan Whitecaps,WM,582,West Michigan,afa,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,R,R,20.0,21,16,16,70.1,994,277,37.4%,95.8,96.4,16.3,6.41,20.2%,8.3%,63.6%,51.5%,16.4%,65.3%,63.9%,20.00%,50.52%,28.0%,25.8%,16.4%,25.0%,74.2%,17.6%,.258,.252,17.23,.017
291,693804,P. Reyes,Pedro Reyes,Reyes,Pedro,P,,,,,,,Clearwater Threshers,CLR,566,Clearwater,AFX,PHI,R,R,21.6,23,16,9,64.2,979,276,35.4%,90.2,91.9,17.9,6.22,16.3%,7.6%,63.6%,52.0%,15.0%,59.8%,63.0%,20.66%,43.37%,25.7%,19.9%,16.9%,20.7%,80.1%,12.1%,.309,.307,2.84,.003
291,800283,E. Segura,Enrique Segura,Segura,Enrique,P,Hub City Spartanburgers,HCS,6324,Hub City,afa,TEX,Clearwater Threshers,CLR,566,Clearwater,AFX,PHI,R,R,19.5,21,16,15,75.0,1196,332,10.3%,90.7,92.1,12.2,6.92,22.0%,11.4%,62.7%,48.9%,20.2%,57.8%,53.8%,24.81%,54.33%,28.6%,22.3%,15.2%,22.1%,77.7%,17.0%,.314,.349,7.33,.006
291,808244,L. Arestigueta,Luis Arestigueta,Arestigueta,Luis,P,Augusta GreenJackets,AUG,478,Augusta,afx,ATL,Augusta GreenJackets,AUG,478,Augusta,AFX,ATL,R,R,18.7,20,16,11,60.1,1000,275,36.7%,90.6,91.9,15.8,6.25,21.5%,10.9%,59.5%,47.0%,21.1%,56.4%,55.6%,24.60%,56.18%,24.8%,25.1%,20.1%,21.8%,74.9%,18.5%,.300,.325,3.66,.004
