Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,batsHand,throwsHand,SeasonAgeAvg,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P
1,813895,C. Avant,Corey Avant,Avant,Corey,P,Midland RockHounds,MID,237,Midland,aax,ATH,Las Vegas Aviators,LV,400,Las Vegas,AAA,ATH,R,R,22.7,24,34,6,70.2,1451,355,48.8%,93.3,94.7,19.7,5.90,22.5%,13.5%,57.6%,45.1%,20.6%,50.1%,53.8%,18.60%,52.78%,26.4%,24.0%,15.8%,22.7%,76.0%,18.0%,.328,.388,-4.03,-.003
1,806303,Z. Jacobs,Zach Jacobs,Jacobs,Zach,P,,,,,,,Lake County Captains,LC,437,Lake County,AFA,CLE,R,R,22.8,24,34,5,80.0,1182,304,0.1%,93.2,92.1,13.5,5.45,26.3%,8.6%,64.6%,49.1%,16.9%,67.1%,61.8%,25.00%,49.61%,30.9%,28.2%,18.9%,30.0%,71.8%,12.4%,.237,.226,21.92,.019
3,694819,J. Misiorowski,Jacob Misiorowski,Misiorowski,Jacob,P,Milwaukee Brewers,MIL,158,Milwaukee,mlb,MIL,Nashville Sounds,NAS,556,Nashville,AAA,MIL,R,R,22.2,24,33,21,97.1,1729,417,33.5%,97.0,98.5,17.5,7.38,30.5%,14.4%,59.1%,46.8%,19.7%,58.0%,48.9%,26.40%,60.61%,31.4%,34.9%,25.7%,22.6%,65.1%,14.0%,.266,.275,19.34,.011
3,700274,J. Chacon,Javier Chacon,Chacon,Javier,P,Lake Elsinore Storm,LE,103,Lake Elsinore,afx,SD,Lake Elsinore Storm,LE,103,Lake Elsinore,AFX,SD,L,L,21.5,23,33,5,77.1,1323,329,33.3%,92.3,93.1,16.7,6.21,28.3%,12.5%,60.8%,48.9%,20.8%,58.4%,58.2%,22.71%,57.03%,30.8%,31.3%,24.9%,22.5%,68.8%,16.9%,.283,.295,11.85,.009
3,691602,S. Cruz,Stiven Cruz,Cruz,Stiven,P,Biloxi Shuckers,BLX,5015,Biloxi,aax,MIL,Wisconsin Timber Rattlers,WIS,572,Wisconsin,AFA,MIL,R,R,22.6,24,33,6,63.0,1032,266,43.6%,91.8,92.9,19.1,5.75,18.4%,11.3%,62.9%,46.8%,15.8%,62.0%,60.4%,15.38%,37.04%,28.5%,22.3%,20.0%,25.7%,77.7%,13.7%,.295,.320,6.52,.006
6,692038,P. Lemos,Pedro Da Costa Lemos,Lemos,Pedro Da Costa,P,,,,,,,Modesto Nuts,MOD,515,Modesto,AFX,SEA,R,R,21.1,22,31,11,89.2,1520,416,46.0%,92.4,93.8,20.1,5.50,21.2%,9.6%,63.0%,49.6%,16.7%,61.1%,61.5%,18.98%,52.17%,26.8%,25.3%,16.9%,26.1%,74.7%,14.3%,.309,.319,6.48,.004
7,691711,J. Ramírez,Jawilme Ramírez,Ramírez,Jawilme,P,Peoria Chiefs,PEO,443,Peoria,afa,STL,Brooklyn Cyclones,BRK,453,Brooklyn,AFA,NYM,R,R,22.6,24,30,6,73.0,1206,311,46.7%,92.8,93.8,20.3,6.58,19.6%,11.9%,62.7%,47.6%,13.9%,59.5%,61.1%,17.53%,44.95%,24.4%,23.3%,15.7%,28.7%,76.7%,17.0%,.290,.298,11.74,.010
8,695835,E. Núñez,Edwin Núñez,Núñez,Edwin,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Springfield Cardinals,SPR,440,Springfield,AAX,STL,R,R,22.7,24,29,17,79.2,1582,397,49.7%,97.7,99.1,17.2,5.83,20.4%,16.9%,56.1%,45.8%,21.2%,53.9%,55.1%,17.84%,49.61%,26.0%,30.1%,23.9%,18.2%,69.9%,23.5%,.370,.363,-10.89,-.007
9,699044,M. Ullola,Miguel Ullola,Ullola,Miguel,P,Sugar Land Space Cowboys,SUG,5434,Sugar Land,aaa,HOU,Sugar Land Space Cowboys,SUG,5434,Sugar Land,AAA,HOU,R,R,22.0,23,28,24,130.1,2176,549,51.9%,93.6,94.9,21.3,6.52,31.1%,14.0%,61.7%,52.3%,15.0%,59.0%,58.9%,26.03%,58.92%,30.7%,32.3%,26.1%,24.8%,67.7%,13.4%,.256,.275,34.69,.016
9,695534,C. Petty,Chase Petty,Petty,Chase,P,Cincinnati Reds,CIN,113,Cincinnati,mlb,CIN,Louisville Bats,LOU,416,Louisville,AAA,CIN,R,R,21.2,23,28,28,137.0,2213,580,3.1%,96.2,96.6,14.7,6.13,22.4%,10.2%,63.2%,50.9%,15.2%,60.7%,58.5%,20.00%,48.47%,28.8%,29.1%,21.6%,27.8%,70.9%,14.8%,.297,.312,18.47,.008
9,802087,F. Arias,Frankeli Arias,Arias,Frankeli,P,Winston-Salem Dash,WS,580,Winston-Salem,afa,CWS,Kannapolis Cannon Ballers,KAN,487,Kannapolis,AFX,CWS,L,L,21.2,23,28,8,71.1,1258,320,39.9%,89.5,90.1,21.6,5.84,24.4%,10.6%,63.3%,47.7%,14.8%,56.6%,59.3%,20.99%,50.00%,30.0%,30.2%,21.0%,29.1%,69.8%,18.2%,.307,.335,6.53,.005
9,805272,L. Young,Luke Young,Young,Luke,P,Harrisburg Senators,HBG,547,Harrisburg,aax,WSH,Wilmington Blue Rocks,WIL,426,Wilmington,AFA,WSH,R,R,22.7,24,28,16,98.1,1492,411,41.8%,91.2,92.9,20.5,5.86,17.8%,7.5%,62.6%,53.5%,14.2%,60.8%,55.5%,17.58%,43.80%,25.1%,21.5%,16.2%,24.5%,78.5%,17.6%,.325,.336,-0.09,-.000
13,682645,J. Rosario,Jerming Rosario,Rosario,Jerming,P,Oklahoma City Comets,OKC,238,Okla. City,aaa,LAD,Oklahoma City Comets,OKC,238,Okla. City,AAA,LAD,R,R,22.2,23,27,23,108.2,1989,477,41.8%,93.8,94.9,17.4,6.05,25.2%,15.3%,57.5%,44.7%,23.1%,55.1%,52.6%,23.84%,53.80%,27.7%,31.4%,22.3%,23.9%,68.6%,15.7%,.304,.303,9.77,.005
13,695034,K. Morris,Kade Morris,Morris,Kade,P,Las Vegas Aviators,LV,400,Las Vegas,aaa,ATH,Las Vegas Aviators,LV,400,Las Vegas,AAA,ATH,R,R,22.0,23,27,24,136.0,2151,592,20.1%,93.9,94.7,15.7,6.14,20.4%,7.6%,64.4%,52.5%,15.4%,61.7%,61.6%,20.58%,49.27%,27.1%,22.3%,17.5%,26.3%,77.7%,15.4%,.287,.323,20.09,.009
13,696091,M. Santy,Marino Santy,Santy,Marino,P,Knoxville Smokies,KNX,553,Knoxville,aax,CHC,South Bend Cubs,SB,550,South Bend,AFA,CHC,L,L,22.3,24,27,8,73.1,1329,335,53.2%,92.0,93.2,13.4,6.38,23.6%,13.7%,58.3%,45.8%,23.5%,54.6%,51.2%,23.39%,52.63%,28.6%,29.2%,19.1%,23.1%,70.8%,12.5%,.329,.342,-1.06,-.001
13,700322,K. Key,Keythel Key,Key,Keythel,P,Tri-City Dust Devils,TRI,460,Tri-City,afa,LAA,Rocket City Trash Pandas,RCT,559,Rocket City,AAX,LAA,R,R,20.7,22,27,17,94.0,1747,446,49.1%,95.2,96.7,15.4,6.01,25.1%,13.7%,59.5%,47.1%,17.7%,55.8%,55.6%,22.60%,54.14%,30.5%,31.2%,23.9%,24.2%,68.8%,17.4%,.338,.361,-3.19,-.002
13,694581,D. Carmouche,Dylan Carmouche,Carmouche,Dylan,P,Richmond Flying Squirrels,RIC,3410,Richmond,aax,SF,Eugene Emeralds,EUG,461,Eugene,AFA,SF,S,L,22.9,24,27,24,122.1,1951,508,26.2%,88.6,89.1,18.4,6.26,25.4%,9.8%,63.0%,47.6%,16.5%,58.3%,60.7%,23.62%,50.70%,31.8%,35.8%,26.3%,28.3%,64.2%,14.5%,.285,.315,20.94,.011
13,694545,J. Nezuh,Jackson Nezuh,Nezuh,Jackson,P,Corpus Christi Hooks,CC,482,Corpus Christi,aax,HOU,Asheville Tourists,ASH,573,Asheville,AFA,HOU,R,R,22.4,24,27,16,120.1,1939,502,43.9%,92.1,93.2,20.9,6.49,30.1%,9.6%,64.2%,51.4%,15.7%,64.3%,59.3%,24.18%,62.25%,30.5%,31.3%,25.8%,25.7%,68.7%,14.4%,.249,.282,29.51,.015
13,696040,P. Chen,Po-Yu Chen,Chen,Po-Yu,P,Altoona Curve,ALT,452,Altoona,aax,PIT,Altoona Curve,ALT,452,Altoona,AAX,PIT,L,R,22.7,24,27,25,134.0,1971,573,19.5%,91.1,92.2,17.4,6.05,16.8%,7.5%,65.3%,53.1%,15.2%,64.4%,66.7%,14.80%,45.88%,25.4%,21.8%,15.8%,26.6%,78.2%,14.7%,.289,.310,16.85,.009
13,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Arkansas Travelers,ARK,574,Arkansas,AAX,SEA,R,R,21.9,23,27,27,149.0,2138,610,37.3%,92.1,92.7,19.6,6.08,24.1%,6.2%,66.3%,53.0%,14.1%,67.5%,66.4%,23.20%,51.32%,30.0%,27.1%,19.4%,29.7%,72.9%,15.4%,.271,.291,23.68,.011
13,701328,J. Ferris,Jackson Ferris,Ferris,Jackson,P,Oklahoma City Comets,OKC,238,Okla. City,aaa,LAD,Tulsa Drillers,TUL,260,Tulsa,AAX,LAD,L,L,20.5,22,27,27,126.2,2109,530,33.6%,93.6,94.9,17.6,6.57,27.4%,10.8%,62.1%,51.9%,15.4%,63.0%,55.8%,22.29%,57.60%,30.2%,27.2%,18.0%,22.3%,72.8%,10.9%,.272,.269,21.75,.010
13,694345,P. Reilly,Patrick Reilly,Reilly,Patrick,P,,,,,,,Chesapeake Baysox,CHE,418,Chesapeake,AAX,BAL,R,R,22.7,24,27,25,119.1,2013,491,50.7%,93.2,94.5,21.7,6.46,29.7%,12.0%,61.0%,47.9%,18.6%,60.5%,57.9%,24.62%,59.69%,30.6%,33.4%,25.9%,24.8%,66.6%,16.4%,.283,.295,16.26,.008
13,693732,E. Jimenez,Estibenzon Jimenez,Jimenez,Estibenzon,P,,,,,,,Jersey Shore BlueClaws,JS,427,Jersey Shore,AFA,PHI,R,R,22.4,24,27,14,82.0,1460,389,14.1%,93.3,94.4,18.2,6.29,21.9%,8.2%,65.1%,52.2%,17.2%,58.6%,63.1%,18.87%,47.44%,28.5%,27.0%,17.7%,30.1%,73.0%,15.5%,.315,.366,7.49,.005
24,696149,B. Chandler,Bubba Chandler,Chandler,Bubba,P,Pittsburgh Pirates,PIT,134,Pittsburgh,mlb,PIT,Indianapolis Indians,IND,484,Indianapolis,AAA,PIT,S,R,21.8,23,26,23,119.2,1899,479,58.8%,96.8,97.9,19.9,6.66,30.9%,8.6%,65.0%,52.1%,14.6%,64.9%,60.9%,22.26%,59.91%,30.8%,30.3%,22.2%,28.6%,69.7%,13.5%,.266,.253,22.43,.012
24,702193,A. Morris,Andrew Morris,Morris,Andrew,P,Minnesota Twins,MIN,142,Minnesota,mlb,MIN,St. Paul Saints,STP,1960,St. Paul,AAA,MIN,R,R,22.8,24,26,24,133.0,2048,542,43.5%,94.3,95.4,18.6,6.16,24.5%,5.9%,68.3%,56.7%,10.5%,71.6%,68.1%,17.71%,51.39%,29.2%,24.9%,19.2%,30.7%,75.1%,13.3%,.237,.252,43.68,.021
24,683639,C. Jimenez,Carlos Jimenez,Jimenez,Carlos,P,,,,,,,Greensboro Grasshoppers,GBO,477,Greensboro,AFA,PIT,R,R,22.0,23,26,11,75.2,1379,348,51.7%,94.8,96.1,17.7,6.34,26.4%,19.8%,56.6%,42.8%,22.4%,57.2%,53.4%,25.99%,60.16%,28.1%,30.1%,23.7%,21.5%,69.9%,12.8%,.294,.301,15.26,.011
24,801725,L. De León,Luis De León,De León,Luis,P,Chesapeake Baysox,CHE,418,Chesapeake,aax,BAL,Aberdeen IronBirds,ABD,488,Aberdeen,AFA,BAL,L,L,21.2,23,26,18,87.2,1526,403,11.6%,95.3,96.0,14.7,6.07,26.3%,12.2%,60.7%,47.6%,17.3%,56.8%,55.8%,26.02%,59.46%,28.5%,30.0%,20.0%,27.9%,70.0%,9.2%,.290,.317,12.61,.008
24,702885,C. Perdomo,Cesar Perdomo,Perdomo,Cesar,P,Richmond Flying Squirrels,RIC,3410,Richmond,aax,SF,Eugene Emeralds,EUG,461,Eugene,AFA,SF,L,L,22.4,24,26,14,97.0,1500,417,20.3%,90.8,91.5,18.1,5.68,25.2%,8.4%,64.9%,51.7%,14.6%,62.6%,63.9%,27.36%,56.60%,28.9%,26.1%,21.2%,29.7%,73.9%,13.7%,.287,.293,11.76,.008
24,802416,A. Izzi,Ashton Izzi,Izzi,Ashton,P,Amarillo Sod Poodles,AMA,5368,Amarillo,aax,AZ,Modesto Nuts,MOD,515,Modesto,AFX,SEA,R,R,20.6,22,26,26,110.2,1805,482,28.7%,94.0,94.8,18.7,6.37,19.7%,12.2%,61.5%,50.0%,14.4%,60.0%,55.9%,18.85%,49.70%,26.8%,21.6%,14.5%,24.3%,78.4%,13.9%,.292,.297,16.59,.009
24,701241,J. Bostick,Josh Bostick,Bostick,Josh,P,,,,,,,San Jose Giants,SJ,476,San Jose,AFX,SF,R,R,22.7,24,26,23,107.1,1749,465,57.3%,93.0,94.7,21.8,6.29,26.0%,9.5%,64.5%,51.3%,16.4%,62.4%,64.9%,25.10%,51.55%,30.0%,30.9%,23.1%,27.2%,69.1%,15.8%,.313,.324,7.42,.004
24,814490,E. Pecko,Ethan Pecko,Pecko,Ethan,P,Fayetteville Woodpeckers,FAY,3712,Fayetteville,afx,HOU,Corpus Christi Hooks,CC,482,Corpus Christi,AAX,HOU,R,R,21.9,23,26,15,96.0,1667,404,31.3%,92.5,93.6,17.4,6.20,30.9%,9.2%,62.3%,48.7%,16.8%,62.6%,55.5%,24.42%,61.90%,30.6%,32.1%,23.6%,24.4%,67.9%,13.0%,.246,.285,22.15,.013
24,804544,C. Pierce,Carson Pierce,Pierce,Carson,P,Vancouver Canadians,VAN,435,Vancouver,afa,TOR,Vancouver Canadians,VAN,435,Vancouver,AFA,TOR,R,R,22.8,24,26,10,64.0,1072,272,9.0%,92.9,92.8,13.2,6.38,24.3%,9.6%,59.7%,46.3%,20.0%,55.9%,50.0%,21.85%,54.84%,29.1%,29.3%,20.8%,26.1%,70.7%,10.3%,.245,.275,15.37,.014
24,806010,B. Kent,Barrett Kent,Kent,Barrett,P,,,,,,,Inland Empire 66ers,IE,401,Inland Empire,AFX,LAA,R,R,19.8,21,26,26,113.0,2086,515,42.3%,94.2,95.5,18.3,5.93,24.3%,11.8%,60.6%,46.2%,19.6%,56.7%,55.0%,19.17%,51.31%,27.4%,30.9%,23.6%,26.7%,69.1%,17.7%,.343,.344,-4.63,-.002
24,702650,M. Forret,Michael Forret,Forret,Michael,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Aberdeen IronBirds,ABD,488,Aberdeen,AFA,BAL,L,R,20.2,22,26,17,99.2,1632,431,21.8%,93.6,94.8,17.9,6.30,28.8%,10.2%,64.0%,49.2%,17.0%,64.5%,61.7%,23.95%,59.88%,31.5%,33.8%,23.4%,32.1%,66.2%,13.2%,.264,.300,24.26,.015
24,692414,Y. Curet,Yoniel Curet,Curet,Yoniel,P,FCL Tigers,F-TIG,473,FCL Tigers,rok,DET,Montgomery Biscuits,MTG,421,Montgomery,AAX,TB,R,R,21.7,23,26,26,119.0,1987,505,31.9%,95.2,96.5,18.1,6.54,31.5%,11.9%,62.9%,49.0%,17.4%,62.8%,63.0%,22.30%,61.14%,31.1%,33.2%,28.8%,28.2%,66.8%,13.6%,.285,.285,19.96,.010
24,692013,H. Baez,Henry Baez,Baez,Henry,P,Athletics,ATH,133,Athletics,mlb,ATH,San Antonio Missions,SA,510,San Antonio,AAX,SD,R,R,21.7,23,26,26,126.1,2007,516,21.4%,93.7,95.1,16.8,6.28,21.1%,7.8%,64.0%,51.0%,13.4%,64.0%,61.3%,19.05%,50.53%,27.5%,23.1%,15.7%,27.6%,76.9%,11.2%,.271,.271,23.06,.011
24,685046,E. Batista,Edinson Batista,Batista,Edinson,P,,,,,,,Asheville Tourists,ASH,573,Asheville,AFA,HOU,R,R,22.1,23,26,16,115.0,1861,500,9.3%,93.2,94.1,11.9,5.84,20.6%,10.8%,59.4%,47.1%,19.0%,56.8%,53.2%,23.58%,53.69%,28.2%,26.8%,17.3%,22.5%,73.2%,12.7%,.334,.328,-5.56,-.003
24,692352,M. Mercedes,Manuel Mercedes,Mercedes,Manuel,P,Richmond Flying Squirrels,RIC,3410,Richmond,aax,SF,Eugene Emeralds,EUG,461,Eugene,AFA,SF,R,R,21.8,23,26,25,116.0,1969,526,0.1%,-,94.5,7.8,5.67,16.9%,10.3%,59.6%,42.9%,19.8%,54.6%,57.0%,15.81%,40.63%,24.2%,21.0%,13.2%,27.4%,79.0%,18.8%,.331,.356,-9.41,-.005
24,700354,C. Marcano,Carlos Marcano,Marcano,Carlos,P,West Michigan Whitecaps,WM,582,West Michigan,afa,DET,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,R,R,21.0,22,26,23,112.0,1786,488,2.3%,92.8,93.8,12.3,5.79,19.9%,7.4%,64.5%,51.3%,15.4%,60.7%,63.2%,18.37%,46.55%,27.6%,24.0%,17.8%,27.4%,76.0%,15.2%,.290,.318,15.30,.009
40,694397,M. Raya,Marco Raya,Raya,Marco,P,St. Paul Saints,STP,1960,St. Paul,aaa,MIN,St. Paul Saints,STP,1960,St. Paul,AAA,MIN,R,R,21.9,23,25,25,97.2,1526,418,33.4%,94.8,95.6,17.0,6.20,24.6%,10.5%,63.4%,53.9%,13.9%,58.4%,56.4%,23.24%,53.59%,30.4%,29.6%,19.5%,25.3%,70.4%,19.0%,.282,.309,16.78,.011
40,699071,C. Romero,Christian Romero,Romero,Christian,P,Oklahoma City Comets,OKC,238,Okla. City,aaa,LAD,Great Lakes Loons,GL,456,Great Lakes,AFA,LAD,R,R,21.6,23,25,14,99.2,1617,433,6.7%,91.6,92.9,14.3,6.31,17.3%,8.8%,63.3%,49.3%,16.9%,58.0%,59.7%,18.88%,40.85%,25.4%,22.2%,16.6%,27.7%,77.8%,13.0%,.333,.332,0.44,.000
40,692230,C. Rodriguez,Carlos Rodriguez,Rodriguez,Carlos,P,Milwaukee Brewers,MIL,158,Milwaukee,mlb,MIL,Nashville Sounds,NAS,556,Nashville,AAA,MIL,R,R,22.6,24,25,22,129.2,2146,549,27.4%,92.5,93.3,15.9,6.16,23.5%,11.1%,60.9%,46.8%,18.5%,61.2%,57.6%,22.98%,46.97%,28.0%,28.6%,22.0%,26.9%,71.4%,14.0%,.288,.296,21.28,.010
40,802357,D. Hackenberg,Drue Hackenberg,Hackenberg,Drue,P,,,,,,,Gwinnett Stripers,GWN,431,Gwinnett,AAA,ATL,R,R,22.3,24,25,25,129.0,2061,547,16.7%,94.2,94.7,12.0,5.56,26.3%,11.3%,60.8%,47.3%,17.2%,61.1%,62.8%,23.64%,57.87%,29.5%,28.3%,15.9%,25.8%,71.7%,11.2%,.288,.272,12.47,.006
40,686544,N. Lorant,Nestor Lorant,Lorant,Nestor,P,Dayton Dragons,DAY,459,Dayton,afa,CIN,Dayton Dragons,DAY,459,Dayton,AFA,CIN,R,R,22.2,23,25,8,96.1,1411,367,36.3%,90.3,91.0,21.3,6.13,29.7%,7.1%,66.0%,51.0%,15.5%,62.7%,60.2%,23.70%,50.00%,33.9%,35.4%,29.3%,28.7%,64.6%,13.1%,.230,.237,30.11,.021
40,682719,J. Atencio,Jose Atencio,Atencio,Jose,P,,,,,,,Wilmington Blue Rocks,WIL,426,Wilmington,AFA,WSH,R,R,22.8,24,25,23,134.1,2065,584,39.9%,92.4,93.5,18.1,6.51,17.3%,5.8%,65.9%,53.8%,11.2%,61.5%,62.0%,17.45%,46.63%,24.4%,20.2%,14.8%,27.5%,79.8%,14.9%,.281,.336,22.28,.011
40,692064,J. Rodríguez,José Rodríguez,Rodríguez,José,P,,,,,,,Great Lakes Loons,GL,456,Great Lakes,AFA,LAD,S,R,23.0,24,25,8,90.2,1453,383,21.0%,92.8,93.7,14.5,7.23,32.9%,8.4%,64.6%,48.0%,17.7%,64.5%,61.0%,29.85%,66.86%,32.6%,38.8%,27.4%,32.9%,61.2%,13.0%,.252,.264,23.22,.016
40,691414,Y. Gómez,Yorman Gómez,Gómez,Yorman,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,R,R,21.6,23,25,23,122.0,1915,526,46.5%,92.7,93.9,18.6,6.09,21.5%,8.6%,64.9%,51.5%,15.6%,63.1%,63.1%,21.45%,48.76%,28.0%,27.5%,21.0%,28.2%,72.5%,16.2%,.278,.297,25.41,.013
40,691263,E. Vinicio,Esmerlin Vinicio,Vinicio,Esmerlin,P,Eugene Emeralds,EUG,461,Eugene,afa,SF,Eugene Emeralds,EUG,461,Eugene,AFA,SF,L,L,21.4,23,25,11,82.0,1315,355,12.9%,92.3,92.9,16.0,5.30,21.7%,14.4%,57.5%,44.1%,19.6%,56.3%,54.5%,25.00%,60.19%,28.2%,26.5%,16.6%,22.9%,73.5%,8.5%,.302,.309,4.30,.003
40,800017,J. Montero,Jose Montero,Montero,Jose,P,Chattanooga Lookouts,CHA,498,Chattanooga,aax,CIN,Daytona Tortugas,DBT,450,Daytona,AFX,CIN,R,R,21.0,22,25,16,96.0,1484,401,9.5%,93.8,94.3,14.3,5.76,21.7%,11.0%,61.9%,47.9%,18.4%,60.1%,60.2%,22.50%,50.34%,28.4%,29.6%,21.0%,28.0%,70.4%,13.1%,.284,.305,21.96,.015
40,800321,R. Rodriguez,Raimy Rodriguez,Rodriguez,Raimy,P,Asheville Tourists,ASH,573,Asheville,afa,HOU,Fayetteville Woodpeckers,FAY,3712,Fayetteville,AFX,HOU,R,R,19.0,20,25,10,82.2,1651,419,8.7%,93.5,94.7,14.5,5.90,21.5%,18.1%,54.0%,41.3%,25.7%,50.4%,50.7%,23.20%,54.96%,27.5%,30.3%,20.7%,20.4%,69.7%,15.1%,.327,.354,-0.86,-.001
40,802105,Y. Santos,Yeriel Santos,Santos,Yeriel,P,Asheville Tourists,ASH,573,Asheville,afa,HOU,Fayetteville Woodpeckers,FAY,3712,Fayetteville,AFX,HOU,R,R,20.6,22,25,14,100.2,1651,432,37.3%,92.7,93.6,19.1,5.93,24.1%,12.5%,59.2%,42.1%,22.1%,61.1%,55.5%,23.56%,57.82%,29.2%,31.8%,20.8%,27.7%,68.2%,14.0%,.272,.286,15.76,.010
40,804636,J. Tong,Jonah Tong,Tong,Jonah,P,Syracuse Mets,SYR,552,Syracuse,aaa,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,R,R,21.0,22,25,23,113.0,1930,468,51.6%,92.8,93.9,21.9,6.63,34.2%,10.0%,63.5%,50.9%,15.0%,62.6%,57.5%,28.39%,60.95%,32.8%,35.0%,28.0%,26.2%,65.0%,12.1%,.237,.264,32.14,.017
40,703445,A. Serwinowski,Adam Serwinowski,Serwinowski,Adam,P,Tulsa Drillers,TUL,260,Tulsa,aax,LAD,Daytona Tortugas,DBT,450,Daytona,AFX,CIN,L,L,20.1,21,25,25,85.2,1447,365,65.7%,94.0,95.3,19.4,6.47,29.0%,12.3%,62.4%,49.4%,17.8%,62.5%,55.3%,25.79%,58.11%,30.3%,30.0%,20.7%,26.0%,70.0%,12.2%,.265,.282,22.86,.016
40,809814,F. Texido,Francis Texido,Texido,Francis,P,Rancho Cucamonga Quakes,RC,526,Rancho Cuca.,afx,LAA,Inland Empire 66ers,IE,401,Inland Empire,AFX,LAA,L,L,19.3,21,25,24,98.1,1961,476,25.4%,88.4,89.6,18.6,5.97,21.8%,16.6%,56.8%,46.7%,19.0%,51.7%,52.7%,19.71%,53.13%,26.2%,25.8%,21.1%,22.3%,74.2%,19.1%,.369,.374,-13.25,-.007
40,690999,B. Money,Blake Money,Money,Blake,P,,,,,,,Delmarva Shorebirds,DEL,548,Delmarva,AFX,BAL,R,R,22.6,24,25,14,103.0,1566,425,28.2%,92.7,93.2,20.8,6.40,28.0%,5.9%,67.5%,53.9%,13.2%,67.5%,64.9%,25.79%,56.00%,32.0%,27.7%,21.1%,30.2%,72.3%,15.0%,.240,.253,25.37,.016
40,814803,L. Martin,Logan Martin,Martin,Logan,P,Richmond Flying Squirrels,RIC,3410,Richmond,aax,SF,Columbia Fireflies,COL,3705,Columbia,AFX,KC,R,R,23.0,24,25,17,102.0,1624,424,53.7%,93.6,94.8,20.0,6.83,22.9%,7.5%,64.9%,52.9%,14.7%,62.7%,61.6%,18.73%,47.73%,28.1%,25.0%,18.3%,26.5%,75.0%,13.9%,.278,.271,16.90,.010
40,694346,T. Gibson,Trey Gibson,Gibson,Trey,P,Norfolk Tides,NOR,568,Norfolk,aaa,BAL,Aberdeen IronBirds,ABD,488,Aberdeen,AFA,BAL,R,R,22.1,23,25,16,92.0,1496,389,33.4%,94.4,95.6,18.4,6.86,30.3%,10.0%,63.4%,52.0%,15.9%,60.9%,55.2%,30.26%,60.59%,33.6%,32.9%,21.7%,27.2%,67.1%,9.3%,.252,.277,25.36,.017
40,811307,J. Wenninger,Jack Wenninger,Wenninger,Jack,P,Syracuse Mets,SYR,552,Syracuse,aaa,NYM,Brooklyn Cyclones,BRK,453,Brooklyn,AFA,NYM,L,R,22.3,24,25,19,115.0,1904,502,29.1%,92.6,93.5,18.5,6.19,27.9%,8.0%,63.8%,46.6%,20.6%,62.2%,60.9%,23.44%,57.95%,31.6%,32.9%,19.0%,29.8%,67.1%,9.7%,.258,.297,27.90,.015
40,806046,A. Clemmey,Alex Clemmey,Clemmey,Alex,P,Harrisburg Senators,HBG,547,Harrisburg,aax,WSH,Fredericksburg Nationals,FBG,436,Fredericksburg,AFX,WSH,L,L,19.0,20,25,25,92.1,1610,391,34.5%,94.7,95.9,15.1,6.30,31.5%,16.1%,60.1%,48.0%,18.5%,54.7%,54.2%,30.81%,60.48%,31.1%,33.6%,23.4%,24.4%,66.4%,11.9%,.268,.292,21.23,.013
40,811315,B. Hopkins,Brody Hopkins,Hopkins,Brody,P,Durham Bulls,DUR,234,Durham,aaa,TB,Bowling Green Hot Rods,BG,2498,Bowling Green,AFA,TB,R,R,22.5,24,25,25,115.0,1895,489,18.0%,95.6,96.9,14.5,6.16,27.2%,10.8%,59.4%,44.7%,21.1%,58.1%,52.8%,29.39%,61.36%,30.7%,32.3%,22.7%,27.0%,67.7%,13.3%,.264,.274,21.28,.011
40,691251,A. Lara,Andry Lara,Lara,Andry,P,Rochester Red Wings,ROC,534,Rochester,aaa,WSH,Harrisburg Senators,HBG,547,Harrisburg,AAX,WSH,R,R,21.5,23,25,25,134.2,2024,543,12.6%,92.4,93.9,16.9,6.07,24.3%,8.1%,64.2%,49.9%,15.5%,62.2%,59.6%,24.03%,49.77%,30.0%,29.8%,19.7%,29.5%,70.2%,17.1%,.268,.294,26.11,.013
40,801517,S. Giesting,Spencer Giesting,Giesting,Spencer,P,,,,,,,Amarillo Sod Poodles,AMA,5368,Amarillo,AAX,AZ,L,L,23.0,24,25,25,141.1,2147,587,33.9%,90.1,90.7,15.6,6.61,26.2%,7.5%,64.5%,50.0%,15.9%,65.1%,62.1%,26.55%,57.32%,30.6%,29.3%,19.2%,26.9%,70.7%,18.7%,.316,.293,0.57,.000
