SplitBy,playerId,Seasons,Seasons_Sort,entityKey,SeasonAgeAvg,SeasonLevel,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P,splitByName
2021^0,700241,2021,0,2021,21.0,,25,7,7,7.2,138,39,5.8%,91.3,92.8,14.6,6.05,17.9%,5.1%,71.7%,49.6%,16.1%,66.7%,61.5%,11.54%,33.33%,33.3%,28.4%,12.5%,36.2%,71.6%,13.8%,.275,.407,2.38,.017,SplitBy
2022^1,700241,2022,1,2022,22.0,,25,28,28,144.1,2320,592,11.0%,91.8,93.1,14.7,5.71,19.8%,5.1%,65.0%,50.7%,14.3%,61.8%,65.2%,18.55%,43.23%,26.4%,19.7%,11.5%,27.1%,80.3%,15.2%,.307,.311,5.14,.002,SplitBy
2023^2,700241,2023,2,2023,23.0,,25,27,27,153.0,2491,664,5.4%,92.3,92.8,12.5,6.51,18.5%,5.7%,64.4%,50.7%,15.9%,61.4%,65.2%,18.18%,44.17%,27.7%,21.4%,12.5%,31.2%,78.6%,15.2%,.282,.330,28.97,.012,SplitBy
2024^3,700241,2024,3,2024,24.0,,25,31,30,173.0,2754,724,20.2%,92.5,92.9,13.5,6.58,21.5%,6.4%,64.2%,47.1%,16.2%,63.1%,64.6%,19.10%,52.87%,26.3%,22.2%,13.6%,32.1%,77.8%,13.5%,.276,.301,30.79,.011,SplitBy
2025^4,700241,2025,4,2025,25.0,,25,32,31,170.2,2667,706,24.3%,93.3,93.7,13.7,6.65,19.3%,5.0%,63.0%,49.5%,16.6%,59.1%,60.9%,20.45%,45.85%,26.7%,21.3%,13.3%,28.1%,78.7%,15.7%,.303,.315,2.59,.001,SplitBy
2026^5,700241,2026,5,2026,26.0,MLB,25,5,5,27.1,429,105,25.9%,91.2,91.3,13.8,6.67,14.3%,4.8%,60.4%,45.5%,15.6%,53.3%,50.5%,17.86%,36.36%,23.3%,14.1%,7.9%,24.8%,85.9%,19.0%,.356,.263,-5.63,-.013,SplitBy
