Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,seasonYear,gameId,date,teamWithLevel,teamId,teamLevel,home,win,final,location,team,abbrevName,opponentId,opponentToken,opponent,result,org,oppOrg,SeasonAgeAvg,CurrentAge,G,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P,scatterName,scatterExtra,gameDay
11,701388,J. Cijntje,Jurrangelo Cijntje,Cijntje,Jurrangelo,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Everett AquaSox,EVE,403,Everett,AFA,SEA,2025,789065,2025-07-05 22:05:00,EVE - AFA,403,AFA,true,false,true,Everett,EVE,EVE,435,VAN,VAN,L 0-3,SEA,TOR,22.1,22,1,4.2,81,24,50.6%,95.5,96.3,20.2,6.09,20.8%,12.5%,65.4%,55.6%,17.3%,62.5%,70.8%,33.33%,36.36%,29.6%,21.6%,14.3%,25.0%,78.4%,14.3%,.344,.438,0.02,.000,Canadians,EVE vs. VAN (2025-07-05)<br>L 0-3,7/5/25
12,701388,J. Cijntje,Jurrangelo Cijntje,Cijntje,Jurrangelo,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Everett AquaSox,EVE,403,Everett,AFA,SEA,2025,789068,2025-06-28 22:05:00,EVE - AFA,403,AFA,true,false,true,Everett,EVE,EVE,461,EUG,EUG,L 3-9,SEA,SF,22.1,22,1,3.1,75,17,61.3%,95.8,97.1,21.7,6.08,23.5%,17.6%,53.3%,40.0%,13.3%,58.8%,50.0%,30.77%,20.00%,32.0%,50.0%,52.4%,24.4%,50.0%,25.0%,.500,.573,-1.61,-.021,Emeralds,EVE vs. EUG (2025-06-28)<br>L 3-9,6/28/25
13,701388,J. Cijntje,Jurrangelo Cijntje,Cijntje,Jurrangelo,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Everett AquaSox,EVE,403,Everett,AFA,SEA,2025,788934,2025-06-21 22:05:00,EVE - AFA,403,AFA,false,true,true,Everett,EVE,EVE,486,SPO,SPO,W 3-2 (10),SEA,COL,22.1,22,1,4.0,53,16,41.5%,97.8,98.7,18.1,5.92,37.5%,0.0%,69.8%,54.7%,15.1%,62.5%,75.0%,60.00%,83.33%,32.1%,33.3%,21.1%,45.8%,66.7%,10.0%,.222,.189,0.95,.018,Indians,EVE vs. SPO (2025-06-21)<br>W 3-2,6/21/25
14,701388,J. Cijntje,Jurrangelo Cijntje,Cijntje,Jurrangelo,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Everett AquaSox,EVE,403,Everett,AFA,SEA,2025,789077,2025-06-11 22:05:00,EVE - AFA,403,AFA,true,true,true,Everett,EVE,EVE,460,TRI,TRI,W 5-2,SEA,LAA,22.1,22,1,3.0,41,12,63.4%,96.1,97.3,19.5,5.95,25.0%,8.3%,68.3%,53.7%,22.0%,66.7%,83.3%,25.00%,50.00%,34.1%,30.0%,28.6%,31.6%,70.0%,28.6%,.202,.302,1.33,.032,Dust Devils,EVE vs. TRI (2025-06-11)<br>W 5-2,6/11/25
15,701388,J. Cijntje,Jurrangelo Cijntje,Cijntje,Jurrangelo,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Everett AquaSox,EVE,403,Everett,AFA,SEA,2025,789080,2025-05-31 22:05:00,EVE - AFA,403,AFA,true,false,true,Everett,EVE,EVE,486,SPO,SPO,L 3-6,SEA,COL,22.1,22,1,2.0,31,10,61.3%,94.9,96.2,20.1,6.04,30.0%,10.0%,64.5%,48.4%,9.7%,50.0%,60.0%,50.00%,75.00%,35.5%,40.0%,22.2%,37.5%,60.0%,0.0%,.219,.334,0.91,.029,Indians,EVE vs. SPO (2025-05-31)<br>L 3-6,5/31/25
16,701388,J. Cijntje,Jurrangelo Cijntje,Cijntje,Jurrangelo,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Everett AquaSox,EVE,403,Everett,AFA,SEA,2025,789007,2025-05-24 19:05:00,EVE - AFA,403,AFA,false,true,true,Everett,EVE,EVE,419,HIL,HIL,W 3-2,SEA,AZ,22.1,22,1,6.0,87,25,59.8%,97.2,98.3,18.5,6.06,28.0%,20.0%,65.5%,49.4%,17.2%,76.0%,64.0%,0.00%,53.85%,34.5%,37.2%,30.8%,38.6%,62.8%,15.4%,.267,.259,2.25,.026,Hops,EVE vs. HIL (2025-05-24)<br>W 3-2,5/24/25
17,701388,J. Cijntje,Jurrangelo Cijntje,Cijntje,Jurrangelo,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Everett AquaSox,EVE,403,Everett,AFA,SEA,2025,788825,2025-05-18 15:05:00 (1),EVE - AFA,403,AFA,false,true,true,Everett,EVE,EVE,435,VAN,VAN,W 1-0 (7),SEA,TOR,22.1,22,1,6.0,84,22,46.4%,96.5,97.3,18.9,6.05,22.7%,9.1%,63.1%,47.6%,17.9%,77.3%,63.6%,11.11%,41.67%,31.0%,27.0%,9.1%,34.1%,73.0%,15.4%,.239,.168,1.73,.021,Canadians,EVE vs. VAN (2025-05-18)<br>W 1-0,5/18/25
18,701388,J. Cijntje,Jurrangelo Cijntje,Cijntje,Jurrangelo,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Everett AquaSox,EVE,403,Everett,AFA,SEA,2025,789087,2025-05-10 22:05:00,EVE - AFA,403,AFA,true,true,true,Everett,EVE,EVE,460,TRI,TRI,W 3-1,SEA,LAA,22.1,22,1,5.0,86,20,54.7%,95.7,97.2,20.4,6.20,30.0%,10.0%,67.4%,48.8%,7.0%,80.0%,60.0%,20.00%,54.55%,25.6%,21.7%,25.0%,40.9%,78.3%,22.2%,.211,.251,2.17,.025,Dust Devils,EVE vs. TRI (2025-05-10)<br>W 3-1,5/10/25
19,701388,J. Cijntje,Jurrangelo Cijntje,Cijntje,Jurrangelo,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Everett AquaSox,EVE,403,Everett,AFA,SEA,2025,789157,2025-05-03 20:05:00,EVE - AFA,403,AFA,false,true,true,Everett,EVE,EVE,461,EUG,EUG,W 10-2,SEA,SF,22.1,22,1,5.0,76,20,51.3%,96.0,97.4,18.8,6.32,10.0%,5.0%,61.8%,55.3%,15.8%,45.0%,35.0%,25.00%,28.57%,18.4%,15.4%,6.3%,20.6%,84.6%,25.0%,.346,.368,-0.53,-.007,Emeralds,EVE vs. EUG (2025-05-03)<br>W 10-2,5/3/25
20,701388,J. Cijntje,Jurrangelo Cijntje,Cijntje,Jurrangelo,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Everett AquaSox,EVE,403,Everett,AFA,SEA,2025,789160,2025-04-30 21:35:00,EVE - AFA,403,AFA,false,false,true,Everett,EVE,EVE,461,EUG,EUG,L 0-7,SEA,SF,22.1,22,1,0.1,21,5,0.0%,-,92.7,10.1,6.28,0.0%,60.0%,38.1%,38.1%,42.9%,0.0%,60.0%,-,-,23.8%,25.0%,33.3%,7.7%,75.0%,50.0%,.867,1.000,-1.70,-.081,Emeralds,EVE vs. EUG (2025-04-30)<br>L 0-7,4/30/25
21,701388,J. Cijntje,Jurrangelo Cijntje,Cijntje,Jurrangelo,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Everett AquaSox,EVE,403,Everett,AFA,SEA,2025,789093,2025-04-26 22:05:00,EVE - AFA,403,AFA,true,false,true,Everett,EVE,EVE,435,VAN,VAN,L 1-10,SEA,TOR,22.1,22,1,4.0,74,21,66.2%,96.2,97.2,21.1,6.17,14.3%,14.3%,58.1%,50.0%,21.6%,42.9%,66.7%,12.50%,66.67%,21.6%,18.2%,15.4%,18.9%,81.8%,46.2%,.361,.374,-0.26,-.004,Canadians,EVE vs. VAN (2025-04-26)<br>L 1-10,4/26/25
22,701388,J. Cijntje,Jurrangelo Cijntje,Cijntje,Jurrangelo,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Everett AquaSox,EVE,403,Everett,AFA,SEA,2025,788897,2025-04-19 21:30:00,EVE - AFA,403,AFA,false,false,true,Everett,EVE,EVE,460,TRI,TRI,L 6-9,SEA,LAA,22.1,22,1,4.1,72,16,65.3%,96.4,97.7,20.2,6.12,37.5%,12.5%,61.1%,55.6%,12.5%,56.3%,31.3%,30.00%,50.00%,29.2%,34.3%,35.5%,12.5%,65.7%,14.3%,.281,.293,0.58,.008,Dust Devils,EVE vs. TRI (2025-04-19)<br>L 6-9,4/19/25
23,701388,J. Cijntje,Jurrangelo Cijntje,Cijntje,Jurrangelo,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Everett AquaSox,EVE,403,Everett,AFA,SEA,2025,788898,2025-04-16 18:30:00,EVE - AFA,403,AFA,false,false,true,Everett,EVE,EVE,460,TRI,TRI,L 4-7,SEA,LAA,22.1,22,1,1.0,15,5,6.7%,90.2,92.0,13.5,5.69,20.0%,20.0%,60.0%,33.3%,26.7%,60.0%,80.0%,-,100.00%,20.0%,0.0%,0.0%,30.0%,100.0%,0.0%,.397,.548,-0.34,-.022,Dust Devils,EVE vs. TRI (2025-04-16)<br>L 4-7,4/16/25
24,701388,J. Cijntje,Jurrangelo Cijntje,Cijntje,Jurrangelo,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Everett AquaSox,EVE,403,Everett,AFA,SEA,2025,789100,2025-04-12 22:05:00,EVE - AFA,403,AFA,true,false,true,Everett,EVE,EVE,419,HIL,HIL,L 3-4,SEA,AZ,22.1,22,1,3.0,62,13,72.6%,95.9,97.1,22.0,6.19,30.8%,15.4%,54.8%,38.7%,22.6%,46.2%,76.9%,33.33%,50.00%,30.6%,42.3%,35.3%,23.7%,57.7%,0.0%,.213,.229,1.13,.018,Hops,EVE vs. HIL (2025-04-12)<br>L 3-4,4/12/25
25,701388,J. Cijntje,Jurrangelo Cijntje,Cijntje,Jurrangelo,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Everett AquaSox,EVE,403,Everett,AFA,SEA,2025,789101,2025-04-09 22:05:00,EVE - AFA,403,AFA,true,false,true,Everett,EVE,EVE,419,HIL,HIL,L 6-13,SEA,AZ,22.1,22,1,0.2,27,6,7.4%,91.8,92.2,11.1,5.88,33.3%,50.0%,33.3%,25.9%,29.6%,16.7%,16.7%,-,100.00%,29.6%,66.7%,50.0%,5.0%,33.3%,100.0%,.495,.553,-0.85,-.031,Hops,EVE vs. HIL (2025-04-09)<br>L 6-13,4/9/25
26,701388,J. Cijntje,Jurrangelo Cijntje,Cijntje,Jurrangelo,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Everett AquaSox,EVE,403,Everett,AFA,SEA,2025,788969,2025-04-05 20:09:00,EVE - AFA,403,AFA,false,true,true,Everett,EVE,EVE,486,SPO,SPO,W 8-0,SEA,COL,22.1,22,1,4.0,58,14,72.4%,97.3,98.6,19.1,6.26,42.9%,14.3%,62.1%,53.4%,15.5%,78.6%,42.9%,25.00%,85.71%,39.7%,43.5%,25.0%,25.9%,56.5%,0.0%,.134,.161,2.16,.037,Indians,EVE vs. SPO (2025-04-05)<br>W 8-0,4/5/25
